Requirement,Response
When the patient is located at home supported by some caregiver or family member the system may raise an alarm in case of any severity in patient condition. This requires an alarm system to be installed in the home where the patient resides.," Based on the given functional requirement and the user demographics, here are the predicted emotional responses:

1. Patients with technical background:
Emotional Response: Confidence, Hope
Patients with technical background are likely to feel confident and hopeful about the alarm system. They understand the technical aspects of the system and appreciate its potential to improve their healthcare outcomes. They may also feel a sense of control and empowerment knowing that they can monitor their health status and receive timely alerts in case of any severity in their condition.
2. Novice Patients from non technical background:
Emotional Response: Surprise, Engaging
Novice patients from non-technical backgrounds may feel surprised and engaged by the alarm system. They may not fully understand the technical aspects of the system, but they appreciate its potential to improve their healthcare outcomes. They may also feel a sense of relief knowing that they have an additional layer of protection and support in case of any medical emergency.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional Response: Pride, Confidence
Healthcare workers with technical backgrounds are likely to feel proud and confident about the alarm system. They understand the technical aspects of the system and appreciate its potential to improve patient outcomes. They may also feel a sense of professional satisfaction knowing that they are using cutting-edge technology to provide better care to their patients.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background:
Emotional Response: Hope, Engaging
Novice healthcare workers from non-technical backgrounds may feel hopeful and engaged by the alarm system. They may not fully understand the technical aspects of the system, but they appreciate its potential to improve patient outcomes. They may also feel a sense of relief knowing that they have an additional layer of protection and support in case of any medical emergency.

Overall, the alarm system is likely to evoke positive emotional responses from all user demographics. Patients and healthcare workers alike appreciate its potential to improve healthcare outcomes and provide an additional layer of protection and support in case of any medical emergency."
When the patient is alone at home then it may notify a doctor to visit the patient or send an ambulance in case of any severity in patient condition.," Based on the given functional requirement, here are the predicted emotional responses for each user demographic:

1. Patients with technical background:
Emotional Response: Confidence, Hope
Patients with technical background are likely to feel confident and hopeful about the functional requirement. They understand the technical aspects of the system and appreciate the potential benefits of having an automated notification system that can alert healthcare professionals in case of an emergency. They may also feel a sense of relief knowing that they can rely on the system to monitor their health and alert medical professionals if necessary.
2. Novice Patients from non-technical background:
Emotional Response: Hope, Surprise
Novice patients from non-technical backgrounds may feel hopeful and surprised by the functional requirement. They may not fully understand the technical aspects of the system, but they appreciate the potential benefits of having an automated notification system that can alert healthcare professionals in case of an emergency. They may also feel a sense of relief knowing that they can rely on the system to monitor their health and alert medical professionals if necessary.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional Response: Confidence, Pride
Healthcare workers with technical backgrounds are likely to feel confident and proud of the functional requirement. They understand the technical aspects of the system and appreciate the potential benefits of having an automated notification system that can alert healthcare professionals in case of an emergency. They may also feel a sense of pride knowing that they are part of a healthcare system that prioritizes patient safety and well-being.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non-technical background:
Emotional Response: Hope, Engaging
Novice healthcare workers from non-technical backgrounds may feel hopeful and engaged by the functional requirement. They may not fully understand the technical aspects of the system, but they appreciate the potential benefits of having an automated notification system that can alert healthcare professionals in case of an emergency. They may also feel a sense of engagement knowing that they are part of a healthcare system that prioritizes patient safety and well-being.

Overall, the functional requirement is likely to elicit positive emotional responses from all user demographics. Patients and healthcare workers alike appreciate the potential benefits of having an automated notification system that can alert medical professionals in case of an emergency. The system can provide a sense of security and peace of mind for patients, while also improving the efficiency and effectiveness of healthcare delivery."
When the patient is outside it may send an ambulance and also may notify and family members in case of any severity in patient condition.," Based on the given context, here are the predicted emotional responses of different user demographics to the functional requirement:

Demographic 1: Patients with technical background

* Confidence: Patients with technical background may feel confident in using the healthcare software system that has the ability to send an ambulance and notify family members in case of any severity in patient condition. They may appreciate the advanced features and the potential impact on their health and well-being.
* Pride: Patients with technical background may feel proud to be using a healthcare software system that is technologically advanced and has the ability to provide timely assistance in case of emergencies.

Demographic 2: Novice Patients from non technical background

* Hope: Novice patients from non-technical background may feel hopeful that the healthcare software system will provide them with timely assistance in case of emergencies. They may appreciate the simplicity and ease of use of the system, which may help them feel more comfortable and confident in using it.
* Joy: Novice patients from non-technical background may feel joyful and relieved to know that the healthcare software system has the ability to send an ambulance and notify family members in case of any severity in patient condition. They may appreciate the peace of mind that comes with knowing that they have access to timely assistance in case of emergencies.

Demographic 3: Healthcare Workers (Doctor, Nurse, Lab technician) with technical background

* Confidence: Healthcare workers with technical background may feel confident in using the healthcare software system that has the ability to send an ambulance and notify family members in case of any severity in patient condition. They may appreciate the advanced features and the potential impact on patient care and well-being.
* Pride: Healthcare workers with technical background may feel proud to be using a healthcare software system that is technologically advanced and has the ability to provide timely assistance in case of emergencies.

Demographic 4: Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background

* Hope: Novice healthcare workers from non-technical background may feel hopeful that the healthcare software system will provide them with timely assistance in case of emergencies. They may appreciate the simplicity and ease of use of the system, which may help them feel more comfortable and confident in using it.
* Joy: Novice healthcare workers from non-technical background may feel joyful and relieved to know that the healthcare software system has the ability to send an ambulance and notify family members in case of any severity in patient condition. They may appreciate the peace of mind that comes with knowing that they have access to timely assistance in case of emergencies.

In summary, the emotional responses of different user demographics to the functional requirement are likely to be positive, with feelings of confidence, pride, hope, and joy being common. The ability to send an ambulance and notify family members in case of any severity in patient condition is likely to be seen as a valuable feature that can provide timely assistance in case of emergencies."
The application will also provide provision for placing online medicine order.," Based on the given context and the functional requirement of placing online medicine orders, here are the predicted emotional responses for each user demographic:

1. Patients with technical background:
Emotional response: Confidence, Joy
These users are likely to be comfortable with technology and appreciate the convenience of placing online medicine orders. They may feel confident in their ability to navigate the system and experience joy from the ease of use.
2. Novice Patients from non-technical background:
Emotional response: Hope, Engaging
These users may initially feel overwhelmed by the technology but hopeful that they can learn to use it. They may find the process engaging as they learn to navigate the system and appreciate the convenience of online ordering.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional response: Pride, Confidence
These users are likely to be familiar with technology and appreciate the efficiency of online ordering. They may feel proud of their ability to use the system and confident in their ability to provide better care to their patients.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non-technical background:
Emotional response: Surprise, Engaging
These users may initially be surprised by the technology but find the process engaging as they learn to use it. They may appreciate the convenience of online ordering and feel more confident in their ability to provide better care to their patients.

Overall, the emotional responses to the functional requirement of placing online medicine orders are likely to be positive across all user demographics. The convenience and efficiency of online ordering are likely to be appreciated by all users, regardless of their technical background or experience."
The application will also provide provision for booking a test online.," Based on the given context and the functional requirement, here are the predicted emotional responses for each user demographic:

1. Patients with technical background:
Emotional response: Confidence, Joy
These users are likely to appreciate the convenience of booking a test online and may feel confident in their ability to navigate the system. They may also feel joy in being able to save time and effort by avoiding a physical visit to the healthcare facility.
2. Novice Patients from non technical background:
Emotional response: Hope, Engaging
These users may feel hopeful that the online booking system will be easy to use and may find the process engaging as they learn to navigate the system. However, they may also feel some self-consciousness or anxiety about using a new technology.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional response: Confidence, Pride
These users are likely to appreciate the efficiency and accuracy of the online booking system and may feel confident in their ability to use it. They may also feel pride in being able to offer their patients a more convenient and streamlined experience.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background:
Emotional response: Hope, Engaging, Self-Consciousness
These users may feel hopeful that the online booking system will be easy to use and may find the process engaging as they learn to navigate the system. However, they may also feel some self-consciousness or anxiety about using a new technology. They may also feel some sadness if they are not able to offer their patients the same level of personalized care as they would in a physical setting.

Overall, the emotional responses to the functional requirement are likely to be positive, with users feeling confident, hopeful, and engaged in the process of booking a test online. However, there may also be some self-consciousness or anxiety for users who are not as familiar with technology."
The application will also provide provision for online Doctor Assistance," Based on the provided context and the functional requirement, here are the predicted emotional responses for each user demographic:

1. Patients with technical background:
Emotional response: Confidence, Engaging
Patients with technical background are likely to feel confident using the online Doctor Assistance feature, as they are familiar with technology and can easily navigate the system. They may also find the feature engaging, as it provides a convenient way to access medical assistance.
2. Novice Patients from non technical background:
Emotional response: Hope, Surprise
Novice patients from non-technical backgrounds may feel hopeful that the online Doctor Assistance feature will make it easier for them to access medical assistance. They may also be surprised by the convenience of the feature, as they may not have used similar technology before.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional response: Pride, Confidence
Healthcare workers with technical backgrounds may feel proud to be part of a healthcare system that offers online Doctor Assistance, as it demonstrates a commitment to innovation and patient care. They may also feel confident using the feature, as they are familiar with technology and can easily navigate the system.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background:
Emotional response: Engaging, Confidence
Novice healthcare workers from non-technical backgrounds may find the online Doctor Assistance feature engaging, as it provides a new way to interact with patients. They may also feel confident using the feature, as it is designed to be user-friendly and intuitive.

Overall, the online Doctor Assistance feature is likely to be well-received by all user demographics, as it provides a convenient and accessible way to access medical assistance. However, it is important to ensure that the feature is designed to be user-friendly and intuitive, particularly for novice users from non-technical backgrounds."
The patient can upload his/her past medical history in the system.," Demographic 1: Patients with technical background

Emotional Response: Confidence, Pride

Patients with technical background are likely to feel confident and proud when using a healthcare software system that allows them to upload their past medical history. They may appreciate the convenience and efficiency of being able to manage their own health information and feel empowered by the ability to take control of their healthcare.

Demographic 2: Novice Patients from non technical background

Emotional Response: Hope, Engaging

Novice patients from non-technical backgrounds may feel hopeful and engaged when using a healthcare software system that allows them to upload their past medical history. They may appreciate the ease of use and the ability to access their health information from anywhere. However, they may also feel self-conscious about their lack of technical expertise and may require additional support and guidance to use the system effectively.

Demographic 3: Healthcare Workers (Doctor, Nurse, Lab technician) with technical background

Emotional Response: Confidence, Joy

Healthcare workers with technical backgrounds are likely to feel confident and joyful when using a healthcare software system that allows patients to upload their past medical history. They may appreciate the convenience and efficiency of having access to patients' health information in one central location. They may also feel proud of their ability to use technology to improve patient care.

Demographic 4: Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background

Emotional Response: Surprise, Engaging

Novice healthcare workers from non-technical backgrounds may feel surprised and engaged when using a healthcare software system that allows patients to upload their past medical history. They may appreciate the ease of use and the ability to access patients' health information from anywhere. However, they may also feel self-conscious about their lack of technical expertise and may require additional support and guidance to use the system effectively.

Overall, the emotional response to this functional requirement is likely to be positive across all demographics. Patients and healthcare workers alike are likely to appreciate the convenience and efficiency of being able to manage and access health information in one central location. However, it is important to consider the specific needs and technical expertise of each demographic when designing and implementing the system."
The patient can submit his/her symptoms in the system and book a doctor's appointment.," Based on the given functional requirement and the user demographics, here are the predicted emotional responses:

Demographic 1: Patients with technical background

* Confidence: Patients with technical background may feel confident using the system to submit their symptoms and book a doctor's appointment. They may appreciate the convenience and efficiency of the system.
* Pride: Patients with technical background may feel a sense of pride in being able to use the system effectively and efficiently.

Demographic 2: Novice Patients from non technical background

* Self-Consciousness: Novice patients from non-technical backgrounds may feel self-conscious about using the system, especially if they are not familiar with technology. They may feel intimidated by the process of submitting their symptoms and booking an appointment online.
* Hope: However, they may also feel hopeful that the system will make it easier for them to access healthcare services.

Demographic 3: Healthcare Workers (Doctor, Nurse, Lab technician) with technical background

* Confidence: Healthcare workers with technical backgrounds may feel confident using the system to review patient symptoms and schedule appointments. They may appreciate the efficiency and accuracy of the system.
* Joy: They may also feel joy in being able to provide better care to their patients through the use of technology.

Demographic 4: Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background

* Surprise: Novice healthcare workers from non-technical backgrounds may be surprised by the system's capabilities and may need some time to adjust to using it.
* Engaging: However, they may also find the system engaging and appreciate the opportunity to learn new skills.

Overall, the emotional responses to the functional requirement are likely to be positive, with users feeling confident, hopeful, and engaged. However, there may be some initial self-consciousness and surprise among novice users, especially those from non-technical backgrounds."
The patient will have the provision to select the doctor from the application.," Based on the given functional requirement and the user demographics, here are the predicted emotional responses:

1. Patients with technical background:
Emotional Response: Confidence, Joy
These users are likely to appreciate the ability to select their doctor from the application, as it gives them more control over their healthcare experience. They may feel confident in their ability to navigate the application and make informed decisions about their healthcare providers.
2. Novice Patients from non technical background:
Emotional Response: Hope, Engaging
These users may feel hopeful that they can find a doctor who meets their needs and preferences. They may also find the process of selecting a doctor from the application to be engaging, as it allows them to learn more about different healthcare providers.
3. Healthcare Workers (Doctor, Nurse, Lab technician) with technical background:
Emotional Response: Pride, Confidence
These users may feel proud to be part of a healthcare system that allows patients to select their own doctors. They may also feel confident in their ability to use the application and provide high-quality care to their patients.
4. Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background:
Emotional Response: Surprise, Engaging
These users may be surprised by the ability to be selected by patients through the application. They may also find the process of being selected by patients to be engaging, as it allows them to connect with patients in a new way.

Overall, the emotional responses to this functional requirement are likely to be positive, as it empowers patients to make informed decisions about their healthcare providers and allows healthcare workers to connect with patients in new ways."
The system must notify the patient of the appointment one-day in-prior.," Demographic 1: Patients with technical background - Confidence, Joy

Patients with a technical background would likely appreciate the one-day prior notification feature, as it aligns with their expectations for efficient and reliable software systems. They may feel confident in the healthcare software system's ability to manage their appointments and experience joy from the convenience of the notification feature.

Demographic 2: Novice Patients from non-technical background - Hope, Engaging

Novice patients from non-technical backgrounds may feel hopeful that the one-day prior notification feature will help them stay organized and avoid missing appointments. They may also find the feature engaging, as it provides a clear and simple way to stay informed about their healthcare appointments.

Demographic 3: Healthcare Workers (Doctor, Nurse, Lab technician) with technical background - Confidence, Pride

Healthcare workers with a technical background may feel confident in the healthcare software system's ability to manage appointments and experience pride in using a system that prioritizes patient communication and engagement. They may also appreciate the efficiency and reliability of the one-day prior notification feature.

Demographic 4: Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non-technical background - Hope, Engaging

Novice healthcare workers from non-technical backgrounds may feel hopeful that the one-day prior notification feature will help them stay organized and avoid scheduling conflicts. They may also find the feature engaging, as it provides a clear and simple way to communicate with patients about their appointments."
The doctor can provide an online prescription to the patient.," Based on the given context and the functional requirement, here are the predicted emotional responses of different user demographics:

Demographic 1: Patients with technical background

* Confidence: Patients with technical background are likely to feel confident using an online prescription system, as they are familiar with technology and can easily navigate the platform.
* Pride: They may feel a sense of pride in being able to use technology to manage their healthcare needs.
* Engaging: They may find the online prescription system to be engaging and convenient, as it allows them to communicate with their doctor and receive prescriptions without having to physically visit the doctor's office.

Demographic 2: Novice Patients from non technical background

* Hope: Novice patients from non-technical backgrounds may feel hopeful that the online prescription system will make it easier for them to manage their healthcare needs.
* Surprise: They may be surprised at how easy it is to use the online prescription system, even if they are not familiar with technology.
* Engaging: They may find the online prescription system to be engaging and convenient, as it allows them to communicate with their doctor and receive prescriptions without having to physically visit the doctor's office.

Demographic 3: Healthcare Workers (Doctor, Nurse, Lab technician) with technical background

* Confidence: Healthcare workers with technical backgrounds are likely to feel confident using an online prescription system, as they are familiar with technology and can easily navigate the platform.
* Pride: They may feel a sense of pride in being able to use technology to manage their patients' healthcare needs.
* Engaging: They may find the online prescription system to be engaging and convenient, as it allows them to communicate with their patients and provide prescriptions without having to physically see them.

Demographic 4: Novice Healthcare Workers (Doctor, Nurse, Lab technician) from non technical background

* Hope: Novice healthcare workers from non-technical backgrounds may feel hopeful that the online prescription system will make it easier for them to manage their patients' healthcare needs.
* Surprise: They may be surprised at how easy it is to use the online prescription system, even if they are not familiar with technology.
* Engaging: They may find the online prescription system to be engaging and convenient, as it allows them to communicate with their patients and provide prescriptions without having to physically see them.

Overall, the online prescription system is likely to be well-received by all user demographics, as it provides a convenient and efficient way to manage healthcare needs. However, it is important to ensure that the system is user-friendly and accessible to all users, regardless of their technical background."
