Review,Feature,Emotion
please improve option raising query like missed item wrong item basic mention issue addition raise query either working submitting mail please basic problem solve apps sure im happy missing item recently ordered medicine ordered problem pharmacist think dont like sell discounted item pathetic service shame,"Review -> Medicine Delivery, Customer Service, Order Management, Product Pricing",Negative
worst app ever seen built functional app please shut using 5g app love 2g many bug time response need help sometimes dont show order customer support even circle member deliver order please dont take without attempt delivery update delivery attempted liar tried auggested step still problem remains,"Review -> Order Management, Customer Support, Delivery Management, Network and Connectivity, User Interface",Positive
ordered product app im getting ad relevence product apps im using tata 1mg 3 year never happend reply im preparing exam hardly instal new apps may wrong data protection one thing added price shown searching totally different higher tata 1mg,"Review -> Ad Relevance, Data Protection, Price Accuracy, Search Functionality",Negative
latest logo colour orange looking good older one green colour better request pls change logo colour app colour good hope colour change done soon next app update release,Review -> User Interface (Logo and App Colour),Positive
app weak execute properly slow performance trying fetch something important ordering full prescription two medicine definitely take one day two three four different shipment really annoying useless despite uploading authentic current prescriptiona month oldthey call repeatedly verify socalled apollo dedicated doctor decide medicine could givenprecaution doesnt mean authority,"Review -> Medicine Delivery, Prescription Verification, Customer Support, Shipment and Delivery, Authentication of Prescriptions",Negative
app buggy customer care nonexistent app doesnt allow reupload prescription already uploaded sharp copy say pharmacist cannot read someone would blind cant read prescription sharp called pharmacist line get disconnected asking wait app predefined response asks upload prescription say couldnt understand input apps waste time,"Review -> Prescription Upload, Customer Support, App Usability, Pharmacists' Prescription Interpretation",Negative
great app built decently slow glitchy placed 3 order far first order got delivered 2 shipment latest order went toss eta displayed 11pm next day went ahead placed order completing payment etc got notified huge chunk order delivered 12 day later quite bad say least display realistic timeline moving payment page,"Review -> Order Tracking, Estimated Delivery Time, Payment Processing, Order Fulfillment, Delivery Speed",Positive
request google play get minus number rate apollo 247 highly frustrated service received recommend anyone book test service apollo 247 save hard earned money save health poor service non helpful staff make life tough dont install n recommend anyone please connect customer approach reason uninstalling till dont see youre solution reply,"Review -> Test Booking Service, Customer Support, Staff Helpfulness",Positive
really pathetic service booked appointment paid consultation fee well waited get turn suddenly appeared mobile supported audio video streaming asked download app surprising part booked appointment app paid fee app aap happened hasslefree come consultation actual problem come even unable view invoice copy,"Review -> Online Consultation, Payment Processing, Mobile App, Audio/Video Streaming, Invoice Management",Negative
worst service worst app told ill get delived two hour one day there response apollo team store want cancel order ive tried app web multiple time working could one give cancel option mobile application well web option doesnt work even clickable wow,"Review -> Order Cancellation, Delivery Time, Mobile Application, Web Application",Negative
zero rating one installed 2 minute found useless removed app still using data marketing purpose option unsubscribe spam message im blocking every message receive send different number stop collecting data update per request sent mail none responded still get spam message delete data marketing none need diaper,"Review -> Data Collection, Spam Message Handling, Unsubscription Option, Data Deletion",Negative
customer service terrible raised ticket week ago partial delivery simply response tried contact whatsapp email get automated response saying someone call 12 hour 12hours never ended surprising thing way reach phone extremely lousy customer service fact none exists move better apps,"Review -> Customer Service, Delivery, Communication Channels (Whatsapp, Email, Phone)",Negative
even several email unsubscribe sending marketing sm cant still get rating 1 taking privacy seriously didnt expect apollo hospital first app dont option unsubscribe never subscribed second send email saying unsubscribed promotional marketing would stop raising request 2 week since email still receiving sm,"Review -> Unsubscribe Option, Privacy, Promotional Marketing, Email Management",Negative
kindly update application location address filling portion pathetic try locate accurate location pointing gps automatically select another pin code without detecting current location pin code section another mess kindly rectify asap due tho mismatch address delivery person misbehave delayed order delivery want need detail regarding mismatch mentioned app developer email mail,"Review -> Location Detection, Automatic Pin Code Selection, Address Filling, Order Delivery, GPS Integration",Negative
found app helpful ok navigation thing badly cluttered firstly offer confusing clarity placing order used get msg like eligible 20 though never got worst part customer support even though seller admits one item missing apollo never refund customer care people separate planet reply chat phone rely apollo ethic,"Review -> Navigation, Order Placement, Customer Support, Refund Policy",Positive
purchased 2 week ago 27062024 im doubting accuracy glucose reading 26 variance lab fasting glucose also datetime function glucose meter resetting 0101 every use unable track historical reading chronologically support apollo get technical help function nonexistent poor support provided better spend little get reliable meter,"Review -> Glucose Reading Accuracy, Historical Data Tracking, Technical Support, Reset Function, Date and Time Function, Variance with Lab Results",Positive
app unresponsive cant add address manually struggle add address option add address using map pathetic even though select right pin code final address show different city name allowing edit tried reaching apollo cc use add feature addedit address manually keep simple guy hope fixed asap,"Review -> Address Management, Map Integration, Edit Address Feature, Customer Support",Negative
worst app planet ordered adesam400 tablet paid bill amount r 483 per strip price discount price shown app without informing changed price r 799 sent parcel instruction pay r 758 extra answer shown less price app charging bill importantly without taking acceptance price increaesed 483 799 invoice call desk contact,"Review -> Price Display, Payment Processing, Order Management, Customer Support",Negative
maker app 1 app super slow 2 doesnt take location properly always delivers product wrong place redirect 3 many emergency medicine ordering show 2hr delivery sometime change delivery date 2days later 4 refund done properly 5 repeated msg refund successful received atleast 40 sm refund processed wish could block sm apollo,"Review -> App Performance, Location Services, Delivery Management, Refund Processing, Messaging System",Positive
even need irrelevant timeeating banner never enabling enter application also crash time repeatedly starting banner app estb medical source provide correct straight clear full info medicine product page description product availablity good packaging couriering well time pricing med affordable eats lot health product,"Review -> Application Stability, Product Description, Product Availability, Packaging, Courier Service, Pricing, Health Product Variety, Medicine Delivery Timeliness",Positive
worst app order suppose delivered 22nd april still havent received 1 order status doesnt update 2 one respondes whatsapp message 3 try connecting whatsapp number ivr provides wrong data related order 4 platform doesnt customer care number helpline number disappointing frustrating user literally cant track order definitely switch platform,"Review -> Order Tracking, Customer Support, WhatsApp Integration, Order Status Update, Delivery Timeframe",Negative
goodvone needy people especially senior citizen bug need looked fixed user interface also need face lift otherwise app good mostly use friendly yesterday 22062021 got ordered item per schedule apollo team quite good people friendly helpful tq apollo 247 dedicated team,"Review -> User Interface, Medicine Delivery, Customer Support",Positive
worst app totally unreliable delivery accept order payment later cancel order fake app recently launched 19 min delivery simply gimmik delivery forget 19 min customer care people like recorded guy keep repeating sorry order got cancelled place new order instead telling reason cancelled order much frustrating app people,"Review -> Delivery Reliability, Payment Processing, Order Cancellation, Customer Support, Delivery Time",Negative
scope improvement 1 scanned uploaded non apollo reading considered historic reading diagram using ai 2 sometimes preparing test package 404 error saying test included already combination possible happens use single test combination package thsincan avoided excluding repeated test thank,"Review -> Diagnostic Test Booking, Test Package Combination, AI-backed Symptom Evaluation, Error Handling",Positive
horrible experience using app take care bug glitch releasing app downloading initiative noble one doesnt serve purpose doctor suggestion advice arent audible call doesnt get connected every inapp action take atleast 30 second get registered app interface etc hope experience better next time choose use app,"Review -> App Interface, Audio Quality, Connectivity, Response Time, In-App Actions",Positive
placed order paid promised 2 hour delivery item ordered showed stock hour order verified order delivery date pushed two day later got know opened app checked status notification reschedule apparently item stock accept order verify update sly full two day delay uninstalling app pathetic service,"Review -> Order Tracking, Delivery Time, Stock Management, Order Verification, Notification System, Rescheduling, Customer Service",Negative
beware dont use app downloaded app tell everyone filthy sale service prompt deliver item order placed payment confirmed wish cancel due reason dont care customer care almost reachable incase get connected absolutely disgusting use help regretting using service would never recommend app,"Review -> Customer Service, Order Cancellation, Payment Processing, Delivery Service",Negative
strange app look okay technical issue firstly got baited offer website found way avail decided actually order medicine without offer kept asking delivery address even though already put detail sometimes app load indefinitely launch good experience would rather use website call another service,"Review -> Medicine Delivery, User Interface, Address Input, Loading Time, Online Order Placement",Positive
superb delivery quick responsive cancel order dispatched put request customer service quickly took care one suggestion however need add new address app make first locate address map let type address drag map around inconvenient let type address first,"Review -> Order Cancellation, Address Management, Map Navigation, Search Functionality, Customer Service",Positive
dont order bad customer experience dont phone u call register complaint purchased oximeter scratched faulty product poorly aligned screen struggling return product may say contact whatsapp reality dont answer 2 day made send image faulty product 3 time week couldnt provide resolution till date dont go,"Review -> Product Quality, Customer Support, Return Policy, Communication Channels",Negative
revised thanks quick fix placed order essential kindly enable online payment option prefer contactless ordering delivery original pathetic app registration mandatory declaring location mandatory app cant detect location accept manual input select city test app properly releasing app,"Review -> Online Payment Option, Contactless Ordering, Delivery, Location Detection, App Registration, Manual Location Input, City Selection, App Testing",Positive
worst app seen far ordered item today completely different item lesser price delivered trying raise issue since luck app provides message saying return window closed item wrong customer able return atleast raise concern contact number chat option agent provided basically dead end waste money never recommend app,"Review -> Order Management, Return Policy, Customer Support",Negative
good app delivery process also smooth good 99 time process work smoothly get issue need contact customer care help issue either talking hindi hindi thats bad sign customer support tamil even delivery guy got issue talking customer support due language problem hope take necessary step improve experience,"Review -> Delivery Process, Customer Support, Language Support",Positive
bad experience app bit slow accessing different section also faced issue delivery product wont delivered time happend many timesthey need understand nt grocery shop people ordering medicine need badly expect medicine delivered time even delivered atleast update late except apollo brand everything else bad,"Review -> App Performance, Delivery Timeliness, Product Availability, Update on Delivery Status",Negative
worst app worst customer service app slow none option work properly proper way contact customer care mail auto replied closed without providing resolution order always delayed wont provide update waiting order week nightmare get proper customer support top cancel order option working awesome app wont deserve even 1 star,"Review -> Customer Support, Order Management, Delivery Time, App Performance, Cancellation Option",Negative
updated rating 1 4 star disappointment initially app finally worked saved u lot trip chemist lockdown got order time especially like 4hr express delivery old review able download app got one order day late supposed receive 2nd order one customer support responding,"Review -> App Functionality, Delivery Time, Customer Support, Express Delivery",Positive
till last month app working fine suddenly app started acting weird able book medicine im getting error hey something went wrong try later tried uninstall instal manytimes still issue resolved kindly request technical team resolve issue soon possible expecting hear solution technical team soon thanks,"Review -> Online Medicine Delivery, Error Handling",Positive
seems like without testing released app many bug time app becomes unusable error keep coming without proper error message app slow even though wifi 100mbps add item cart take nearly 12min cart page open similar observation try delete cart n number issue,"Review -> Performance, Error Handling, Cart Management, Network Connectivity, User Interface, Loading Speed",Positive
one slowest app many defect doesnt open time n get stuck main dashboard patient b click account attached apollo account submit u get dashboard show u profile current patient mean dont update patient history information c report getting downloaded downloaded due apolloprism site working even app currently slow,"Review -> Performance and Speed, Patient Profile Management, Report Download, Account Linking, Dashboard Navigation, User Interface",Negative
useless fraud app bought apollo one membership assured hc credit every order use 100 next order also delivery home collection charge free membership taking membership changed everything fro using 50 hc home collection charge never buy apollo one membership fraud customer support also exist returning medicine disastrous app worst customer experience,"Review -> Membership Program, Home Collection Charge, Customer Support, Medicine Delivery, Order Placement",Negative
hi team constructive feedback apollo cracked logistics medicine delivery way competitor could app user unfriendly many bug falter even basic operation unbelievable mnc like would app instance restart app multiple time way move step 1 step 2given excellent delivery timeline want continue ordering app make app impossible,"Review -> App User Interface, Bug Handling, Basic Operation, Delivery Timeline, App Stability",Positive
worst app ever seen emergency case dont place order app proper information order status even cancelled order info important thing payment successful showing payment failed made pay worst case single order pay twice extra delivery charge heard lot apollo scam experienced also enough god shake dont cheat,"Review -> Order Management, Payment Processing, Delivery Management, Order Status Updates, Cancellation Policy",Negative
app asks update new versiion unable install update installation stop 99 result unable use older version also get order deilvered 5th may till date 14th may deilvered pathetic customer service sends chat message saying looking someone get touch within 48 hour many 48 hour gone response result requested cancellation order acti,"Review -> Installation, Update Process, Customer Service, Order Delivery, App Functionality",Negative
app appears scam collect data enrolled there option delete accountprofile enrollment made deliberately apollo hospital without consent knowledge tried help menu explanation given delete account doesnt work asking raise ticket user need submit email id snatching personal data leaving choice user,"Review -> Account Deletion, Data Privacy, Customer Support",Negative
useless app software upload doctor rx tried uploading pic prescription gallery didnt work tried click within app didnt work clicked photo rx phone camera guess didnt work either tried atleast 45 time proceeding pay got msg every time saiduhoh seems problem uploading prescription,"Review -> Prescription Upload, Photo Capture, Payment Processing, Error Handling",Negative
worst app seen technically user friendly secondly show status app reality something else booked lab test show agent checked arrive anytime try open link track agent show link expired later try reach agent say location route way reach customer care directly app done bot could rate 0,"Review -> User Interface, Status Update, Link Expiration, Customer Support, Lab Test Booking, Agent Tracking",Positive
pathetic app user friendly nothing easy find cannot find solution app provides false incomplete information useless horrible help section especially suck cannot contact customer support whatsoever keep sending thousand mail still get auto generated standard reply customer support contact wait day overall unsatisfactory,"Review -> User Interface, Help Section, Customer Support",Negative
1 app become slow month 2 doesnt hold search result get product page search result see list product composition search sort product 3 worst thing happening recently whenever search particular composition product shown everytime even though select product composition search result 4 switching profile horrible,"Review -> Search Functionality, Product Page, Composition Search, Profile Management, Performance and Speed",Negative
evn though servicedelivery done real quick time app interface slow n disgusting say least tap touch response really bad uve tap repeatedly adding product time lag usually 30 sec possibly moreevn disgusting aftr uve added productmedicine checkout reflecting cart thrs issue handset network ive used installed online med apps slowest,"Review -> User Interface, Response Time, Network Connectivity, Checkout Process, Product Addition, Application Performance",Negative
please revert previous version app redesign earlier homepage organised simple little slow navigation thats acceptable new version take user medicine tab default unnecessary menu provided doctor consultation pharmacy app stability preference youre testing half baked interface public despite superior service trust apollo brand im switching pharmeasy ease use reliability,"Review -> User Interface, Navigation, Default Tab, Menu, Doctor Consultation, Pharmacy, App Stability, Ease of Use, Reliability",Positive
using app sometime recent experience really pathetic ordered medicine havent received even week similar experience booked lab test person assigned home sample collection show left notification either apart service bad app experience upto mark lag behaves sporadic team really need fix stop loosing customer,"Review -> Medicine Delivery, Lab Test Booking, Notification System, Customer Service, App Performance",Negative
worst experience ever app never seen app slow even text input laggy installed specific doctor able video consult guess video chat work kept saying hearsee finally doctor call phone consult ridiculous launch apps wo testing properly almost dont care user experience,"Review -> App Performance, Video Consultation, User Experience, Text Input Responsiveness",Negative
wow amazing experience inception finish focus transparency easyofuse build trust apollo establishment anything 3 pointer way positive criticism call option app text mention b track agent work development license map c consistency terminology agent executive wife awesome experience,"Review -> Ease of Use, Transparency, Trust, Medicine Delivery, Online Consultation, Diagnostic Tests, User Interface",Positive
terrible ux janky hierarchy cant find need unless look online simple option like cancelling consultation didnt ask complicated need dig get option navigation place prompt button actually work every basic functionality app app work even customer support unable guide app information overload segmentation,"Review -> Navigation, Ease of Use, Customer Support, Appointment Cancellation, Information Overload Management",Negative
product price shown 115 discount billing time 115rs bill made booking product showed 234rs cheating dont show real price bill amount 234rs 2 product split bill 2 added delivery charge per product bill rs336 gonna buy anything also uninstalling app never recommend anyone buy apollo247,"Review -> Pricing Transparency, Billing Process, Delivery Charge, Product Pricing",Negative
location bug bug saved address gone manually place marker show different pin code im unable change whereas try using chrome perfect also started charging every medicine mrp uninstalled im using 1mg give great discount circle membership gimmick,"Review -> Location Services, Medicine Pricing, Membership Benefits, User Interface, Delivery Services",Positive
app bad lag money receipt say authorized signatory signature available cannot submit reimbursement also mentioned anywhere money receipt electronic statement signature required helpdesk unable help matter edit already raised issue via ticket 1001219 app customer care simply close ticket without resolution,"Review -> Reimbursement Submission, Electronic Statement, Signature Requirement, Helpdesk Support, Ticketing System",Both Positive and Negative
app work really poorthey delivered order time changed delivery date twice reflected appthe watsapp customer care service also usethe app give option cancellation doesnt work even item get dispatched cancelled order showed medicine stockplease cheque cancellation option direct accessible workingthey ask email id mail instruction,"Review -> Order Tracking, Delivery Management, Cancellation Option, Customer Support",Positive
badly planned app already account went hospital couldnt find system hence registered number system user id dont match never receive report app coordinate hospital staff send whatsappemail tried reaching support whatsapp number mentioned app get reply report app keep circling,"Review -> User Account Management, Report Generation, Customer Support, Hospital Staff Coordination, Registration Process, WhatsApp/Email Integration",Positive
good app managed badly tech part need immediate attention premium member time take benefit free delivery need uninstall reinstall official solution suggested call centre time claim benefit uninstall reinstall joking time 23 time week place order select medicine put cart see benefit applied uninstall reinstall place order,"Review -> Free Delivery, Uninstallation and Reinstallation Process, Customer Support, Medicine Ordering, Premium Membership, Time-Based Delivery, Cart Management, Benefit Application, Order Placement",Positive
okay using app since 2020 pretty good time 2 update app start giving trouble 1st allows 1 msg video consultation doctor never reply time call doctor trouble 2nd cut circle fee place cant delivered med test loosing 99 every 2 month without getting benefit 3rd connection problem please fix problem asap specially message one,"Review -> Video Consultation, Doctor Response Time, Payment Processing, Medicine Delivery, Internet Connectivity, Messaging System",Negative
worst experience fail deliver given date communication order got canceled saying item high demand fool normal tablet available every store dont stock update app atleast call expected thing refund lack communication delivering one star wont recommend anyone,"Review -> Order Management, Communication, Inventory Management, Refund Policy, Delivery Management",Negative
warn people use tho app service apollo fraud raised multiple complaint answer send wrong cheap item send wrong bill dont attend complaint dont reply mail would never use app loosing money wrong item wrong bill really disappointing hard believe big name cheap fraud,"Review -> Order Online Medicine Delivery, Customer Support, Billing System",Negative
whenever place order app always troubled delivery boy go n stand exact location wont allow mark delivered even though customer standing near give correct otp look really ridiculous doesnt make sense either app wont give proper direction delivery boy customer could go pick order current standing point pick order hope much information sufficient,"Review -> Delivery Management, Navigation, Order Tracking, OTP Verification",Negative
waste app tried ordering medicine app twice none completed increase price middle order ask u pay delivered show low price ordering scam people hey order second time cancelled partial order making unqualified cashback extra space phone used nice trash space filler app limited space dont waste data storage,"Review -> Order Management, Pricing, Payment Processing, Cashback, Data Storage, Delivery Management",Negative
app performance ui look great recently saw banner app look stretched need changed look odd one request order summary product name visible completely character restriction made show product full usecase ordered nan pro 2 need cross whether nan pro 1 2 currently able check visible hope understand somewhere user see product name,"Review -> Order Summary, Product Name Display, Character Limitation, User Interface",Positive
app suck hang mch slow ordered medicine sent half reply customer care till edit got call customer care solving issue still application side still issue cart order page app little bit slow may problem backend side probably server database issue,"Review -> Order Management, Customer Support, Application Performance, Backend Processing, Server and Database Management, Cart Management, Order Tracking",Positive
slow app lot bug instead giving reply suggestion better contact give feedback app development dept please dont give suggestion like internet slow day user enough knowledge decide net speed slow fast also dont give suggestion like cache memory delete installed others peer apps running smoothly suggesting clear cache memory,"Review -> App Performance, User Interface",Positive
nice app yet requires fixing bug ui also need improvement user friendly minimize payment page go app like note fetching detail return payment page go back home page bug fix medicine home delivered nominal shipping charge also free delivery made minimum order requirement eg 1000 wish master quite knowledgeable polite helpful thank apollo 247 dedicated team,"Review -> User Interface, Payment Processing, Medicine Delivery, Shipping Charge, Minimum Order Requirement, Navigation",Positive
app uselessi two bad experience took doctor appointment app case emergency doctor show next ordered apollo pulse oximeter app got device without battery reached customer care trying manipulate saying battery provided closed ticket app shown ready use device battery given contacted customer care response,"Review -> Doctor Appointment, Customer Care, Product Delivery, Device Quality",Positive
circle member received unsealed product cant able reutn product till raised complaint 5 time product image still even responding anything simply closing case without response waste money instead getting used product walk near shop buy totally useless app,"Review -> Product Return Policy, Customer Support, Product Authenticity, Delivery Service",Negative
even 1 star waste app one rubbish app ever seen placed order thermometer could see order status successful got delivery boy contact detail tried reach number doesnt respond call sometime could see status returned money refunded hell think customer cant delivers product customer guy developed junk app,"Review -> Order Tracking, Delivery, Customer Support, Refund Process, Application Usability",Negative
app boon sense booking payment etc great ease convenience plus app faster sometimes responds slowly report labeled meaningfully appropriate title else take locate whatsapp msg suggested thyroid test clicked link took plethora thyroid test didnt know choose meant way happy apollo providing q,"Review -> Booking, Payment, Ease of Use, Diagnostic Tests, Online Consultations",Positive
doctor doubt good video conference happening voice doctor also clear consulted 2times time waiting ata waiting room every thing showing ok time doctor called told video conference connecting conference voice call voice doctor audible clearly time happened please update app doctor good,"Review -> Video Conference, Doctor Consultation, Waiting Room, Audio Quality, App Performance",Positive
worst useful app never connect doctor emergency raised several ticket show concern correction happening call keep disconnecting even explain problem text text message appear jumbled dont waste time money apollo many good doctor video consult app good enough,"Review -> Doctor Consultations, Connectivity, Text Messaging, Call Quality",Positive
super fast delivery 2 hour thanks delivery guy apollo 247 application quite improved taking consideration feedback others people use application consider mind whether application work way slow application work slowbecause phone performs bad application seamless experience app didnt find slowness working experience,"Review -> Delivery Speed, Application Performance, User Experience",Positive
pdfs containing report cannot sent exceeds limit limit allotted low send many document youve many report problematic scenario doctor dont go many document hence creates problem least 2 gb limit,"Review -> File Size Limit, Document Sharing, Online Consultation",Negative
good app installed app also bought 2 month circle membership trying book lab test taking price circle membership however taking normal price tried call customer service call getting disconnected note chargable call also send email app request get autoclosed raised concern circle membership closed ticket medicine delivery,"Review -> Circle Membership, Lab Test Booking, Customer Service, Medicine Delivery, Pricing",Positive
worst experience many time got wrong order quantity missing item damaged product cashbacks said offer need follow month get issue settled customer support even worser technical support team prompt convience get order placed issue blabber like best sorry inconvenience etc worst app worst experience worst customer support,"Review -> Order Management, Customer Support, Technical Support, Cashback and Offers, Product Quality, Delivery Management",Negative
worse also understatement describe service took sample 72 hour report generated cant deliver please shut service clearly people great job customer care number doesnt work always busy one responds exactly 8 pm say operating uninstalling app never taking service please shut useless app,"Review -> Delivery Service, Customer Support, App Usability, Uninstallation Process",Positive
received wrong product app doesnt even let support moreover raise seperate query whats use many supposed check happen im ultimately given entirely different product edit even issue stand unresolved picked product refund given app showing return request cancelled treat sick people avail service,"Review -> Product Delivery, Customer Support, Return and Refund Policy, Order Management",Negative
worst app able contact customer service phone consulted 14dec2021 didnt receive invoice consultation today tried book appointment wife amount debited showing anywhere amount debited book appointment sent email customer care getting automatically reply saying amount credited within 7 day even though payment upi try emergency getting kind error,"Review -> Online Doctor Consultations, Payment Processing, Customer Support, Appointment Booking, Invoice Generation",Negative
wish easier edit address there one option lock location cant changed unfortunately locked location different area entirely thankfully courier problem delivering product correct address detail provided otherwise great app found product could find anywhere else available whole seller,"Review -> Address Editing, Location Locking, Courier Service, Product Availability, Medicine Delivery",Positive
app relevant booking appointment chatting big audio video consultation respected doctor made several attempt connect able see second audio interfacibg end watsapp could connect humbly requested developer administrator fix issue audio video consultation make useful one stop interfacing,"Review -> Audio/Video Consultation Feature, Connectivity/Interface Feature",Positive
app work fine till ordering bit lose sight order processing apollo want way conveying emergency urgency material packed way cancel come doorstep communication mean email response leaf lot desired fact last order closed ticket saying resolved wasnt find time make numerous mktg call though,"Review -> Order Processing, Communication, Cancellation, Delivery, Customer Support",Negative
dont know people recommended 46 star rating worst app ever provide worst facility ordered medicine 29 min delivery scheme paid amount well online 3 day havent received order yet talking customer executive tell issue escalated youll get refund soon never happens ive set mind ive lost money would suggest better use netmeds,"Review -> Medicine Delivery, Customer Support, Refund Policy",Negative
buy medicine app cannot return placed return request last one week till date received call pickup daytoday get message mail pickup done 12 day since one week till received call pickup many time sent mail message help desk request accepted solution till date dont use app,"Review -> Return/Refund Policy, Customer Support, Medicine Delivery",Positive
scheduled lab test apollo provided incorrect result even sent result another lab proving mistake yet acknowledge error mess test app also alarmed u displaying extremely high result urging u consult doctor immediately even prompting u book appointment sure intentional despite multiple email requesting clarification keep sending automated mail,"Review -> Lab Test Booking, Test Result Accuracy, Automated Mail System, Doctor Consultation Booking, Test Result Display",Negative
disappointing service booked test apollo 247 report scheduled 01032025 0700 pm time booking assured id receive even earlier however despite multiple call followup report wasnt provided time urgently needed client customer support said could take another 24 hour delay miscommunication unacceptable medical report need timely service wouldnt recommend apollo 247,"Review -> Report Delivery Time, Customer Support, Timely Service",Negative
worst online experience delivery medicine person 80 yr old ordering app shown delivery time 32 minute placing order 4pm delivery expected 11 pm astonishingly around 815 pm receiving phone call delivery person asking cancel order able get medicine delivery store absence otp shocking isistance urgency relented delivered medicine 830pm,"Review -> Medicine Delivery, Estimated Delivery Time, Order Cancellation, OTP Verification, Delivery Personnel Communication",Negative
generally deliver time sometimes deliver wrong medicine u urgently need case help support chatbot mess one hear u except super slow bot toll number work human get connected whatever u try refund immediately u definitely need take extra bp pill deliver wrong medicine otherwise like ok medicine trader good luck,"Review -> Delivery Time, Medicine Delivery, Customer Support, Refund Policy",Positive
firstly great experience apollo used order medicine regularly apollo messed order ordered 9 different medicine medicine 69 quantity going delivered three different shipment recieved first two shipment third one automatically cancelled due ground operation also got cancelled 4 day ordering one tablet 9 strip missing first shipment action taken company,"Review -> Order Management, Shipment and Delivery, Product Availability, Customer Support",Negative
really irritating many people calling talk issueand finally telling cant sent online get person cant u guy even check previous history purchase prescription use app save time situation cant physically go store purchasing u people calling urself mediacal expert without basic knowledge scrutinizing technique really bad appolo,"Review -> Online Medicine Delivery, Previous Purchase History, Online Consultation, Diagnostic Lab Tests",Negative
worst customer experience ever made appointment application paying appointment fee also however visited hospital mentioned concerned doctor town long time hence cant help booked application guided check apollo team got call one customer support person wasnt able provide solution issue asked connect senior also cant,"Review -> Doctor Consultations, Customer Support",Negative
