Review,Feature,Emotion
"This app is incredibly convoluted and unintuitive. You have to create an account, register the TV to your account, navigate a bunch of menus that are slow to load, and still have a hard time finding what you want on it. A horrible experience if you just want to cast some photos to a friends TV. I was trying to cast/mirror my cellphone to the TV and couldn't after almost 30 mins. What a waste to have a ""smart TV"" that can't do simple stuff that used to work flawlessly with android cast.","User Account Creation, Device Registration, Menu Navigation, Content Discovery, Casting/Mirroring, Compatibility, Ease of Use",Positive
"The most recent update made the TV remote layout clunky & weird. I like the prior layout MUCH better. Why change it to this? UPDATE: Dropped rating even further. I just realized they also removed the function ""Play TV Sound on Phone"". It seems it's because it wasn't being used enough. However I've read a lot of frustrated complaints about this on message boards. You guys need to bring that back.","TV Remote Layout, Play TV Sound on Phone Feature",Both Positive and Negative
"Samsung keeps updating things in such a way that pushes people towards using this app, but it's AWFUL. Too much going on, yet none of the feature people actually want and is a pain to use. Returning a samsung tv and thinking about switching to another provider. Got the tv and you literally can't even cast. They say you can cast to the tv using the app, but you can't! It only MIRRORS your phone, which is not actually casting. This also makes it so that you can't cast other items, like an occlus.","Casting Capability, User Interface, Ease of Use, Mirroring Feature, Compatibility",Negative
"This app only works with my Samsung Q900TS about 30% of the time. Work around is connecting it directly to TV with 4k cable or restarting my router. For whatever reason, this model TV pulls 2 IP addresses (wifi 5 and wifi 6) and it will not let me disable one on the TV. Tried all sorts of settings in the router, but nothing works. Static IP, MAC stuff. I finally gave up and just bought a cable to hardwire it. If I reboot the router and toggle wifi on/off on the tablet, then it all syncs up.","Connectivity, Compatibility, Wi-Fi Connectivity, Device Control, Router Configuration, IP Address Management, Static IP, MAC Address Configuration",Both Positive and Negative
"UPDATE: Reached out to service and they were no help. Sent screenshots, logs, and all requested details and nothing back from them twice. ORIGINAL: The Samsung TV remote is absolutely terrible. For one, it takes way too many clicks to get to it. Just give me a remote widget or a one click option. Also, once the remote opens, it constantly just takes me to some permissions like webpage asking ""Applicable service: SmartThings TV Plugin"". All, I want to do is fast forward on my tv.","Remote Control, User Interface, Permission Management, Customer Support",Positive
latest update prevents me from uploading photos to my Frame TV. If someone could give me instructions on how to make it work that would be great. I keep getting the same error message that there is a network connectivity error and to refresh but every workaround and hack I've tried to date fails. maybe don't update your app before testing all the features to ensure they actually work. I did what you said and now I can't even log into my account now. The button doesn't work.,"Network Connectivity, Login Functionality, Photo Upload, App Update Testing",Negative
"I used to rate this a 5 star app, but since the update the remote add-on for my Samsung TV & ever since then, it looks great but the functionality is terrible. I can barely use it & since I lost my remote, I basically can't use my TV now. Moving the cursor now when trying to navigate a webpage is virtually impossible. Before I could use the phone screen like a laptop touch pad, but now trying to use that feature creates all sorts of directional errors. up down left right doesn't work righteither","Remote Control Functionality, Cursor Movement, Touchpad Feature, Directional Navigation",Positive
"Absolute garbage. I installed it on my Google Pixel phone to set up my Samsung TV. First, I had issues creating a sign in with my Google account. Then after finding many other people with the same issue, found a way to resolve that. Now I use a password to sign in...but the app will not let me sign in at all still! I've tried everything you can think of, and have now given up and will never buy Samsung again, especially after seeing how many other people have had the exact same issues.","Compatibility, Account Sign-in, App Reliability",Positive
"This app is functional, until my frame tv is offline (due to an issue with the tv or app , who knows). I have to confirm that I give permission for my phone to run a diagnostic to repair the issue despite having already given it permission to access my tv, and I now can't connect to select OK on the tv...hence the need for a diagnostic! This didn't happen in the previous version and I could actually get my tv back online. If my dog hadn't eaten the tv remote I wouldn't be using this app.","Device Connection, Permission Management, Diagnostic and Repair, User Interface, Device Control",Positive
"Omg i hate this app! I have a samsung TV that I bought and an LG TV that was gifted to us, and the difference is insane! My Samsung TV is SO laggy and then if I forget the TV on and want to use the smart things app to turn it off from bed, since I don't use the app often it wants me to manually set it up on the TV defeating the convenience of the app! My LG never lags, and i sign in, and it connects to my TV from my account, and the worst-case scenario is I have to log in on the app again.","Device Compatibility, Performance, Ease of Use, Connectivity",Negative
"the Samsung trying to be everything is not very handy, especially for people who don't have the most recent products. Nothing has hooked up. I have an older TV and I can't even use parts of YouTube or Hulu. I don't really like anything that Samsung has tried in place of my Google account on my phone. In fact, it interferes. even the keyboard and the talk to text, saving passwords, personal prefs I'd rather just use my Google account but you know what I'll take that over Apple ANYTHING","Compatibility, Integration with Google Account, Voice Assistant, Keyboard and Text-to-Speech, Password Saving, Personal Preferences, Device Connectivity, App Compatibility",Negative
Unless you want Samsung to know everything about you this doesn't work. Just makes you create a Samsung account you didn't want. In my case even giving them this it still doesn't work because they are trying to set up 2 factor verification with an old phone I don't have. All I want to do is cast my non Samsung phone to the expensive Samsung monitor that's supposed to do everything. I really hate Samsung limiting everything by being awkward. Thier arrogance is unreal,"Account Creation, Two-Factor Verification, Device Compatibility, Casting Capability",Negative
"As a result of the most recent update the virtual touchpad of the TV remote has become unusable because it is oversensitive. This means that I start to swipe in order to select an item on the TV and I don't even get to the icon I wanted to, because the touchpad overreacts and opens another icon that I was just moving over. The issue is really frustrating. Also a suggested reset of the TV did not solve anything...","Touchpad Sensitivity, TV Remote Control",Negative
"Update: I finally bought a Samsung TV, the app works great. A nice app, if you have other things to use it with. I do not, so it is vexing that I cannot get this eternally enabled & updating app off of my phone. In the last 2 years many of the Samsung branded apps are auto installed, and cannot be disabled regardless of the user having no need of it. Samsung has great products- you don't need to force us to like them. We will buy them when we want to. Don't be Apple, guys.","Uninstallation/Disable Feature, Compatibility, Forced Installation",Positive
"Mirror cast not an option in my standard Smart Things app. No way to cast to my Samsung TV I use a Samsung A14 phone, a Samsung A8 tablet and a 2 year old Samsung 50' TV. My tablet has Smart View installed (not Smart Things) and I can mirror to my TV. On the phone no Smart View but Smart Things. I was under the impression that it had Smart View ( it does) and I can connect my TV to the app/phone and I can bring up Smart View in the app, BUT NO MIRRORING in the drop down. Why? What's wrong?","Screen Mirroring, Smart View, Device Connectivity, App Compatibility",Positive
"Very dissatisfied with how this app works with The Frame TV. There is no way to organize the gallery of photos you upload, and it's a miracle if the app even works, as it often throws general and unsearchable error messages when trying to upload photos to Art Mode. I am ASTOUNDED that there is no gallery view setting for the frame, when there is one for my other 60in Samsung Smart TV which can auto arrange a selection of my photos. Where is this feature for my ART TV?","Gallery Organization, Error Handling, Gallery View Setting, Auto Arrange Feature, Upload Functionality",Positive
"Lost features after update! Use the app solely to add personal photos to Samsung frame TV. It used to allow you to add multiple portrait photos to a single frame, mounted on a mat (choose the style around the photos). This feature has just been silently removed so the TV is less useful than before. You also used to be able to adjust the autocrop so it didn't just crop the centre when setting an image and also favourite images. Not a fan of features just disappearing making the experience worse","Photo Editing, Autocrop, Favourite Images, Multi-Photo Frame, Mat Style Customization",Negative
"App barely ever loads. Stays on the full screen icon view. This is disgusting. Why do I need an account or even an active Internet connection to control my tv? If your net drops for any reason, you can't go watch anything while you wait, or even change input to a console. I suggest if you don't own a Samsung TV that you NEVER buy one. It won't be yours. It's gotten to the point I gotta re-login multiple times while changing the volume!","App Loading, Internet Connection Requirement, Account Requirement, Device Control, Volume Control",Negative
"The double tap return feature for TV remotes for which this app was getting 5 stars have now been removed via a software update. One by one, all good features are being removed. This is what happens when companies run out of ideas that they will take away what you have paid for and will sell the same thing again in their next years flagship, excluding it's last years customers. People should file lawsuits against these types of business practices. Dont buy products of this company and get fooled","Double Tap Return Feature, Software Update, Compatibility, Customer Support",Both Positive and Negative
Impossible to turn off haptic feedback vibration whilst controlling the TV (Q90T) or anything from the app. Totally puts me off using the app at all. Bit of a shame. No need to vibrate for putting the volume up and down or doing anything. Surely extremely easy to implement. Haven't come across the issue in any app ever before to be honest in terms of not just following your system settings of which I have off. OnePlus6t here but seems to be even be Samsung phone to.,"Haptic Feedback, System Settings Integration, Volume Control, App Usability",Positive
"I've been using the app as a TV remote controller and it worked perfectly until latest change in TV remote. Now I cannot control the volume, change the channel and navigation is poorly managed. Don't know why you changed it but it needs a do over. As a suggestion, put on the TV remote all the buttons there are on the Samsung smart TV remote: power, 123, volume, channel, mute, TV guide, arrows, OK and the apps.","TV Remote Control, Volume Control, Channel Control, Navigation, Button Layout",Positive
"Lost my tv remote, ÃÂ£60 to replace or an intermittently useless app? This'll do. If more than one person is to use the app you need to BOTH create a Samsung account to operate the app simultaneously, otherwise it doesn't work on one device. This is a faff, but fixable. Smart TV apps like amazon prime intermittently stop working also, which is irritating, but resetting the TV usually fixes the problem. It has great potential, but a few intermittent faults bring it down. Still a staple app","Multi-User Support, App Reliability, Compatibility with Smart TV Apps, Resetting/Rebooting Capability, Shared Control",Negative
"First, and the most important thing is... BRING BACK THE ""PLAY TV SOUND ON PHONE"" FEATURE. Or if it is still exist, please let us know how to use it. Second, the UI UX for ""TV Remote"" control is quite annoying. Please make all the buttons there have to be tapped until our finger releases first before the function is executed. Because often I press a button that I don't want, and my finger hasn't left the screen, but the function has been executed. That's so annoying.","TV Sound Playback, TV Remote Control, Button Activation Mechanism",Negative
"I had an old tv with a cheap wifi IR remote, and the experience was so much smoother than controlling my Samsung smart tv from my Samsung phone. Most Bixby actions don't work (turn on tv, raise volume, mute/unmute...) claiming tv is offline, or similar errors. Getting to the app remote takes several taps, with loading times in between, making it much less convenient than using the physical remote. Expectation: 1) Tap on tv icon on home screen 2) Remote is shown. Bonus: controls work reliably...","Remote Control, Ease of Use, Reliability, Device Connectivity",Positive
"Awful. Cannot connect a SAMSUNG TV to a SAMSUNG Tablet for screen sharing. (The remote control works, though). The problem was solved after I spent more than 1h with support. None of the solutions worked, until they gave me the ""nuclear option"": hard reset the tablet and lose all my apps' settings.I had to try three times to pair the TV, then, when it finally did, it started to act weird, with missing apps and stuff. Then I had to try twice to actually mirror the screen. Samsung, never again. 0*","Screen Sharing, Device Connectivity, Remote Control, App Settings Management, Device Pairing, Screen Mirroring",Negative
"Latest update broke many functions of the screen mirroring feature. Eg it crashes and loses connection to the TV, often crashing other apps with it. Watching a free and legal streaming app (Tubi) loses connection to the TV if you so much as breathe at the phone screen. Perfect Player also crashes leaving audio on without video (and without any app apparently running on the phone). Forget about streaming video using this app from now on, it's buggy and laggy (lags on TV but not on the phone) etc.","Screen Mirroring, Stability, Connectivity, Video Streaming, App Compatibility",Negative
"Overall a great app to control my Samsung TV. The app is seamlessly working as a standalone app replacing physical remote.  However following are few issues/improvement suggestion.  1. Bixby is quite primative stage, cant recognize indian accent. Always the voice is misread.  2. Voice integration to Amazon Alexa, Google assistant are sloppy. Smartthings cannot be integrated Amazon Alexa for india region. So no control possible from Amazon devices/Alexa for India region.  Google assistant commands are restricted to TV power on/off, mute/unmute and volume increase/decrease. It does not allow to change channel, open apps, not change input sources.","Voice Recognition, Integration with Amazon Alexa, Integration with Google Assistant, Channel Changing, App Opening, Input Source Changing, Regional Compatibility, Accent Recognition",Negative
"Buggy, laggy and a really poor UI (2020 q series smart tv). *Edit* Today it took 6 minutes for the app to find a tv, on the same wifi network, both already turned on. The tv was greyed out and it was way quicker to get up and find the remote. After sort of working for a few months now it's asking to download something to let me connect to the tv and the download fails every time. Absolute P.o.s.","Device Connection, User Interface, Download/Installation, App Performance",Negative
My Samsung qled tv's are now showing as offline with an icon of a cloud with a line through them. i have tried installing the app and reinstalling but the problem still exists. it was fine until the last update.  Update: This may help other people.  I got in touch with Samsung and they suggested. We request you to turn on the TV and make sure your mobile is within the range to tv and now check whether the tv showing still offline with cloud icon or as online. (This did not work.)  So... (This Worked) I reset the TV's and went through the re-register process for all of the Apps and all of their passwords!,"Device Connection, App Installation, Offline/Online Status, Registration Process, Compatibility 
Control and Monitoring, Device Status Updates, App Installation, Registration Process, Compatibility",Positive
"NÃÂ£o funciona com Alexa. Hi thanks for the support. So the problem is Samsung tv doesn't allow other assistant to control smart functions. Alexa with smart things should do it but even though, can only turn on or off the tv. Doesn't connect Bluetooth with tv. Doesn't open any app. It's SchrÃÂ¶dinger's connection. When try to use smart functions, it says must connect on tv and video in Alexa.","Device Control, Voice Assistant Integration, Bluetooth Connectivity, App Control",Positive
"I have a Samsung tablet on Android 10 & it works. However, since the latest Android 11 update on my phone. I can only see my 2 Samsung TV's. I can no longer see the other TV's in the house that use a Chromecast. I have tried deleting cache. Re-installing the app. With no luck. When I go through Google home to connect to the Chromecast. I still get the smart things ""cancel/start now"". Sent error reports. Samsung told me over the phone. They are scaling back smart things and smart view!","Device Discovery, Compatibility, App Installation, Error Reporting, Multi-Device Control",Positive
"This app is the only way I can use my TVs without using the controls on the actual TV since I have 2 Samsung televisions relatively close together. It used to work most of the time ( not reliably). At this point though I am unable to use the app at all as a message comes up when I select one of the TVs that says I need to download something to 'help my experience' but when I say okay it says that the download failed and it won't let me get to the remote. Samsung, please fix this app.","Remote Control, Download/Installation, Reliability, Compatibility",Positive
Rubbish app. Most of the time it wont connect to my Samsung tv and when it does connect clicking the tile turns the tv off. When I turn tv back on the app wont connect. Pointless waste of time Edit after samsung response: tried what you have said but this has to be done each time the app is used and doesn't solve the problem. If I do manage to connect for sound to phone or screen mirror the quality is awful. This app is fundamentally flawed. Is it really worth trying over and over again? No,"Connectivity, Device Control, Screen Mirroring, Sound Quality",Negative
"No longer useable on my TV. The app never allowed me to turn the TV on (Same with GH and Alexa), all other functions worked, strangely I've managed to download a 3rd party remote that CAN turn the TV on, mimics the full remote and works quicker and easier than this one so that's a win for a free 3rd app managing better functionality than the actual manufacturers. Crazy. I'm glad I haven't invested in the ST ecosystem yet that's for sure.","Device Control, Voice Assistant Integration, Remote Control Capability, Compatibility",Positive
"L.e. it seems whenever I open the app, the Art mode settings are not available. The remote works well so I don't understand why the settings aren't working. 90% of the times I open the app my Samsung The Frame appears offline. It's exasperating. L.e. (+1 star for the good answer) removing and adding the TV back helped. But I still don't like apps where I need to re-login or re-add items. I mean, I have 50+ IoT devices in my apartment, I shouldn't add all of them from time to time.","Device Connection, Device Control, App Login, Offline/Online Status, IoT Device Management",Negative
"After apps updates, the option 'Play TV Sound on phone' is no longer available. I've bought a Samsung Smart TV primarily because of this function, to play TV sound on my Samsung phone so that the TV sound doesn't affect my family members when the TV is on. It is very disappointing that the basic function was removed after the app updates. Updates are supposed to improve users' experience and not to frustrated users by removing useful functions. Please do consider having the option again.",TV Sound Playback on Phone,Positive
"My new TV recommended that I install this, only for the app to require a Samsung account. It's onerous to have to give away permissions, and your personal data privacy, to use features that could be made available to local network users. I can't endorse this. I like Samsung generally, but it's disappointing that they don't offer a way to use smart features on devices that are connected to the same router without having to send (potentially private) data through their data centres.","Local Network Connectivity, Data Privacy, Account Requirements",Both Positive and Negative
"What if you can't be bothered to find the TV remote and resorted to use this app instead to escape cringe show, but SmartThings app said ""you need to download an update to use your phone as a remote"". In the meantime, got bothered to seek remote. Found remote. Used remote instead. Also still baffled why scheduled shutdown, a feature seen on CRT tellies, is only available in app instead of the $700 smart TV","Remote Control Capability, Update Management, Scheduled Shutdown Feature, User Experience",Positive
"Very poor working with older model tv even though it is a 4k tv, but maybe they want me to buy a TV like a mobile phone every two years a new one.. Older app was much better with a lot more functionality even with older models, this one keeps telling my tv is off even when it is on and sometimes it works just fine. All in all it has a lot of bugs, and I wouldn't recommend it. I would give zero stars if I could, it is a disgrace that company like Samsung created this shame of an app.","Compatibility, Device Control, User Interface, Bug Handling, App Performance, Device Detection",Positive
"I have a Samsung Q7FN TV and this app is required to utilise the full features of Ambient mode, trouble is it doesn't work - try to upload your own photos and it almost always says can't connect to server, try again later. Also when I attempt to replicate my wallpaper on the TV (one of the main reasons I bought this TV) this also fails and automatically turns off the camera before I can frame the picture, very frustrating! Ambient mode is boasted as a stand-out feature, shame it's broke....","Ambient Mode, Connectivity, Camera Functionality, Server Connection, Wallpaper Replication",Negative
"Cannot upload photos from phone to frame tv. App tells me to make sure the phone and tv are on the same network (they are). Rebooted, uninstalled/reinstalled, and still nothing. The whole point of the frame tv is to be able to display photos of art when tv not in use. Had done this previously, but was able to resolve. Now doing it again. Clearly a bug needs fixing. Update: 2 months, no resolution. The app needs to be reverted back to a previously functional version.","Photo and Video Upload, Network Connectivity, App Stability, User Interface",Positive
"NOT a solution for smart phone casting / screen share issues. The ""Smart TV"" suggested this app as a way to solve problems with native casting / screen sharing. But, this app is a waste of time and designed by Samsung to collect personal information, requiring the user to create an account before the app connects. After an astonishing effort, you get connected to find it is just a remote control for the television. It does not solve any of your streaming issues. I feel violated, frankly.","Account Creation, Native Casting, Screen Sharing, Remote Control, Data Collection",Negative
"Just got my first Frame TV and excited to try putting my own photos on it. But when I try to browse Art Collection, or Add my own Photos, the app crashes. Have checked permissions, tried clearing cache and app data. I tried sharing a downloaded photo to Smartthings, which offered to upload to my TV. But the progress notification goes to 24% and gets stuck there. Terrible first time UX!","App Stability, Photo Upload, User Experience, Device Connectivity, Permission Management",Positive
"After last update did it again grr can't watch tv on my tablet, this app is getting worse, if it continues to stop certain actions, what's the point of the app, it does less now than when I first installed it . It is now going in my folder marked CrapApp. Since update today, connection to my tv has disappeared from home screen pull down and now it takes ages and several clicks from the app to get to the same point. Uninstalled and re installed, still the same, now going in my CrapApp folder.","Connection to TV, Home Screen Pull Down, Uninstallation and Reinstallation, App Performance",Negative
"Samsung definitely needs to work really hard to make the seamless experience across all platforms. In the current state this application is of no use, as it is not able to detect devices which are connected on the same highspeed wifi network. Even though my tv and smart refrigerator are connected with same wifi network with same samsung login, it keeps on showing that the Tv is offline and not connected!! It is really really annoying as it spoils the experience!! Really really worse experience!","Device Detection, Connectivity, Seamless Experience Across Platforms",Negative
"Great! Works with my TV, again !!! :-) Just some things that are not so good... - If I start the TV with ""Mirror screen"" and disconnect again, the TV switch always to the TV Program and I need to use the remote control to turn it off again; - If I use ""Mirror screen"", sound is always played on the TV first, no matter what setting I used last and if I have connected a headset to the phone and there is also no setting to change that.","Screen Mirroring, Default TV Program Setting, Audio Output Setting, Remote Control Functionality",Positive
"This is the most unpredictable app I have ever used.. I'd say it works only 30% of the time. I love the Play TV sound on Phone feature, IF it ever works. On my previous phone (Note 8) it worked fine initially, that was over a year ago (with my 2018 Samsung Q8FN TV)..but then a few months in, it started to act up. Most of the time that option wouldn't even show. I now have the Note 20 ultra and it says 'couldn't register my TV' when I try to connect it to play TV sound through my phone. Pathetic","Device Connectivity, TV Sound Playback, Registration Process",Positive
"Mirroring to the TV never connects, although the TV mirrors to my phone. I was able to solve the issue allowing permissions in the ""Media and Devices"" app. I had no help finding the solution. The mirroring is very decent. I give 3 stars for now. The remote control is supposed to have a black theme since most Samsung phones have AMOLED screens. I am still not able to turn on the TV using Smart Things from Alexa's, although ST is able to turn it on. [Update] Mirroring stopped working after a few uses. I'm back to square one.","Mirroring, Remote Control, Voice Assistant Integration, Device Control, Permissions Management",Positive
"Horrible. I have spent hours over the course of many days trying to sync my phone to my TV so I can cast pictures and videos. I have done several troubleshooting suggestions including: turning devices on and off, resetting the internet, and calling my internet provider, and the app has never been able to find my TV. Bought a Chromecast and had casting up and running in a couple of minutes. Extremely frustrating experience trying to use Samsung's system.","Device Discovery, Casting Capability, Ease of Use, Compatibility",Negative
"I only use to operate my Samsung TV. It's fine some of the time, when I can't be bothered to look for my remote, but it is no more convenient (in fact, a bit less so). 1. Occasionally disconnects for no reason... It doesn't tell you it's disconnected, but your commands just stop working. 2. You have to push ""show more"" and then a slide toggle to access the play/pause button. Too many pushes 3. Can't input text with a phone keyboard. Still have to use arrows to navigate the on-screen keyboard.","Connectivity, User Interface, Text Input",Negative
"This is really the worst user experience imaginable. I fire up the app simply to change the volume of the TV as one would do with a remote, but the loading time is annoyingly slow. That's the best case scenario. The worst case scenario is that I must first download some update or add on or whatever nonsense. Invariably it's just easier to find the TV remote.","Loading Time, Update Process, Remote Control Functionality",Negative
Disappointing. I just wanted to use it as a tv controller which it dose do it to a certain extent but only if the tv is already on. My device is supported and on should have this function. Really disappointed since i paid over 2000 on the tv and phone. When my tv is turned on the app actually works really good i can control all functions but when it's not i can't do a thing. I will just have to go back using the peel app (And look into getting a Sony tv) which is a shame since if the bugs could be worked out here the app has great potential. Please update the app so people can also turn on a device.,"Device Control, Remote Turn-On Capability",Positive
"I think the app is good. I'm gonna write my feedback for you to have 5 stars: 1. Is really annoying when you're connected to wifi and open the app and then start an update for a device (i.e. TV) automatically and you can't just use the current version in parallel instead. You're stuck there til its over and generally there is no update, so it's a waste of time. (I disable it anyway) 2. (Optional) I'd woukd be very good if you can bring a volume feedback. Thanks.","Automatic Update, Parallel Usage, Volume Feedback",Negative
"The app works but some things are so badly designed that it's hilarious. EVERY time you open the app to control the TV, a pop-up on the Tv ask to confirm with the remote to allow the phone . You can click OK with the phone too, so where is the added security? The 2nd one is even worse. You control the phone with an app, great! So finally you can enter email, password for every service using the Android keyboard. Right? Nope! You have a blank touchpad to swipe the onscreen keyboard you so love.","Security Features, User Interface, Keyboard Input Method, Device Control, Authentication Process",Positive
"Not sure if I get the purpose of this app. I don't know how having all the space and liberty a mobile app provides I still have the same options as i have in the physical remote control for the tv, i would like to have more accesible options like: Image mode, sound mode, sound source, timer, image off, touchpad, apps access, and also get a customizable layout of the controls. Using the phone's keyboard for numeric and text input would be better instead of using the app's one.","Customizable Layout, Image Mode, Sound Mode, Sound Source, Timer, Image Off, Touchpad, Apps Access, Keyboard Input",Positive
"Very laggy, not responsive at all, and glitchy. Today, my Xbox One turned on the TV but I had the source on PC. So I tried the app since the controller was unavailable at the moment. First it took like 5 minutes, no kidding, to ""download"" the TV settings, maybe an update. After that it finally worked and suddenly all the buttons except for the ""power"" one; got unavailable. Turned off the TV to see if it'd pick it up then, and no, I had wake up my wife to grab the controller from below the pillow","Responsiveness, Connectivity, Device Control, User Interface, Update Process, Compatibility",Positive
"The whole point of having a tv remote app, is to not know where the phisycal remote is. And this app asks for confirmation on tv (which need to be done with the real remote, on every freaking time). So that makes that app simply unusable. And the whole idea of such modern tv goes near to 0 sense. I would avoid Samsung brand for these small things in the future as much as possible. Never been able to have a normal user experience with their TV's.","Remote Control Capability, User Authentication, Device Control",Negative
"(1) I Can't able to screen mirror my mobile using this app. There is no options of screen mirroring. Play sound on mobile or tv option is availableÃ°ÂÂÂ. (2) i am thinking that ,due to the unavailability of software update for past 8 months is the only reason thus the smart things app can't able to give the option of screen mirroring ,due to android 8 .Ã°ÂÂÂ","Screen Mirroring, Software Update",Positive
"After installing it said it was dloading an update, but where is it dloading it? Phone? TV? There's no download status or anything in the menu telling you what it's doing. Hung for ages. It then disconnected from TV and refused to reconnect. Said 'checking status', claiming it can't connect to network. Turned everything off and on again, reconnected, but an hour later it STILL says it needs to dload an add-on. Unusable.","Update Installation, Connectivity, Network Connection, Download Status, Reconnection, Add-on Download, User Interface, Status Updates, Device Control",Negative
"Useless on the Samsung Frame and Q6 TVs. Virtual switches do not work, support suggest I use ""scenes"". However, I just want the application to work the same across all my devices which happen to be Samsung devices..... virtual switches work fine on my mobile/tablet devices. Please resolve this.... Update ** Spoken to Samsung as suggested, still no resolve. Virtual switches don't work on my brand new Samsung Q6 or Frame TVs. Samsung are aware and can replicate the issue, still an issue.","Virtual Switches, Cross-Device Compatibility, Scene Feature",Negative
"Ever since i bought a new Frame Tv and connected to my IOT configuration, the application started to work very slow. If this wasn't enough, when i started to upload around 20 pics to my TV, the app drained my battery with around 10%, moreover, the entire phone gone wild. One other issue is when i link the samsung and google accounts, i cant choose anymore, which devices should be added to google gome. Update: the app is draining the battery without special work. This is ridiculous.","Performance, Battery Life, Device Control, Account Linking, Upload/Transfer Functionality",Negative
"Installed this app primarily to be able to manage the art collection on my 55"" Frame TV via my phone. However, both Browse and ""Add Photos"" functions in Art mode of the app don't work and lead to the app constantly crashing and rebooting. Rating this 1 star till this fundamental issue is fixed. P.S. Before you tell me, I've tried clearing data and cache, have tried reinstalling the app, and no, since its a crash/reboot cycle, I dont have any relevant screenshots to share! Please just fix this!","Art Mode, Browse Function, Add Photos Function, App Stability, Crash Recovery",Positive
