Reviews,cleaned_review,cluster
"This app is incredibly convoluted and unintuitive. You have to create an account, register the TV to your account, navigate a bunch of menus that are slow to load, and still have a hard time finding what you want on it. A horrible experience if you just want to cast some photos to a friends TV. I was trying to cast/mirror my cellphone to the TV and couldn't after almost 30 mins. What a waste to have a ""smart TV"" that can't do simple stuff that used to work flawlessly with android cast.",app incredibly convoluted unintuitive create account register tv account navigate bunch menu slow load still hard time finding want horrible experience want cast photo friend tv trying castmirror cellphone tv couldnt almost 30 min waste smart tv cant simple stuff used work flawlessly android cast,3
"The most recent update made the TV remote layout clunky & weird. I like the prior layout MUCH better. Why change it to this? UPDATE: Dropped rating even further. I just realized they also removed the function ""Play TV Sound on Phone"". It seems it's because it wasn't being used enough. However I've read a lot of frustrated complaints about this on message boards. You guys need to bring that back.",recent update made tv remote layout clunky weird like prior layout much better change update dropped rating even realized also removed function play tv sound phone seems wasnt used enough however ive read lot frustrated complaint message board guy need bring back,3
"Samsung keeps updating things in such a way that pushes people towards using this app, but it's AWFUL. Too much going on, yet none of the feature people actually want and is a pain to use. Returning a samsung tv and thinking about switching to another provider. Got the tv and you literally can't even cast. They say you can cast to the tv using the app, but you can't! It only MIRRORS your phone, which is not actually casting. This also makes it so that you can't cast other items, like an occlus.",samsung keep updating thing way push people towards using app awful much going yet none feature people actually want pain use returning samsung tv thinking switching another provider got tv literally cant even cast say cast tv using app cant mirror phone actually casting also make cant cast item like occlus,3
"This app only works with my Samsung Q900TS about 30% of the time. Work around is connecting it directly to TV with 4k cable or restarting my router. For whatever reason, this model TV pulls 2 IP addresses (wifi 5 and wifi 6) and it will not let me disable one on the TV. Tried all sorts of settings in the router, but nothing works. Static IP, MAC stuff. I finally gave up and just bought a cable to hardwire it. If I reboot the router and toggle wifi on/off on the tablet, then it all syncs up.",app work samsung q900ts 30 time work around connecting directly tv 4k cable restarting router whatever reason model tv pull 2 ip address wifi 5 wifi 6 let disable one tv tried sort setting router nothing work static ip mac stuff finally gave bought cable hardwire reboot router toggle wifi onoff tablet syncs,3
"UPDATE: Reached out to service and they were no help. Sent screenshots, logs, and all requested details and nothing back from them twice. ORIGINAL: The Samsung TV remote is absolutely terrible. For one, it takes way too many clicks to get to it. Just give me a remote widget or a one click option. Also, once the remote opens, it constantly just takes me to some permissions like webpage asking ""Applicable service: SmartThings TV Plugin"". All, I want to do is fast forward on my tv.",update reached service help sent screenshots log requested detail nothing back twice original samsung tv remote absolutely terrible one take way many click get give remote widget one click option also remote open constantly take permission like webpage asking applicable service smartthings tv plugin want fast forward tv,3
latest update prevents me from uploading photos to my Frame TV. If someone could give me instructions on how to make it work that would be great. I keep getting the same error message that there is a network connectivity error and to refresh but every workaround and hack I've tried to date fails. maybe don't update your app before testing all the features to ensure they actually work. I did what you said and now I can't even log into my account now. The button doesn't work.,latest update prevents uploading photo frame tv someone could give instruction make work would great keep getting error message network connectivity error refresh every workaround hack ive tried date fails maybe dont update app testing feature ensure actually work said cant even log account button doesnt work,3
"I used to rate this a 5 star app, but since the update the remote add-on for my Samsung TV & ever since then, it looks great but the functionality is terrible. I can barely use it & since I lost my remote, I basically can't use my TV now. Moving the cursor now when trying to navigate a webpage is virtually impossible. Before I could use the phone screen like a laptop touch pad, but now trying to use that feature creates all sorts of directional errors. up down left right doesn't work righteither",used rate 5 star app since update remote addon samsung tv ever since look great functionality terrible barely use since lost remote basically cant use tv moving cursor trying navigate webpage virtually impossible could use phone screen like laptop touch pad trying use feature creates sort directional error left right doesnt work righteither,3
"Absolute garbage. I installed it on my Google Pixel phone to set up my Samsung TV. First, I had issues creating a sign in with my Google account. Then after finding many other people with the same issue, found a way to resolve that. Now I use a password to sign in...but the app will not let me sign in at all still! I've tried everything you can think of, and have now given up and will never buy Samsung again, especially after seeing how many other people have had the exact same issues.",absolute garbage installed google pixel phone set samsung tv first issue creating sign google account finding many people issue found way resolve use password sign inbut app let sign still ive tried everything think given never buy samsung especially seeing many people exact issue,3
"This app is functional, until my frame tv is offline (due to an issue with the tv or app , who knows). I have to confirm that I give permission for my phone to run a diagnostic to repair the issue despite having already given it permission to access my tv, and I now can't connect to select OK on the tv...hence the need for a diagnostic! This didn't happen in the previous version and I could actually get my tv back online. If my dog hadn't eaten the tv remote I wouldn't be using this app.",app functional frame tv offline due issue tv app know confirm give permission phone run diagnostic repair issue despite already given permission access tv cant connect select ok tvhence need diagnostic didnt happen previous version could actually get tv back online dog hadnt eaten tv remote wouldnt using app,3
"Omg i hate this app! I have a samsung TV that I bought and an LG TV that was gifted to us, and the difference is insane! My Samsung TV is SO laggy and then if I forget the TV on and want to use the smart things app to turn it off from bed, since I don't use the app often it wants me to manually set it up on the TV defeating the convenience of the app! My LG never lags, and i sign in, and it connects to my TV from my account, and the worst-case scenario is I have to log in on the app again.",omg hate app samsung tv bought lg tv gifted u difference insane samsung tv laggy forget tv want use smart thing app turn bed since dont use app often want manually set tv defeating convenience app lg never lag sign connects tv account worstcase scenario log app,3
"the Samsung trying to be everything is not very handy, especially for people who don't have the most recent products. Nothing has hooked up. I have an older TV and I can't even use parts of YouTube or Hulu. I don't really like anything that Samsung has tried in place of my Google account on my phone. In fact, it interferes. even the keyboard and the talk to text, saving passwords, personal prefs I'd rather just use my Google account but you know what I'll take that over Apple ANYTHING",samsung trying everything handy especially people dont recent product nothing hooked older tv cant even use part youtube hulu dont really like anything samsung tried place google account phone fact interferes even keyboard talk text saving password personal prefs id rather use google account know ill take apple anything,3
Unless you want Samsung to know everything about you this doesn't work. Just makes you create a Samsung account you didn't want. In my case even giving them this it still doesn't work because they are trying to set up 2 factor verification with an old phone I don't have. All I want to do is cast my non Samsung phone to the expensive Samsung monitor that's supposed to do everything. I really hate Samsung limiting everything by being awkward. Thier arrogance is unreal,unless want samsung know everything doesnt work make create samsung account didnt want case even giving still doesnt work trying set 2 factor verification old phone dont want cast non samsung phone expensive samsung monitor thats supposed everything really hate samsung limiting everything awkward thier arrogance unreal,3
"As a result of the most recent update the virtual touchpad of the TV remote has become unusable because it is oversensitive. This means that I start to swipe in order to select an item on the TV and I don't even get to the icon I wanted to, because the touchpad overreacts and opens another icon that I was just moving over. The issue is really frustrating. Also a suggested reset of the TV did not solve anything...",result recent update virtual touchpad tv remote become unusable oversensitive mean start swipe order select item tv dont even get icon wanted touchpad overreacts open another icon moving issue really frustrating also suggested reset tv solve anything,3
"Update: I finally bought a Samsung TV, the app works great. A nice app, if you have other things to use it with. I do not, so it is vexing that I cannot get this eternally enabled & updating app off of my phone. In the last 2 years many of the Samsung branded apps are auto installed, and cannot be disabled regardless of the user having no need of it. Samsung has great products- you don't need to force us to like them. We will buy them when we want to. Don't be Apple, guys.",update finally bought samsung tv app work great nice app thing use vexing cannot get eternally enabled updating app phone last 2 year many samsung branded apps auto installed cannot disabled regardless user need samsung great product dont need force u like buy want dont apple guy,3
"Mirror cast not an option in my standard Smart Things app. No way to cast to my Samsung TV I use a Samsung A14 phone, a Samsung A8 tablet and a 2 year old Samsung 50' TV. My tablet has Smart View installed (not Smart Things) and I can mirror to my TV. On the phone no Smart View but Smart Things. I was under the impression that it had Smart View ( it does) and I can connect my TV to the app/phone and I can bring up Smart View in the app, BUT NO MIRRORING in the drop down. Why? What's wrong?",mirror cast option standard smart thing app way cast samsung tv use samsung a14 phone samsung a8 tablet 2 year old samsung 50 tv tablet smart view installed smart thing mirror tv phone smart view smart thing impression smart view connect tv appphone bring smart view app mirroring drop whats wrong,3
"Very dissatisfied with how this app works with The Frame TV. There is no way to organize the gallery of photos you upload, and it's a miracle if the app even works, as it often throws general and unsearchable error messages when trying to upload photos to Art Mode. I am ASTOUNDED that there is no gallery view setting for the frame, when there is one for my other 60in Samsung Smart TV which can auto arrange a selection of my photos. Where is this feature for my ART TV?",dissatisfied app work frame tv way organize gallery photo upload miracle app even work often throw general unsearchable error message trying upload photo art mode astounded gallery view setting frame one 60in samsung smart tv auto arrange selection photo feature art tv,3
"Lost features after update! Use the app solely to add personal photos to Samsung frame TV. It used to allow you to add multiple portrait photos to a single frame, mounted on a mat (choose the style around the photos). This feature has just been silently removed so the TV is less useful than before. You also used to be able to adjust the autocrop so it didn't just crop the centre when setting an image and also favourite images. Not a fan of features just disappearing making the experience worse",lost feature update use app solely add personal photo samsung frame tv used allow add multiple portrait photo single frame mounted mat choose style around photo feature silently removed tv less useful also used able adjust autocrop didnt crop centre setting image also favourite image fan feature disappearing making experience worse,3
"App barely ever loads. Stays on the full screen icon view. This is disgusting. Why do I need an account or even an active Internet connection to control my tv? If your net drops for any reason, you can't go watch anything while you wait, or even change input to a console. I suggest if you don't own a Samsung TV that you NEVER buy one. It won't be yours. It's gotten to the point I gotta re-login multiple times while changing the volume!",app barely ever load stay full screen icon view disgusting need account even active internet connection control tv net drop reason cant go watch anything wait even change input console suggest dont samsung tv never buy one wont gotten point gotta relogin multiple time changing volume,3
"The double tap return feature for TV remotes for which this app was getting 5 stars have now been removed via a software update. One by one, all good features are being removed. This is what happens when companies run out of ideas that they will take away what you have paid for and will sell the same thing again in their next years flagship, excluding it's last years customers. People should file lawsuits against these types of business practices. Dont buy products of this company and get fooled",double tap return feature tv remote app getting 5 star removed via software update one one good feature removed happens company run idea take away paid sell thing next year flagship excluding last year customer people file lawsuit type business practice dont buy product company get fooled,3
Impossible to turn off haptic feedback vibration whilst controlling the TV (Q90T) or anything from the app. Totally puts me off using the app at all. Bit of a shame. No need to vibrate for putting the volume up and down or doing anything. Surely extremely easy to implement. Haven't come across the issue in any app ever before to be honest in terms of not just following your system settings of which I have off. OnePlus6t here but seems to be even be Samsung phone to.,impossible turn haptic feedback vibration whilst controlling tv q90t anything app totally put using app bit shame need vibrate putting volume anything surely extremely easy implement havent come across issue app ever honest term following system setting oneplus6t seems even samsung phone,3
"I've been using the app as a TV remote controller and it worked perfectly until latest change in TV remote. Now I cannot control the volume, change the channel and navigation is poorly managed. Don't know why you changed it but it needs a do over. As a suggestion, put on the TV remote all the buttons there are on the Samsung smart TV remote: power, 123, volume, channel, mute, TV guide, arrows, OK and the apps.",ive using app tv remote controller worked perfectly latest change tv remote cannot control volume change channel navigation poorly managed dont know changed need suggestion put tv remote button samsung smart tv remote power 123 volume channel mute tv guide arrow ok apps,3
"Lost my tv remote, £60 to replace or an intermittently useless app? This'll do. If more than one person is to use the app you need to BOTH create a Samsung account to operate the app simultaneously, otherwise it doesn't work on one device. This is a faff, but fixable. Smart TV apps like amazon prime intermittently stop working also, which is irritating, but resetting the TV usually fixes the problem. It has great potential, but a few intermittent faults bring it down. Still a staple app",lost tv remote 60 replace intermittently useless app thisll one person use app need create samsung account operate app simultaneously otherwise doesnt work one device faff fixable smart tv apps like amazon prime intermittently stop working also irritating resetting tv usually fix problem great potential intermittent fault bring still staple app,3
"First, and the most important thing is... BRING BACK THE ""PLAY TV SOUND ON PHONE"" FEATURE. Or if it is still exist, please let us know how to use it. Second, the UI UX for ""TV Remote"" control is quite annoying. Please make all the buttons there have to be tapped until our finger releases first before the function is executed. Because often I press a button that I don't want, and my finger hasn't left the screen, but the function has been executed. That's so annoying.",first important thing bring back play tv sound phone feature still exist please let u know use second ui ux tv remote control quite annoying please make button tapped finger release first function executed often press button dont want finger hasnt left screen function executed thats annoying,3
"I had an old tv with a cheap wifi IR remote, and the experience was so much smoother than controlling my Samsung smart tv from my Samsung phone. Most Bixby actions don't work (turn on tv, raise volume, mute/unmute...) claiming tv is offline, or similar errors. Getting to the app remote takes several taps, with loading times in between, making it much less convenient than using the physical remote. Expectation: 1) Tap on tv icon on home screen 2) Remote is shown. Bonus: controls work reliably...",old tv cheap wifi ir remote experience much smoother controlling samsung smart tv samsung phone bixby action dont work turn tv raise volume muteunmute claiming tv offline similar error getting app remote take several tap loading time making much less convenient using physical remote expectation 1 tap tv icon home screen 2 remote shown bonus control work reliably,3
"Awful. Cannot connect a SAMSUNG TV to a SAMSUNG Tablet for screen sharing. (The remote control works, though). The problem was solved after I spent more than 1h with support. None of the solutions worked, until they gave me the ""nuclear option"": hard reset the tablet and lose all my apps' settings.I had to try three times to pair the TV, then, when it finally did, it started to act weird, with missing apps and stuff. Then I had to try twice to actually mirror the screen. Samsung, never again. 0*",awful cannot connect samsung tv samsung tablet screen sharing remote control work though problem solved spent 1h support none solution worked gave nuclear option hard reset tablet lose apps settingsi try three time pair tv finally started act weird missing apps stuff try twice actually mirror screen samsung never 0,3
"Latest update broke many functions of the screen mirroring feature. Eg it crashes and loses connection to the TV, often crashing other apps with it. Watching a free and legal streaming app (Tubi) loses connection to the TV if you so much as breathe at the phone screen. Perfect Player also crashes leaving audio on without video (and without any app apparently running on the phone). Forget about streaming video using this app from now on, it's buggy and laggy (lags on TV but not on the phone) etc.",latest update broke many function screen mirroring feature eg crash loses connection tv often crashing apps watching free legal streaming app tubi loses connection tv much breathe phone screen perfect player also crash leaving audio without video without app apparently running phone forget streaming video using app buggy laggy lag tv phone etc,3
"Overall a great app to control my Samsung TV. The app is seamlessly working as a standalone app replacing physical remote.  However following are few issues/improvement suggestion.  1. Bixby is quite primative stage, cant recognize indian accent. Always the voice is misread.  2. Voice integration to Amazon Alexa, Google assistant are sloppy. Smartthings cannot be integrated Amazon Alexa for india region. So no control possible from Amazon devices/Alexa for India region.  Google assistant commands are restricted to TV power on/off, mute/unmute and volume increase/decrease. It does not allow to change channel, open apps, not change input sources.",overall great app control samsung tv app seamlessly working standalone app replacing physical remote however following issuesimprovement suggestion 1 bixby quite primative stage cant recognize indian accent always voice misread 2 voice integration amazon alexa google assistant sloppy smartthings cannot integrated amazon alexa india region control possible amazon devicesalexa india region google assistant command restricted tv power onoff muteunmute volume increasedecrease allow change channel open apps change input source,3
"Buggy, laggy and a really poor UI (2020 q series smart tv). *Edit* Today it took 6 minutes for the app to find a tv, on the same wifi network, both already turned on. The tv was greyed out and it was way quicker to get up and find the remote. After sort of working for a few months now it's asking to download something to let me connect to the tv and the download fails every time. Absolute P.o.s.",buggy laggy really poor ui 2020 q series smart tv edit today took 6 minute app find tv wifi network already turned tv greyed way quicker get find remote sort working month asking download something let connect tv download fails every time absolute po,3
My Samsung qled tv's are now showing as offline with an icon of a cloud with a line through them. i have tried installing the app and reinstalling but the problem still exists. it was fine until the last update.  Update: This may help other people.  I got in touch with Samsung and they suggested. We request you to turn on the TV and make sure your mobile is within the range to tv and now check whether the tv showing still offline with cloud icon or as online. (This did not work.)  So... (This Worked) I reset the TV's and went through the re-register process for all of the Apps and all of their passwords!,samsung qled tv showing offline icon cloud line tried installing app reinstalling problem still exists fine last update update may help people got touch samsung suggested request turn tv make sure mobile within range tv check whether tv showing still offline cloud icon online work worked reset tv went reregister process apps password,3
"Não funciona com Alexa. Hi thanks for the support. So the problem is Samsung tv doesn't allow other assistant to control smart functions. Alexa with smart things should do it but even though, can only turn on or off the tv. Doesn't connect Bluetooth with tv. Doesn't open any app. It's Schrödinger's connection. When try to use smart functions, it says must connect on tv and video in Alexa.",não funciona com alexa hi thanks support problem samsung tv doesnt allow assistant control smart function alexa smart thing even though turn tv doesnt connect bluetooth tv doesnt open app schrödingers connection try use smart function say must connect tv video alexa,3
"I have a Samsung tablet on Android 10 & it works. However, since the latest Android 11 update on my phone. I can only see my 2 Samsung TV's. I can no longer see the other TV's in the house that use a Chromecast. I have tried deleting cache. Re-installing the app. With no luck. When I go through Google home to connect to the Chromecast. I still get the smart things ""cancel/start now"". Sent error reports. Samsung told me over the phone. They are scaling back smart things and smart view!",samsung tablet android 10 work however since latest android 11 update phone see 2 samsung tv longer see tv house use chromecast tried deleting cache reinstalling app luck go google home connect chromecast still get smart thing cancelstart sent error report samsung told phone scaling back smart thing smart view,3
"This app is the only way I can use my TVs without using the controls on the actual TV since I have 2 Samsung televisions relatively close together. It used to work most of the time ( not reliably). At this point though I am unable to use the app at all as a message comes up when I select one of the TVs that says I need to download something to 'help my experience' but when I say okay it says that the download failed and it won't let me get to the remote. Samsung, please fix this app.",app way use tv without using control actual tv since 2 samsung television relatively close together used work time reliably point though unable use app message come select one tv say need download something help experience say okay say download failed wont let get remote samsung please fix app,3
Rubbish app. Most of the time it wont connect to my Samsung tv and when it does connect clicking the tile turns the tv off. When I turn tv back on the app wont connect. Pointless waste of time Edit after samsung response: tried what you have said but this has to be done each time the app is used and doesn't solve the problem. If I do manage to connect for sound to phone or screen mirror the quality is awful. This app is fundamentally flawed. Is it really worth trying over and over again? No,rubbish app time wont connect samsung tv connect clicking tile turn tv turn tv back app wont connect pointless waste time edit samsung response tried said done time app used doesnt solve problem manage connect sound phone screen mirror quality awful app fundamentally flawed really worth trying,3
"No longer useable on my TV. The app never allowed me to turn the TV on (Same with GH and Alexa), all other functions worked, strangely I've managed to download a 3rd party remote that CAN turn the TV on, mimics the full remote and works quicker and easier than this one so that's a win for a free 3rd app managing better functionality than the actual manufacturers. Crazy. I'm glad I haven't invested in the ST ecosystem yet that's for sure.",longer useable tv app never allowed turn tv gh alexa function worked strangely ive managed download 3rd party remote turn tv mimic full remote work quicker easier one thats win free 3rd app managing better functionality actual manufacturer crazy im glad havent invested st ecosystem yet thats sure,3
"L.e. it seems whenever I open the app, the Art mode settings are not available. The remote works well so I don't understand why the settings aren't working. 90% of the times I open the app my Samsung The Frame appears offline. It's exasperating. L.e. (+1 star for the good answer) removing and adding the TV back helped. But I still don't like apps where I need to re-login or re-add items. I mean, I have 50+ IoT devices in my apartment, I shouldn't add all of them from time to time.",le seems whenever open app art mode setting available remote work well dont understand setting arent working 90 time open app samsung frame appears offline exasperating le 1 star good answer removing adding tv back helped still dont like apps need relogin readd item mean 50 iot device apartment shouldnt add time time,3
"After apps updates, the option 'Play TV Sound on phone' is no longer available. I've bought a Samsung Smart TV primarily because of this function, to play TV sound on my Samsung phone so that the TV sound doesn't affect my family members when the TV is on. It is very disappointing that the basic function was removed after the app updates. Updates are supposed to improve users' experience and not to frustrated users by removing useful functions. Please do consider having the option again.",apps update option play tv sound phone longer available ive bought samsung smart tv primarily function play tv sound samsung phone tv sound doesnt affect family member tv disappointing basic function removed app update update supposed improve user experience frustrated user removing useful function please consider option,3
"My new TV recommended that I install this, only for the app to require a Samsung account. It's onerous to have to give away permissions, and your personal data privacy, to use features that could be made available to local network users. I can't endorse this. I like Samsung generally, but it's disappointing that they don't offer a way to use smart features on devices that are connected to the same router without having to send (potentially private) data through their data centres.",new tv recommended install app require samsung account onerous give away permission personal data privacy use feature could made available local network user cant endorse like samsung generally disappointing dont offer way use smart feature device connected router without send potentially private data data centre,3
"What if you can't be bothered to find the TV remote and resorted to use this app instead to escape cringe show, but SmartThings app said ""you need to download an update to use your phone as a remote"". In the meantime, got bothered to seek remote. Found remote. Used remote instead. Also still baffled why scheduled shutdown, a feature seen on CRT tellies, is only available in app instead of the $700 smart TV",cant bothered find tv remote resorted use app instead escape cringe show smartthings app said need download update use phone remote meantime got bothered seek remote found remote used remote instead also still baffled scheduled shutdown feature seen crt telly available app instead 700 smart tv,3
"Very poor working with older model tv even though it is a 4k tv, but maybe they want me to buy a TV like a mobile phone every two years a new one.. Older app was much better with a lot more functionality even with older models, this one keeps telling my tv is off even when it is on and sometimes it works just fine. All in all it has a lot of bugs, and I wouldn't recommend it. I would give zero stars if I could, it is a disgrace that company like Samsung created this shame of an app.",poor working older model tv even though 4k tv maybe want buy tv like mobile phone every two year new one older app much better lot functionality even older model one keep telling tv even sometimes work fine lot bug wouldnt recommend would give zero star could disgrace company like samsung created shame app,3
"I have a Samsung Q7FN TV and this app is required to utilise the full features of Ambient mode, trouble is it doesn't work - try to upload your own photos and it almost always says can't connect to server, try again later. Also when I attempt to replicate my wallpaper on the TV (one of the main reasons I bought this TV) this also fails and automatically turns off the camera before I can frame the picture, very frustrating! Ambient mode is boasted as a stand-out feature, shame it's broke....",samsung q7fn tv app required utilise full feature ambient mode trouble doesnt work try upload photo almost always say cant connect server try later also attempt replicate wallpaper tv one main reason bought tv also fails automatically turn camera frame picture frustrating ambient mode boasted standout feature shame broke,3
"Cannot upload photos from phone to frame tv. App tells me to make sure the phone and tv are on the same network (they are). Rebooted, uninstalled/reinstalled, and still nothing. The whole point of the frame tv is to be able to display photos of art when tv not in use. Had done this previously, but was able to resolve. Now doing it again. Clearly a bug needs fixing. Update: 2 months, no resolution. The app needs to be reverted back to a previously functional version.",cannot upload photo phone frame tv app tell make sure phone tv network rebooted uninstalledreinstalled still nothing whole point frame tv able display photo art tv use done previously able resolve clearly bug need fixing update 2 month resolution app need reverted back previously functional version,3
"NOT a solution for smart phone casting / screen share issues. The ""Smart TV"" suggested this app as a way to solve problems with native casting / screen sharing. But, this app is a waste of time and designed by Samsung to collect personal information, requiring the user to create an account before the app connects. After an astonishing effort, you get connected to find it is just a remote control for the television. It does not solve any of your streaming issues. I feel violated, frankly.",solution smart phone casting screen share issue smart tv suggested app way solve problem native casting screen sharing app waste time designed samsung collect personal information requiring user create account app connects astonishing effort get connected find remote control television solve streaming issue feel violated frankly,3
"Just got my first Frame TV and excited to try putting my own photos on it. But when I try to browse Art Collection, or Add my own Photos, the app crashes. Have checked permissions, tried clearing cache and app data. I tried sharing a downloaded photo to Smartthings, which offered to upload to my TV. But the progress notification goes to 24% and gets stuck there. Terrible first time UX!",got first frame tv excited try putting photo try browse art collection add photo app crash checked permission tried clearing cache app data tried sharing downloaded photo smartthings offered upload tv progress notification go 24 get stuck terrible first time ux,3
"After last update did it again grr can't watch tv on my tablet, this app is getting worse, if it continues to stop certain actions, what's the point of the app, it does less now than when I first installed it . It is now going in my folder marked CrapApp. Since update today, connection to my tv has disappeared from home screen pull down and now it takes ages and several clicks from the app to get to the same point. Uninstalled and re installed, still the same, now going in my CrapApp folder.",last update grr cant watch tv tablet app getting worse continues stop certain action whats point app less first installed going folder marked crapapp since update today connection tv disappeared home screen pull take age several click app get point uninstalled installed still going crapapp folder,3
"Samsung definitely needs to work really hard to make the seamless experience across all platforms. In the current state this application is of no use, as it is not able to detect devices which are connected on the same highspeed wifi network. Even though my tv and smart refrigerator are connected with same wifi network with same samsung login, it keeps on showing that the Tv is offline and not connected!! It is really really annoying as it spoils the experience!! Really really worse experience!",samsung definitely need work really hard make seamless experience across platform current state application use able detect device connected highspeed wifi network even though tv smart refrigerator connected wifi network samsung login keep showing tv offline connected really really annoying spoil experience really really worse experience,3
"Great! Works with my TV, again !!! :-) Just some things that are not so good... - If I start the TV with ""Mirror screen"" and disconnect again, the TV switch always to the TV Program and I need to use the remote control to turn it off again; - If I use ""Mirror screen"", sound is always played on the TV first, no matter what setting I used last and if I have connected a headset to the phone and there is also no setting to change that.",great work tv thing good start tv mirror screen disconnect tv switch always tv program need use remote control turn use mirror screen sound always played tv first matter setting used last connected headset phone also setting change,3
