Review,Feature
"I love Sudoku. That said, the number of ads in this game is beyond comprehension. Ad plays after each game, and if you have to pause a game, you'll have to watch an ad to go back to it. They offer an ad-free option at $12.99 yearly or $2.99 a month with unlimited hints and second chances. Wouldn't suggest wasting your time buying it. The majority of games like this only charge a one-time fee of $4.99, with watching ads for extra hints, etc. Much better deal.","Review -> Helpful Boosters, Play Sudoku Offline or Online"
"This is by far, one of the best sudoku games I have played. Plenty of choice for level, challenges etc. to add variety. Tried the 16 x 16 but couldn't hit the intended number as the squares are too small. I do however find it irritating that the Weekly win rate, doesn't not always recognise games as completed. I always complete a game and run the ad. The daily win counts it, says well done (or whatever), the winning streak counts it , but the weekly win doesn't and put the percentage down.","Review -> Track Your Progress, Daily Challenges, Thousands of Free Puzzles, Customizable Profiles"
"I am very disappointed with your smaller board after the recent update. it looks like you try to kick out all senior users. 1) Those tiny wordings in the bottom are wasting our time & energy to go through it. The fun has been lost. 2) The ranking number had been changed to a piece of black diamond in each tournament. The changing makes the players lose their interest to join in. Besides, there's tons of advertising. The fun has been lost. Based on the said reasons, I will no longer be active.","Review -> 
1. User Interface (tiny wordings)
2. Tournament/Ranking System (ranking number changed to black diamond)
3. Advertising"
"Its okay interface wise. The adverts and constant bonbardment of sometimes 3 layers of adverts is wayyyy over the top. My biggest gripe is the ""expert"" difficulty ""puzzles""... if I am literally having to guess, it's not a puzzle anymore. Ive had several expert difficulty ones now where i am left with literally no option but to use a hint or straight up guess as every single remaining square has the potential to be any of the remaining numbers, confirmed using ""fast pencil""","Review -> Four Difficulty Levels, Helpful Boosters, Thousands of Free Puzzles"
"Simple format, but that's fine- it doesn't need all that many bells and whistles. I only have 2 complaints: 1) please stop using AI for your promotional material. It looks cheap. 2) BRING BACK THE OLD DARK MODE!! I HATE THE GREY LINES AND HIGHLIGHTS! THEY VISUALLY CLUTTER THE SPACE AND IT LOOKS BAD!!","Review -> Customizable Profiles, Highlighting"
"Okay so this game is really fun, and there are challenges where you can compete with other players by passing levels. I admit I don't understand the ranking system though. As I pass levels, my rank goes up which makes me think I'm passing all the other players who haven't quite made it to that level yet. However, whenever I reach the end of all the levels, I get rank 1. There's no way that I'm the first to reach the end every time. So how is the ranking system really determined? Fun game tho ð¤","Review -> Daily Challenges, Track Your Progress"
"I like all the regular sodoku features, its great. The 16Ã16 sodoku is also a great way to pass time, i also like that there is an option for killer sodoku however they dont have a difficulty setting for killer sodoku which im kind of upset about, i really enjoy doing killer sodoku in newspapers but the only option is an extremely simplified killer sodoku. Where you are given alot of the numbers at the start. I hope in the future for difficulties in that too since the current option is too easy","Review -> 16x16 Sudoku, Killer Sudoku, Difficulty Levels"
Love this one. suggestion to have different graphic backgrounds as a premium feature. but my real reason for contacting u is bcz I have a hard time seeing the boxes in dark mode. could u add better lines or contrast so I don't have to be in light mode to see what numbers are boxed in,"Review -> Highlighting, Customizable Profiles"
"I recently had the pleasure of solving a Sudoku puzzle that was both challenging and immensely satisfying. The puzzle was well-crafted, with a perfect balance of difficulty that kept me engaged from start to finish. The logical progression of clues required a mix of basic and advanced techniques, making the solving process both educational and enjoyable. The puzzleâs design was clean and intuitive, allowing for a smooth solving experience. Each step felt rewarding. like it,,, it boosts ones IQ","Review -> Thousands of Free Puzzles, Daily Challenges, Note Mode, Helpful Boosters, Track Your Progress, Four Difficulty Levels, Undo and Erase, Highlighting"
I love sudoku and I understand that a free app needs ads to make money but holy rhinoceros if I need to click the X which is as small as can be a minimum of 4 times and sometimes 6-7 times to get out of an add and it shows the same ad 5 times in a row before I get to play again after briefly pausing is lunacy. Greedy app essentially pissing you off and ruining your experience with a million ads until you pay a few dollars for ad free. I'm fine with a few ads but this is a game breaking amount,"Review -> Ad Management (not explicitly listed, but implied as a necessary feature)"
"best game for old people to keep your mind sharp Engaging in mentally stimulating activities can be a wonderful way to keep your mind sharp. There are many enjoyable games designed to challenge cognitive skills and promote mental agility. Word puzzles, strategy games, and logic puzzles can all provide excellent workouts for the brain. Keeping your mind active is a fantastic way to maintain cognitive health and overall well-being. Embrace the joy of learning and challenge yourself with new an","Review -> Thousands of Free Puzzles, Daily Challenges, Track Your Progress, Play Sudoku Offline or Online"
"Upcoming event is ai???? This is so disrespectful to both players and artist, absolutely disgusting. STOP using AI art and pay artist. Literally why would I want an ugly AI image when I can do that online in a few clicks, who are y'all kidding. Lost all respect.",Review -> 🎨 Customizable Profiles
"I've been playing this for like 2 or 3 years now, and I must say that not once have I ever felt bored playing it. Every week there are alot of events and I totally enjoy it, not to mention the brain thingy adding up to the competitiveness of the game and the battle feature, although, I might want to add a suggestion, maybe add a feature where you can add up friends and play with them, other than that, It's a 5!! (Wish I could give â stars though)","Review -> Daily Challenges, Brain Game/Brain Activity, Battle Feature, Social Feature (Add Friends)"
"i love this gameSudoku is an amazing puzzle game that offers a perfect blend of challenge and relaxation. At first glance, it seems simpleâa grid of 9x9 squares with a few numbers filled in, where the goal is to ensure every row, column, and 3x3 section contains the numbers 1 through 9 without repetition. However, once you start playing, you realize just how engaging and stimulating it can be. One of the most remarkable aspects of Sudoku is its ability to improve mental agility.","Review -> Thousands of Free Puzzles, Daily Challenges, Track Your Progress, Play Sudoku Offline or Online"
"I often play sudoku, i played the hardest level possible on the other sudoku app without any mistake and pencil support. Yes it was hard, but it was still possibly done without hint support. Considering that I'm used to solving the hardest level sudoku, it's kinda weird for me that i can't do this app's extreme level without hint support (it always takes me 1 hint to solve extreme level).","Review -> Helpful Boosters, Four Difficulty Levels"
There's a bug when you finish a daily puzzle or event and click a little bit too fast then the daily rewards just vanish pls fix it. Also pls add feature where you can reset the best time record cause my expert difficulty is bugged. It says I finished a puzzle 6 seconds and it's been since forever. I didn't do that and I can't beat that record that's why it's problematic. Overall the game is good. Also add more events cause I feel like I'm gonna finish the daily puzzle even the ones year before,"Review -> Daily Challenges, Track Your Progress, Additional Features (Four Difficulty Levels)"
"Download any Sudoku app other than this one. The ads are terrible. Other apps offer the ""fast pencil"" option (when you want to ""pencil"" the possible numbers at the top of each square) for free - this one makes you view a 30-second ad, and THEN a 5-second interactive ad, and THEN a 2-second static ad. The X to close the window each time (3x) is tiny and if you hit a hair on either side of it, it opens a browser window. Same thing each time you finish a game - 3 ads. Ruins the enjoyment.",Review -> Note Mode
"Update really sucked, completely unoptimized. For an weaker device like mine it crashed multiple times. I'd also like to see an option to toggle if the ""stretch"" numbers are highlighted or not, to give a feeling similar to using paper. The feature is definetely an advantage, and not all players want that. The option to toggle the notification the player if they made a mistake is also an request of mine, an great deal of the fun is figuring out WHERE you screwed up!","Review -> Note Mode, Highlighting, Undo and Erase"
"Nice app, not too expensive to remove ads. I like the difficulty levels. It would be nice, if in event challenges it was also possible to change difficulty level. I would like to participate in events, but solving dozens of easy puzzles just kills me. Also in daily challenge if i solved todays puzzle, but haven't solved yesterday's one, I'd like the highlight cursor to jump to the unsolved one, not stay on the last one","Review -> Daily Challenges, Four Difficulty Levels, Highlighting"
"Excellent sudoku game! I love it! It could have two more sounds, one for when you have used a number (written 9 on the board) and another for when the auto complete appears. I hate losing one second to look down for both things xD The dark mode needs some accent and contrast. Why is everything black? Why not some gray like up to 50%? It even brighter lines. It's the problem with every color palette everywhere: no color, no more than 20% contrast overall. I couldn't play if I was 20 years older.","Review -> Sound Effects, Dark Mode/Color Palette, Auto Complete Feature"
"Pros: it is free, there are plenty of games and you can play offline, you can see some interesting stats. Cons: you can pause the game for a while but if something comes up and you need to leave your phone, it doesn't save it someplace easily accessible, so it will go down as a fail in your statistics. Not cool. A 'hint' is not a hint. It reveals a number, plain and simple. It should rather draw attention to a clue/pattern that you've missed. that's the place I have. Not bad, could be better.","Review -> Play Sudoku Offline or Online, Thousands of Free Puzzles, Track Your Progress, Helpful Boosters"
"Everyone had already mentioned ads, I'm as disappointed as many here. My point, however, is the achievement status. And being precise, the fact that they don't change. While the stats show that I have completed 120 medium difficulty games, achievement shows 32. And it seems like the brain power does not work. I tried syncing but nothing works.","Review -> Track Your Progress, Achievements"
"I've been using this app for months and am very happy with it. I hav a new suggestion for the designers reegarding the latest update. When I click on a number, the whole 3x3 cell in which it is placed lights up, along with the row and column. However, it becomes a tad difficult to have a visual separation of the four main ""lines"" that devide each cell. With the whole cell getting darker, the four block lines aren't seen as clearly. I play on dark mode. Hopefully , I managed to explain it well.",Review -> Highlighting
"I like this game, it's a solid sudoku app. Daily puzzles and timing are fun. I have some feature requests to make it even better: 1) a mistake-allowing mode. This would just not tell you if you made a mistake, continuing as if you had just penned in the wrong number (I still like the red number when it's wrong, but feel like I learned too much about the puzzle) 2) a multiple select mode for the pencil tool. This would make it easier to play, select multiple cells then the number to pencil.","Review -> Note Mode, Daily Challenges, Undo and Erase, Highlighting"
"I am complaining about the battle mode, it's so confusing and hard to tell if my opponents are bots or real player. The bars in the upper doesn't move sometimes, also it suddenly moves when i'm already in the middle of the game or close to win the puzzle. It just move rapidly without me noticing it, and it's annoying since sometimes it doesn't move yet it wins. But otherwise, i like it. But i hope you would put color themes, both night mode and light mode hurt my eyes.","Review -> Battle Mode, Color Themes (Night Mode, Light Mode)"
"The latest update massively reduced the ads, and it looks like they removed the bottom banner during game play! However, they also took away the daily tasks which is rather sad. I enjoyed the bite size challenges so I'd like to see them brought back. Good hints at the lower level, and a very nice variety of levels and puzzles per level. One last gripe is that i would like to have the penciled letters/numbers highlighted in the giant levels the same as in the classic levels. Or make it bigger.","Review -> Daily Challenges, Note Mode, Helpful Boosters, Highlighting, Ads"
"It's a good app but aside from the ads in every game in battle mode, I wanna express my hatred towards that one botton that you click and instantly solves the puzzle for you. I wanna suggest to remove it, it's not a good way for players to improve their skills, at some point it is considered cheating. Also, pleas bring back that like button after the game in battle mode. That's my concern i hope the game performance gets better. Ps. Olease try to consider my suggestion","Review -> Helpful Boosters, Daily Challenges"
"Hey gang, great Sudoku. Best I've tried. Can I make some suggestions? Number first mode should probably be default, that matches how most people solve the puzzles, the default cell first is tedious. Once a cell has the correct answer in it, the game accepts it. It's a bit silly that in number first mode you can accidentally tap the solved cell and create a mistake. Can't we just assume that if a cell has been correctly solved the player isn't going to try and change it to the wrong number? Thx","Review -> Note Mode, Undo and Erase"
"It was fine in the beginning but after some time I just got adds even if I didn't pick the options for the extra prize or chance ,soo I don't want a extra prize but i still get a add. Its really annoying especially after one loses and just wanna start over. I feel that if you're gonna give the ilusion of not getting a add by not pressing the bonus prize button it should not give u a add. Apart from that the special challenges are really enjoyable.","Review -> Daily Challenges, Helpful Boosters, Play Sudoku Offline or Online"
"The game is good, the bad thing it is, if you are connected to the internet, you have to watch enormously much ads. For example if you want to play multiplayer, you have to watch an ad before you play or after if you lose or win the match. But the multiplayer thing is a good idea. If you want to play Ice or Killer Sudoku at the Explore menu, guess what you have to do... WATCH ADS. And sometimes TWO TIMES. This game consume very well your time if you are connected to the internet.","Review -> Play Sudoku Offline or Online, Multiplayer (not explicitly listed but implied as a feature)"
"Easiest sudoku app you can find. But on top of that, it's full of ads. If you have 5 minutes to play, 1 minute will be the game, and the rest the ads(not even joking, the ads are unskipable). Can't enjoy the game at all, it's disgusting. Sadly there is no 0 star review. Dissapointed from the developers. Edit: Just copying and pasting the same answer to everyone shows how little you care about feedback. No, there isn't any option to skip the ad after 5 seconds. That's what ""unskipable"" means.","Review -> No Mapped Features ( Ads are not a functional feature of the Sudoku game, but rather a monetization aspect)"
"what a money making machine. The game itself is great but the adds are insane - and I mean the full screen with blaring audio kind! if you so much as pause for a second, there is an add before you're allowed to continue. most of which are only skippable after a 10 sec minimum. There is also an add between every round, no matter if you finished in 2 minutes or ten. the only way to get rid of them is a self-renewing subscription!? you can't opt out of auto renewal. I just want to play in peace!","Review -> No Mapped Features (The review talks about ads, subscription, and auto-renewal, which are not mentioned in the product features)"
"Not working on airplane mode and draining your battery quite heavily. I had to start while using mobile plan before switching to airplane mode (in an airplane), and after each session 2-4% of my battery at least was gone (depending on airplane mode or mobile, and my battery usually is at 55% after one day). So using it to kill time while traveling is not an option, if you need your phone for your tickets after a long work day.",Review -> 📲 Play Sudoku Offline or Online
"Been playing for a few months, and it's responsive and pleasant for the most part. Perfect positioning of all the buttons, etc etc. What really irks me is the way they're handling the updates. Every time, the look of it gets worse. This latest update, they added a sickly yellow color when you select a square. They also darkened the numbers, which hurts to look at compared to the light blue they were previously. Revert the look back to how it was around December and this app would be perfect.","Review -> Highlighting, Customizable Profiles"
"The only Sudoku app you'll ever need to download! I've been playing multiple games daily since last year & have only positive feedback for the app. Yup, there are some ads in between games & in the early stages they're more frequent due to the speed of play - However, there are no in-game ad interruptions & when you rank up, the difficulty becomes harder & games can easily last 20-30+ mins depending on the (7) difficulty modes selected. Totally recommend. You won't be disappointed.","Review -> Thousands of Free Puzzles, Daily Challenges, Four Difficulty Levels, Track Your Progress, Play Sudoku Offline or Online"
"Great game, easy to use, but very slow, laggy. I love the easy to use interface, although it's easy to type a number in a cell thinking that you are in pencil mode and lose one of your 3 penalties. Maybe 1 tap for pencil then a second tap for ink. But I am considering uninstalling this game due to the extreme lag when you press any numbers. I note if the wifi is disabled it's more responsive, but it lags even when not playing ads so I'm not even sure the paid version will help.","Review -> Note Mode, Play Sudoku Offline or Online"
"Silliest, if in pencil I wrote 2,5,9 then I finish all 9s, I cannot unpencil the 9 since it gets dimmed in the keyboard. As soon as u input a wrong number u lose a life, and it nightfall happened because the number pad is too crammed so u pressed it incorrectly. U have to keep pressing pencil to activate and deactivate it, which other apps don't need to. I felt the challenges in the app''s keyboard took my attention and fun from the sudoku challenges and ruined the fun. The autosave is great","Review -> Note Mode, Undo and Erase, Autosave"
"The app is cool, but the error counter is annoying. Misclicks shouldn't get counted, at least not within some 5 seconds. It's sudoku, not an effing minesweeper.. UPD: My issue is not with the mistake limit (already disabled), but with the fact mistakes are counted at all. Misclicks are counted as mistakes, which they are not. I consider this game being a puzzle solver, not finger accuracy trainer. Tho I probly should withdraw my review later, coz it's emotionally driven and not entirely fair.","Review -> Track Your Progress, Undo and Erase"
"Excellent in all respects - the game, that is. Unobtrusive design, handles nicely, sounds fit well, stats are nice to have. I've docked a star because the app is very heavy on battery and runs in the background constantly; even if hibernated (with Greenify), it restarts itself whenever internet connection resumes, so I was having to re-hibernate all the time. This is why I've uninstalled, though the app is good enough that I put up with this great annoyance for quite some time.","Review -> Play Sudoku Offline or Online, Track Your Progress, Customizable Profiles, Thousands of Free Puzzles, Daily Challenges, Note Mode, Helpful Boosters"
Good app to practice however the mistake function is a bit off. Some things should not be marked as mistakes if it is possible. This ruins the figuring it out part that users should be able to do later on and erase things. If both 1 and 6 could at that point in time go in a box let users figure out by trial and error rather than blatantly saying this one's the right one.,"Review -> Undo and Erase, Helpful Boosters, Note Mode"
"First of all there's way too many ads that you can't even skip after 5 seconds (the ads you didn't ask for). There's at least a 15 second ad before game, after game, when you press quit after losing. Second of all, the rules weren't explained correctly which leaves me confused with my mistakes. And third of all, the mistake limit is 3. And now, when you didn't even explain the rules of the game correctly, 3 really can't be the number. I am NOT pleased with this game and I do not recommend it.","Review -> Ad Management, Tutorial/Instructions, Mistake Limit 
Review -> Ad Management, Tutorial/Instructions, Undo and Erase"
"Easy to use. But far too many adds had to uninstal it. Open the app and want to play a game: Add number 1 Play the puzzle Complete the puzzle add number 2 Collect your stars for completing the puzzle Add number 3 Want to play another game? Add number 4 and so on. Also the adverts are so annoying, constantly flashing lights when you are trying to concentrate on your puzzle. Not worth the time.","Review -> Thousands of Free Puzzles, Daily Challenges, Track Your Progress, Play Sudoku Offline or Online, Customizable Profiles, Four Difficulty Levels, Undo and Erase, Highlighting, Secure Account 
However, the review mainly talks about the ads and the experience of the user. The features that are actually mentioned in the review are:
Review -> Thousands of Free Puzzles, Daily Challenges, Track Your Progress"
"I have a Samsung S6 and since the last round of updates my button lights come on and don't turn off until I close the app. Very annoying! Am also not sure how I feel about the introduction of finding out how my score compares to other people's (""you scored higher than 70% of people"")...nice idea but perhaps could be on a different page/tab of the game. I play to relax - not to beat times! Otherwise the app works well with very clear lettering and the ads only come on in between games.","Review -> Track Your Progress, Play Sudoku Offline or Online, Customizable Profiles"
"Pretty good. Expert level isn't really challenging though, for me it's either pretty easy (80%) or impossible to solve with my knowledge (20%). In a recent update they made the game a lot less enjoyable though. The highlighting of the pencilled numbers is made almost invisible. Developer, let me make one thing extremely clear: I play this game to solve a puzzle, NOT to search for nearly invisibly highlighted numbers. Either make highlights usable, or make the colors customizable by the player.","Review -> Highlighting, Customizable Profiles"
"I would rate 5 stars if the greedomiter was anywhere close to decency.... adds before, after and during every single game! Sometimes even twice... positive side is that the game is well made with night mode, nice ideas to give more motivation to play more ecc but the stress of adds all over is not worth. Some adds are fine bit there is a limit where the game is nit fun anymore! Edit: uninstalled","Review -> None of the mentioned features match the complaint, but a possible implicit feature could be ""Advertisements"" which is not listed in the provided product features."
"i love sudoku so much i play it while I'm on the toilet, in the bath, in bed, at school, outside, anywhere i can get ahold of my phone. thank you for making this game. I love you. I wish I was loved back by the one person I have my eye on, he's the most perfect boy ever, though he has alot of female friends he's still a nice person, reserved, i wish he didn't like the other girl.",Review -> 📲 Play Sudoku Offline or Online
"(1) cannot remove the highlight / number balance. (2) Even writing notes is considered is marked as a ""mistake"".. It makes it too easy. Might as well pop the answer on (3) I dont need a puzzle game to micromanage me. It spoils the fun & the thrill. (4) the puzzle look hard but with all the add on assist, i dont feel challange. Might as well as put the answer next to it. Learn from your competitors. Uninstall.","Review -> Mapped Features
1. Highlighting 
2. Note Mode, Helpful Boosters 
3. Helpful Boosters 
4. Helpful Boosters, Note Mode"
"The only reason I'm annoyed by this app is because it tells you an input is wrong before the game is ended, and counts those wrong inputs, so if you missclick because you didnt tap pencil then its a wrong input (in red letter this is wrong). This needs to be taken out or atleast have an option that removed it entirely. I dont want to be told an input is wrong. You cant disable it, only stop it from kicking you out a game for 3 missclicksð, give us an option to turn it off and this app is a 4","Review -> Error Handling/Validation, Undo and Erase, Note Mode"
"Ads are okay - one very small at the bottom and one 5 second ad screen after each round. The interface helps ruling out rows and columns by one number quickly which is nice, but sometimes you accidentally fill in a field with a number although you didn't want to fill in anything. Takes a little bit of practice to avoid that. I like that you are allowed to make three mistakes, but it appears to me that higher difficulties force you to guess at least once or twice to make up for that advantage.","Review -> Note Mode, Four Difficulty Levels, Undo and Erase"
"The app is awesome. I would have given it 5 stars but there is one feedback that I would like to share, as soon as the app loads without even getting ready to play the game, the timer starts instead you should have a homepage type layout that should load when the app is opened. That layout may contain all options like Begin the game, Leaderboards, Trophies, Stats, etc. that would make the app comfortable and convenient to use instead of directly begining the game. Hope you got my point. Thanks!","Review -> Homepage/Layout, Timer, Begin the game, Leaderboards, Trophies, Stats"
"Hello ! Most of my mistakes are because I don't press the good number I wanted to press( big finger, too fast, or I forgot to go back to pen mode, etc... ) I was thinking about add an option to add a slightly delay ( 1-2 sec ) or wait the next input before to count a mistake, letting the player the time to notice the mistake and change the number or cancel the move. A player doing a real mistake won't have enough time to think and change his move to use this time to ""cheat"".","Review -> Undo and Erase, Note Mode"
"Excellent app, well designed and functional. That's despite irritating ads: but hey, they've got a living to make, and there's a reasonably priced pay-to-remove option. Only complaint: levels are rather inconsistent. An ""extreme"" puzzle can range from very easy to extremely hard (only solvable by following an arbitrary decision chain, and in some cases even that doesn't work and you'd have to follow branching chains, which is extremely onerous and requires paper notes). Anyway, great app.","Review -> Thousands of Free Puzzles, Four Difficulty Levels, Note Mode"
"Nicely designed.. I see one problem in this app. The app shows a value as mistake by comparing with final answers. Even though the value in that box is not violating the sudoku rules at that point of time, it is still showing it as a mistake. If we erase it and try to place the number in another box which is correct according to the final answers, then it is not showing it as a mistake. If somebody is trying to learn sudoku.. this is a very bad feature to have. Please fix it.","Review -> Undo and Erase, Highlighting"
"A lot of good thinking went into the creation of this app. I love the way you can easily note a likely position for a number in a cell, with the 'pencil on and off' toggle. It is also very helpful how it highlights a number if a second entry is made of it on a line or in the same group of numbers. I found it very straightforward and smooth to use.","Review -> Note Mode, Highlighting"
"Decent puzzle app - daily challenges, a pencil option, four levels of difficulty, and now a 16x16 challenge. I quite like the game statistics, as you can see how you compare to everyone else and to your own personal best. The daily challenges range in difficulty, which is great. The only thing I'm a bit miffed about is that after the recent update, I can't get hints anymore. You used to be able to watch an ad and receive three hints, but this function has now disappeared.","Review -> Daily Challenges, Helpful Boosters, Track Your Progress, Four Difficulty Levels"
"Sudoku has its origin from Japan.. And now it has taken over the world! Playing Sudoku is one of my favourite pass times, recreation, after a long session of studyingðâ...This app enables players from across the globe to compete against each other!! It enhances a lot in building up the mind, train our brain muscles and also helps us perfectly plan and decide for a move.. I would recommend this app , as it contains all levels, different forms of sudoku which makes the game even more interesting","Review -> Thousands of Free Puzzles, Daily Challenges, Track Your Progress, Play Sudoku Offline or Online, Four Difficulty Levels"
"It's a good sudoku app for players of any level, but the ads kinda kill it. You get an ad after every puzzle now, and must watch said ad in order to get the prize for completing it. This is compiled by the fact that you can't report these ads (as of time of review), meaning you get those tedious ads that show you a 15 second video that you need to press an x for, then give you a thumbnail picture that you need to press an x for, then finally a playstore link that you press an x for.","Review -> Daily Challenges, Thousands of Free Puzzles, Play Sudoku Offline or Online, Track Your Progress, Helpful Boosters"
"It's regular sudoku lol tbh, I haven't played a single game before, but friends of mine used to play this years ago and showed me how to do it. I've been avoiding it cause who likes numbers? Lol I'm playing casually. It's simple, as opposed to manually writing and 'loosing track' of the numbers. Other than that, the game design is nice and relaxing. It beats writing it down. Just slotting the numbers in. I'd recommend if you haven't played before. Maybe ambient music and sounds could be cool?","Review -> Thousands of Free Puzzles, Note Mode, Play Sudoku Offline or Online"
"The latest update has reduced ""expert"" Sudoku to a challenge suitable for beginners. Instead of 20 mins a game, 2-3 mins is the ""new normal"". Terrible. Don't bother with this one. Move on. Edit 1. It's a pity that an algorithm, not a human, read my review. It's obvious that you do not get my point: you have ""dumbed down"" the expert level to total simplicity. Edit 2. Thank you for listening. I installed it again. 15 minutes into my first Expert game... and my head hurts. Much, much better!!!",Review -> Four Difficulty Levels
"I really enjoy playing the Sudoku app except it uses so much data. The app used up about 600mb of data when I played, approximately, a total of 5 hours during breaks at my job with no WiFi connection during 1 week period. I only play Sudoku while I'm at work. It's a great app when on a WiFI connection or an unlimited data plan in which I don't want to pay extra for just to upgrade. I uninstalled this app for that reason. I'm sure the ads from this app is what using up so much data.",Review -> 📲 Play Sudoku Offline or Online
"It is great game and I really like everyday challenges, keeping statistics and also tournaments. I used to have premium account for several months because I play often and it seems fair to support game owners. But it is little too high amount for someone from my country so monthly payment can be stressful when finances are tight. I would apprentice some affordable amount for once at time / lifelong payment option.","Review -> Daily Challenges, Track Your Progress, Secure Account (Premium account)"
"Great app honestly, the only annoying thing is that there is no option for like a one time purchase of premium forever, as well as if your phone has a curved edge in the top, it's extremely hard to hit the X button. I understand when it comes to things like Netflix for a subscription, however on a sudoku app I really don't want a subscription. love too see this implemented at some point, great app otherwise.","Review -> In-App Purchase, User Interface (specifically button placement for curved edge screens)"
