Reviews,cleaned_review,cluster
"Decent but restricting. I'd like to journal my emotions and mental well-being but the app is very limiting. Currently I'm feeling distressed and a little overwhelmed by life's choices. The options to journal my emotions are good, average, and not great. When I hit average I get tense, disconnected, neutral, tired, and unfocused. I understand development is trying to be inclusive, but maybe hire developers that have lived a day amongst other humans? I have emotions, try and make room for them.",decent restricting id like journal emotion mental wellbeing app limiting currently im feeling distressed little overwhelmed life choice option journal emotion good average great hit average get tense disconnected neutral tired unfocused understand development trying inclusive maybe hire developer lived day amongst human emotion try make room,1
"Was lucky to participate in a very long trial when the app first came out, used it to end and start my day. Also useful as a resource to study or do office work. Recently I found myself overwhelmed and came back to the app, bought the lifetime membership and haven't regretted it one bit! it's also fun to do the ""together"" singles like the couples ones. Honestly, I can't recommend it enough. Since I've quit smoking I've found guided meditation to really help me self-regulate.",lucky participate long trial app first came used end start day also useful resource study office work recently found overwhelmed came back app bought lifetime membership havent regretted one bit also fun together single like couple one honestly cant recommend enough since ive quit smoking ive found guided meditation really help selfregulate,1
"no 30 second option for breathing, only 1 minute sessions the shortest. doesn't add new plans for very long time, only singles. but very reasonable pricing, UI is very pleasant to use and voices are very calming. could add more different types of voices for variety. there is only two voices. their newsletter doesn't seem to be very helpful in my opinion. i think their communication plan had the most impact for me. it helped me a lot in learning how to communicate and make many friends.",30 second option breathing 1 minute session shortest doesnt add new plan long time single reasonable pricing ui pleasant use voice calming could add different type voice variety two voice newsletter doesnt seem helpful opinion think communication plan impact helped lot learning communicate make many friend,1
"I can't say enough good things about this app and how life-changing it is. At first, I thought meditation was hokey and that it wouldn't really work to help me better my life, but, boy, was I wrong. This app has helped me maintain and protect my peace, keeps me centered and grounded, and my life has such a sense of peace and wellness. It has also helped me sleep better. It offers a free, full 365 day trial with no strings attached. I owe so much to Balance for helping me navigate life.",cant say enough good thing app lifechanging first thought meditation hokey wouldnt really work help better life boy wrong app helped maintain protect peace keep centered grounded life sense peace wellness also helped sleep better offer free full 365 day trial string attached owe much balance helping navigate life,1
"Loving my Balance app... Balance is new to me I've recently started using Balance and with just a few times using it I can see progress starting to happen within me. After a session my breathing is calm my mind is more at ease and I'm able to focus more on everything a little clearer. Definitely giving a 5 🌟 rating and if you or anyone you know have anxiety, stress, sadness, or even joyful, and happy but just looking for a few minutes of personal alone time just to get started or end ur day.",loving balance app balance new ive recently started using balance time using see progress starting happen within session breathing calm mind ease im able focus everything little clearer definitely giving 5 rating anyone know anxiety stress sadness even joyful happy looking minute personal alone time get started end ur day,1
"This is the absolute best app of all time. It's changed my life. I didn't know there were so many variations to meditation. This app keeps count of your progress, does entire lesson plans, integrates small quizzes to identify where your at and how best to teach you, has options between voices, options for shorter and longer sessions, sections from sleep to ADHD to everything in between. I could keep going on, but I'm only allowed 500 words. More than worth it. Best app I ever downloaded. 🙌",absolute best app time changed life didnt know many variation meditation app keep count progress entire lesson plan integrates small quiz identify best teach option voice option shorter longer session section sleep adhd everything could keep going im allowed 500 word worth best app ever downloaded,1
"This is a game changer, I've challenged myself to stay consistent with Balance and its helped me not only repair my relationship with sleep but also has helped me mitigate pain and stress which is huge for someone like myself with psoriatic arthritis. after years of chronic sleep deprivation this works even better than my sleep aid supplement! Thank you for giving me my life back!",game changer ive challenged stay consistent balance helped repair relationship sleep also helped mitigate pain stress huge someone like psoriatic arthritis year chronic sleep deprivation work even better sleep aid supplement thank giving life back,1
"The Balance app is a phenomenal tool for anyone looking to add a sense of calm and clarity to their everyday life. Whether you're dealing with stress, anxiety, or simply need a moment to unwind, this app has you covered. Even if you don’t feel overwhelmed or have significant struggles, it’s perfect for creating a peaceful atmosphere. One of the standout features is the incredibly realistic audio for things like rain showers or flowing streams. It’s almost as if you’re sitting by a serene river",balance app phenomenal tool anyone looking add sense calm clarity everyday life whether youre dealing stress anxiety simply need moment unwind app covered even dont feel overwhelmed significant struggle perfect creating peaceful atmosphere one standout feature incredibly realistic audio thing like rain shower flowing stream almost youre sitting serene river,1
"I had a lot of anxiety and trouble focusing on a task because my mind would wander and I'd begin to think about future things and start to feel anxious about stuff that hadn't even happened, ever since I've started Balance I'm able to remain focused on what's important NOW and accomplish things without overwhelming myself. it's helping me work towards goals ive had for quite sometime but haven't been able to achieve due to my mind working against me and not with me.",lot anxiety trouble focusing task mind would wander id begin think future thing start feel anxious stuff hadnt even happened ever since ive started balance im able remain focused whats important accomplish thing without overwhelming helping work towards goal ive quite sometime havent able achieve due mind working,1
"I stumbled upon the Balance app while searching for a meditation app for myself and my clients. What truly caught my attention—and ultimately my heart—was the presence of meditations led by a Black man. Representation matters, and hearing his soothing, calming voice moved me to tears during my first session. It’s a rare and deeply needed touch in a wellness space that often overlooks diversity. Balance is becoming a core part of my daily routine. It’s just about perfect, and I am so grateful.",stumbled upon balance app searching meditation app client truly caught attentionand ultimately heartwas presence meditation led black man representation matter hearing soothing calming voice moved tear first session rare deeply needed touch wellness space often overlook diversity balance becoming core part daily routine perfect grateful,1
"My favourite app ever, honestly. Love the UI/UX, the app is simple, beautiful, and easy to use. My favourite tab is all sorts of sleep sounds- meditations, stories, background noise, you name it. Very very helpful. One thing I'd absolutely love is some sort of queuing option, like in ""up at night"" there's meditation that slowly transitions into ""sunset melody"" loop track and can be set for 8-10 hours. I'd sooo love to be able to queue loop background noise/sounds after other meditations too!",favourite app ever honestly love uiux app simple beautiful easy use favourite tab sort sleep sound meditation story background noise name helpful one thing id absolutely love sort queuing option like night there meditation slowly transition sunset melody loop track set 810 hour id sooo love able queue loop background noisesounds meditation,1
"I love this app. I recommend it to everyone. It is so easy and not demanding like others. No rushing to get done. Found I was waiting for the next step and insteaf wr were finished. It's great. Make sure to listen to each instructor as the sound of the voice is important. Then, choose your preferred voice. The sleep section is phenomenal and so helpful. Thank you for such a great product. Remember, it does take a bit to get used to, but don't give up it is well worth the tries. Enjoy",love app recommend everyone easy demanding like others rushing get done found waiting next step insteaf wr finished great make sure listen instructor sound voice important choose preferred voice sleep section phenomenal helpful thank great product remember take bit get used dont give well worth try enjoy,1
Pretty good app app far but I wish you could change your daily streak reset time. I like to meditate before bed but sometimes that's before midnight and sometimes it's after. Having to work about midnight to manage my streak gets annoying. It would be nice to be able to set the rest time to 3am (for example) so I don't have to worry about my streak being lost just because I meditate at 12.30am one night. I also would like to be able to edit past meditations especially where I made a mistake,pretty good app app far wish could change daily streak reset time like meditate bed sometimes thats midnight sometimes work midnight manage streak get annoying would nice able set rest time 3am example dont worry streak lost meditate 1230am one night also would like able edit past meditation especially made mistake,1
"As someone that suffers with OCD, GAD, Panic, etc (I'm autistic), this has been one of the best apps I have ever found. I always poo pood meditation because I had never found a good app. This app has changed my perspective on everything about meditation. His voice is so calming and reassuring I love it. I noticed a big difference in my anxiety levels as soon as I started using this app and continue to use it. I will definitely be buying the full version when my 1 year ends!",someone suffers ocd gad panic etc im autistic one best apps ever found always poo pood meditation never found good app app changed perspective everything meditation voice calming reassuring love noticed big difference anxiety level soon started using app continue use definitely buying full version 1 year end,1
"I recently had a drug interaction that caused me a great deal of over-the-top anxiety that I could not control. I also lost my appetite 100%. My brain kind of reset and it took almost three months to get back to some kind of normal for me. My daughter sent me a link to this app with the one year of free use, and it was a lifesaver for handling anxiety. I actually wish I'd tried something like this many years ago, as I and all of us have periods of anxiety through our lives. Thanks Balance!",recently drug interaction caused great deal overthetop anxiety could control also lost appetite 100 brain kind reset took almost three month get back kind normal daughter sent link app one year free use lifesaver handling anxiety actually wish id tried something like many year ago u period anxiety life thanks balance,1
"Love this app. Feedback: -the badge achievements are way too far reaching. It very quickly goes from achievable to wildly unrealistic which loses all interest in winning them. 1 month streak jumps to 1 year streak, thats physically impossible. Time trained 10000 minutes, when will i ever get there. Do 5 plans jumps to 20 plans?!? -much more ambient sound options. Bilateral stimulation music too? -mood check in without needing to go to the suggested meditation",love app feedback badge achievement way far reaching quickly go achievable wildly unrealistic loses interest winning 1 month streak jump 1 year streak thats physically impossible time trained 10000 minute ever get 5 plan jump 20 plan much ambient sound option bilateral stimulation music mood check without needing go suggested meditation,1
"I'm still not convinced, as a more experienced meditator, most of the skills they present are know to me, and revisiting them feels tedious and a chore. Furthermore, ""downloading"" a new session or narrator takes for ever, most times just freezes unable to chance the male or female voice, and gets stuck at ""downloading 0%"". Those are my main issues atm. I like how it takes in consideration what ever you input on creating the session. I have more positive things, but running out of characters.",im still convinced experienced meditator skill present know revisiting feel tedious chore furthermore downloading new session narrator take ever time freeze unable chance male female voice get stuck downloading 0 main issue atm like take consideration ever input creating session positive thing running character,1
"I absolutely love this app! I downloaded it because it's the same company that came out with Elevate, and they offered a 1 year trial. Despite already buying a year's worth of use from a competitor's app, I use Balance instead. I'm up to day five of Foundations V and I can feel the improvement in my mood and concentration. I think what makes it so great is having a plan to follow, and the fact I'll lose my streak if I miss a day. It keeps me practicing daily. Also, Ofosu is just so calming!",absolutely love app downloaded company came elevate offered 1 year trial despite already buying year worth use competitor app use balance instead im day five foundation v feel improvement mood concentration think make great plan follow fact ill lose streak miss day keep practicing daily also ofosu calming,1
"The option to use the app free for a year is fantastic; it helps to create a solid routine and once my free year is up I'm absolutely certain I'll buy the full version. I love Leah's calming voice and have noticed changes in my stress levels from the first week. I also find the graphics simple and the layout uncluttered and easy to navigate. I highly recommend this app to anyone starting to meditate, and reading some books alongside is helpful too. I find 'The Diamond Mind' helpful.",option use app free year fantastic help create solid routine free year im absolutely certain ill buy full version love leahs calming voice noticed change stress level first week also find graphic simple layout uncluttered easy navigate highly recommend app anyone starting meditate reading book alongside helpful find diamond mind helpful,1
"I so badly wanted to like this app, I find the one year free to be a very good offer. The plans are the best part of the app, but selection is quite limited. Same with sleep audios, there's not a lot to choose from, and personally I didn't find ones that were for me. Also not being able to combine a sleep sound (like rain or quiet music) to meditation? For a free app, sure, it's ok, but I would never pay the full price for the app as it is currently.",badly wanted like app find one year free good offer plan best part app selection quite limited sleep audio there lot choose personally didnt find one also able combine sleep sound like rain quiet music meditation free app sure ok would never pay full price app currently,1
"Loving this! Simple menus, easy to navigate. Both Leah and Ofosu have beautiful, soothing voices. I usually strictly prefer femine voices, but Ofosu is on another level! Great options for sleep as well as guides for meditation depending on skill level. I like that I didn't have to slog through beginner courses to progress to advanced. I've been telling all my clients to take advantage of the first year free offer, and several have done so. This app is making a difference to so many!",loving simple menu easy navigate leah ofosu beautiful soothing voice usually strictly prefer femine voice ofosu another level great option sleep well guide meditation depending skill level like didnt slog beginner course progress advanced ive telling client take advantage first year free offer several done app making difference many,1
"Fantastic. There is a slight jarring feeling when you can tell it plays an audio cue based on feedback you gave in the previous meditation. It doesn't detract from the experience, rather it feels like a good idea executed 95% well and I'm happy to have it. Ex: ""It's good that your mind wasn't wandering"". I don't know what it'd take to make that interaction ""perfect"", if it's a matter of word choice or just audio mixing. Either way I appreciate it.",fantastic slight jarring feeling tell play audio cue based feedback gave previous meditation doesnt detract experience rather feel like good idea executed 95 well im happy ex good mind wasnt wandering dont know itd take make interaction perfect matter word choice audio mixing either way appreciate,1
"I had a lot of problems when trying to sleep. This app helped me so much. It actually got me to stop thinking and focus onto whatever the person was saying, which eventually lead me to a deep sleep. I would definitely recommend this to people who are overthinkers and have difficulty in clearing their mind. Even tho I had the 1 year trial, I didnt need it because within a month of using it, I could go to sleep by following the exercises it tells you to do. Only app that worked!!",lot problem trying sleep app helped much actually got stop thinking focus onto whatever person saying eventually lead deep sleep would definitely recommend people overthinkers difficulty clearing mind even tho 1 year trial didnt need within month using could go sleep following exercise tell app worked,1
"This app is wonderful. I got their free year round subscription during covid (i don't know if they're still offering it) and there's a genuine chance I'll renew it next year. They have meditations to fit almost every moment, and make me want to come back. The way they tailor meditations to you based on what you need, your skill level, how long it's been since you meditated, etc. really is the cherry on top. If you're struggling to get into a meditation habit, give this one a shot!",app wonderful got free year round subscription covid dont know theyre still offering there genuine chance ill renew next year meditation fit almost every moment make want come back way tailor meditation based need skill level long since meditated etc really cherry top youre struggling get meditation habit give one shot,1
"Would really appreciate more time options! More 3 minute meditations would be helpful. I'm new to mediation, which I've told the app and am trying to build a more consistent habitat. When doing singles for more restless moods I struggle with friction to sit down for a 10 minutes mediation. I've found it really annoying to keep repeating the first couple of lessons from foundation 1. Motivation for meditation with this app has really been slipping and I've been using more short YouTube videos.",would really appreciate time option 3 minute meditation would helpful im new mediation ive told app trying build consistent habitat single restless mood struggle friction sit 10 minute mediation ive found really annoying keep repeating first couple lesson foundation 1 motivation meditation app really slipping ive using short youtube video,1
I enjoyed my first month using balance. However after one month using various plans the meditations have gotten longer and longer. I wanted to start foundations 4 but what is supoy to be 10 minutes turned in 16. My time is limited but I'm trying to squeeze 10 minutes in throughout my day. It's hard when the meditations don't even come close matching the selected time frame.,enjoyed first month using balance however one month using various plan meditation gotten longer longer wanted start foundation 4 supoy 10 minute turned 16 time limited im trying squeeze 10 minute throughout day hard meditation dont even come close matching selected time frame,1
"Incredible. I was very skeptical as to whether I would click with it as I've struggled to sleep my whole life (I'm 35 with adhd and ""nothing else had worked"") I can now fall asleep in under 10 mins. I feel rested and less tense. Feeling overwhelmed is less frequent and easier to overcome. I look forward to trying the other sessions available and not just the sleep focus.",incredible skeptical whether would click ive struggled sleep whole life im 35 adhd nothing else worked fall asleep 10 min feel rested less tense feeling overwhelmed less frequent easier overcome look forward trying session available sleep focus,1
"Edited to add: sadly my blind friend cannot access the app as a seeing person would 🥺 please update to make accessible to blind and VI users? OG review; I'm a very anxious person, which makes it difficult to retain full-time employment. I have not had a resilient income. the meditation also really helps keep you centred, and while it will take me a while to really get into the routine properly, I do feel better after a session. I also just discovered their hot beverage session...!",edited add sadly blind friend cannot access app seeing person would please update make accessible blind vi user og review im anxious person make difficult retain fulltime employment resilient income meditation also really help keep centred take really get routine properly feel better session also discovered hot beverage session,1
"Pros: Very good meditations based on your preferences. Many different types for various moods and needs. Two voices to choose from, I love Leah. really makes a difference for me. been using for about 6 months now. I got an entire free year trial so that was wonderful. cons: a bit expansive. 100+ per year. am nervous about my plan coming to an end as my situation is not so secure right now and may need to wait before signing up again.",pro good meditation based preference many different type various mood need two voice choose love leah really make difference using 6 month got entire free year trial wonderful con bit expansive 100 per year nervous plan coming end situation secure right may need wait signing,1
"I'm always dubious about apps like these but I've been massively struggling with depression/anxiety recently. I saw this advertised with a free 1 year trial which also helps. I had been struggling severely to fall asleep at night, my concentration levels were all over the place and I felt just generally overwhelmed and lost.... I literally conked out listening to this guy's voice. It's helped my brain stop jumping around and actually calm down a bit. Thank you from someone that felt hopeless.",im always dubious apps like ive massively struggling depressionanxiety recently saw advertised free 1 year trial also help struggling severely fall asleep night concentration level place felt generally overwhelmed lost literally conked listening guy voice helped brain stop jumping around actually calm bit thank someone felt hopeless,1
"It's good and I have found it useful. I completed the foundations 1 course, but foundations 2 seems to be the same. Every meditation follows the same format: Settle into posture, focus on breathing, telling you to label and then let go. I feel like I'm stuck doing the same meditation again and again. Yes, I'm using my labels, I've settled into my posture, I can feel the support. But every meditation tells me to do it, even though I am already. It gets repetitive and frustrating, so I stop.",good found useful completed foundation 1 course foundation 2 seems every meditation follows format settle posture focus breathing telling label let go feel like im stuck meditation yes im using label ive settled posture feel support every meditation tell even though already get repetitive frustrating stop,1
"I've never been able to stick with meditation in the past, having tried several times using many different apps. The content, structure and overall tone of Balance is amazing, I love how it is customised to my goals. The plans help build on skills, and it adapts to how well you feel you've internalised them. The male coach, Ofosu, has such a warm and engaging presence. I've been using this app for two weeks and I can already feel the benefit in my day to day life. Well done everyone involved.",ive never able stick meditation past tried several time using many different apps content structure overall tone balance amazing love customised goal plan help build skill adapts well feel youve internalised male coach ofosu warm engaging presence ive using app two week already feel benefit day day life well done everyone involved,1
"I have used Headspace, Calm and now Balance. This feels more like the early days of Headspace where things were open and you could explore the app. I enjoy the sessions although neither of the two voices works for me. There is also a whole range of gamification around your abilities and streak length, etc. Which are intriguing but if you happen to start a session on one day and it goes onto the next, you lose. One novel feature is the personalisation - but I am not convinced it really works.",used headspace calm balance feel like early day headspace thing open could explore app enjoy session although neither two voice work also whole range gamification around ability streak length etc intriguing happen start session one day go onto next lose one novel feature personalisation convinced really work,1
