Review,Feature
"I came into this with an open mind. No set expectations , just a curiosity and a willingness to try and to give it my all, no halfway effort. This has really made a complete positive change to my overall feeling mentally, physically and emotionally I feel better... I had played the exercises aloud and my friend wants to do this as well. The guide is amazing, his voice.is everything, his manner is positive and warm. How he connects and comes across reached me","Review -> Personalized guided meditations, Guided breathing exercises, Animated breathing exercises, 10-day Plans, Singles (stand-alone guided meditations), Sleep meditations"
The nightly meditations and the daily skills I'm learning to meditate even better. I feel more relaxed when ever I finish one. At night it never fails to put me to sleep. I like that the lessons are short because I don't always have a lot of time on my hands. The fact that I get to try it free for a year too is great. It gives me a chance to really decide whether it's something that will work to help lower my stress and help me to gain better focus throughout the day. Thank you Balance!!!,"Review -> Nightly meditations, Daily skills, Short lessons, Free trial, Sleep feature, Stress reduction, Focus improvement"
"Lovely, generous. Adaptive to whatever your needs are. Personalized to each individual and their skill level. The best part for me is the speakers voices are fantastic. I tend to fixate on anything weird about a voice, like ticks, odd pauses, or gravelly/ nasal tone. But their voices are smooth, perfect, relaxing. This app has really helped me build a meditation practice daily and sleep at night. This is the first meditation app that also was able to teach me to breath correctly. Thank you!!!","Review -> Personalized guided meditations, Guided breathing exercises, Animated breathing exercises, Sleep meditations, Singles (stand-alone guided meditations)"
"I've been using this for a couple months on my phone and really liked it, of all the meditation apps I've tried it's the only one I found with sleep meditations long enough to actually help me sleep. Unfortunately, I just bought a new tablet and it doesn't work on it, it crashes immediately after the initial 'B' screen. Tried restarting the tablet, force quitting the app, uninstall and reinstall, but nothing has helped, so as it is the app is unusable on my device (still works fine on my phone).","Review -> Sleep Meditations, Cross-Device Compatibility"
"As of now, more limited meditation options compared to Headspace and the like. Still, the way the teachers emphasize certain physical skills to help, like focusing on a breath count or sensations at your pace, is amazing. Other programs I've tried so far focus on what the instructor's rate of breathing is, or vague descriptions of refocusing. The different methods taught in this app has helped me stay focused during the meditation (I have adhd, so that's a big thing for me). So far, so good.","Review -> Personalized guided meditations, 10-day Plans, Animated breathing exercises, Breath Focus meditation technique"
"I'm only on day 4, so I'm relatively new, but don't take this lightly...this is life changing. I suffer from chronic pain from Fibro, migraines, degenerative disk disease, etc. Things get better and worse, but research is showing Meditation is one of the best ways to treat chronic pain. I've never been able because it's always been ""visualize clouds"", etc. None of that here so far. Straight forward, understandable, and truly helpful. I'm doing several programs and singles easily. Thank you!!","Review -> Personalized guided meditations, 10-day Plans, Singles, guided breathing exercises, animated breathing exercises"
"Downloaded a few months ago and am hooked! I use it every night to sleep. Love the simple app design that's easy to use doesn't overload with info, but allows you to click for deeper reading. I've listened to many meditation podcasts and calm type apps and this speaker's voice and energy is one of the most calming I've heard. I also love that the app will play simultaneously with Spotify, so I can play waterfall sounds or light music behind it if I choose. Seriously give it a try!","Review -> Simple app design, Guided meditations, Simultaneous playback with other apps (e.g. Spotify), Sleep stories/sounds"
I really like the daily program â¤ï¸ It's increasing my confidence in my own ability to meditate consistently. The narrator's is great âºï¸ I feel like all the sessions are personal and feel live. He doesn't instruct in a pre-recorded manner so that it feels like you are being left behind. He speaks like he has all day. I've never had an instructor have such realistic pace before. I also like that there's no background ambient music to start. I think it helps me take the sessions more seriously.,"Review -> Personalized guided meditations, 10-day Plans, Guided sessions without background ambient music, Narrator's pace and tone"
"I'm about a week in and this is very well done. I'm still on the free trial (which is a year, I love it. I wish more apps did something similar.) but I'm leaning towards a lifetime license closer to my trial ending. The personalization is great, the male voice is amazing, so relaxing and wonderful. I've tried meditation before but this app allows even a short 3 minute meditation to feel powerful, meaningful, and relaxing. Even with a toddler and a full time job, I know I can find that time.","Review -> Personalized guided meditations, Guided breathing exercises, Bite-sized Singles, Animated breathing exercises, 10-day Plans, Male voice audio library, Free trial/Lifetime license"
"Too repetitive... I just got started, wanted to use this app for my mood mostly but also tried procrastination. Felt like I did the same course 2 times. You want better mood? Take a deep breath... and out... you want to stop procrastination? Dake a deep breath... and out... There is nothing much to it, I chose 5 minutes per meditation and half of it is pure silence, other half is extremely repetitive. Hope it changes anytime soon, otherwise I feel like I already knew all this without this app.","Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Guided breathing exercises"
"Was ridiculous as a free app and was far far more than worth it when I paid for a lifetime membership. Had a headache last night that would not go away. Did the pain meditation... Gone. Couldn't get to sleep the other night. Did the sleep meditation? ð´ If something stresses me out the first thing I think is 'Gonna have to do balance tonight'. When I go to therapy and we get into some really heavy stuff, I use balance in the lyft on the way home and by the time I'm home I'm clear! It's awesome!","Review -> Pain meditation, Sleep meditation, Singles (stand-alone guided meditations)"
"I'll be coming back to update this review actively. I started using Balance as of 06.01.22. I work at a fast pace environment so stress is always built up and I've had nowhere really to exhaust that pent up stress. Since I've started, after each session, I feel more relaxed and I get this interesting sensation after opening my eyes, like I'm at peace. I really like using this app any moment I can and I'm planning on keeping it.","Review -> Personalized guided meditations, Guided breathing exercises, Singles (stand-alone guided meditations), 10-day Plans, Animated breathing exercises"
"Decent but restricting. I'd like to journal my emotions and mental well-being but the app is very limiting. Currently I'm feeling distressed and a little overwhelmed by life's choices. The options to journal my emotions are good, average, and not great. When I hit average I get tense, disconnected, neutral, tired, and unfocused. I understand development is trying to be inclusive, but maybe hire developers that have lived a day amongst other humans? I have emotions, try and make room for them.","Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Research-backed activities 
Review -> Personalized guided meditations, Research-backed activities 
Review -> Personalized guided meditations, 10-day Plans, Singles, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, 10-day Plans, Research-backed activities, Animated breathing exercises 
Review -> Personalized guided meditations, Singles, Animated breathing exercises, Research-backed"
"Was lucky to participate in a very long trial when the app first came out, used it to end and start my day. Also useful as a resource to study or do office work. Recently I found myself overwhelmed and came back to the app, bought the lifetime membership and haven't regretted it one bit! it's also fun to do the ""together"" singles like the couples ones. Honestly, I can't recommend it enough. Since I've quit smoking I've found guided meditation to really help me self-regulate.","Review -> Personalized guided meditations, Singles, Guided breathing exercises, Sleep meditations, 10-day Plans, Animated breathing exercises"
"no 30 second option for breathing, only 1 minute sessions the shortest. doesn't add new plans for very long time, only singles. but very reasonable pricing, UI is very pleasant to use and voices are very calming. could add more different types of voices for variety. there is only two voices. their newsletter doesn't seem to be very helpful in my opinion. i think their communication plan had the most impact for me. it helped me a lot in learning how to communicate and make many friends.","Review -> 
- Singles (Bite-sized Singles for a calming boost)
- Breathing exercises (Animated breathing exercises to help you breathe deeply and find calm)
- Voices (Personalized guided meditations tailored to your mood, goals, experience, and more)
- Communication plan (10-day Plans to help you develop and deepen your meditation skills for better mental health)
- Newsletter 
- Pricing 
- UI"
"I can't say enough good things about this app and how life-changing it is. At first, I thought meditation was hokey and that it wouldn't really work to help me better my life, but, boy, was I wrong. This app has helped me maintain and protect my peace, keeps me centered and grounded, and my life has such a sense of peace and wellness. It has also helped me sleep better. It offers a free, full 365 day trial with no strings attached. I owe so much to Balance for helping me navigate life.","Review -> Personalized guided meditations, Sleep meditations, Animated breathing exercises, 10-day Plans, Singles (stand-alone guided meditations), Free trial"
"Loving my Balance app... Balance is new to me I've recently started using Balance and with just a few times using it I can see progress starting to happen within me. After a session my breathing is calm my mind is more at ease and I'm able to focus more on everything a little clearer. Definitely giving a 5 ð rating and if you or anyone you know have anxiety, stress, sadness, or even joyful, and happy but just looking for a few minutes of personal alone time just to get started or end ur day.","Review -> Personalized guided meditations, Guided breathing exercises, Singles (stand-alone guided meditations), 10-day Plans, Animated breathing exercises, Sleep meditations"
"This is the absolute best app of all time. It's changed my life. I didn't know there were so many variations to meditation. This app keeps count of your progress, does entire lesson plans, integrates small quizzes to identify where your at and how best to teach you, has options between voices, options for shorter and longer sessions, sections from sleep to ADHD to everything in between. I could keep going on, but I'm only allowed 500 words. More than worth it. Best app I ever downloaded. ð","Review -> 
- Personalized guided meditations 
- 10-day Plans 
- Singles (stand-alone guided meditations) 
- Options for different voices 
- Options for shorter and longer sessions 
- Sections for sleep and ADHD 
- Progress tracking 
- Quizzes to identify user's level and tailor the teaching"
"This is a game changer, I've challenged myself to stay consistent with Balance and its helped me not only repair my relationship with sleep but also has helped me mitigate pain and stress which is huge for someone like myself with psoriatic arthritis. after years of chronic sleep deprivation this works even better than my sleep aid supplement! Thank you for giving me my life back!","Review -> Improve your sleep, mitigate pain and stress, personalized program, guided sessions, reduce anxiety 
Review -> Mapped Features: Improve your sleep, Reduce daily anxiety and stress, Personalized program, Guided sessions"
"The Balance app is a phenomenal tool for anyone looking to add a sense of calm and clarity to their everyday life. Whether you're dealing with stress, anxiety, or simply need a moment to unwind, this app has you covered. Even if you donât feel overwhelmed or have significant struggles, itâs perfect for creating a peaceful atmosphere. One of the standout features is the incredibly realistic audio for things like rain showers or flowing streams. Itâs almost as if youâre sitting by a serene river","Review -> Personalized guided meditations, Calming sounds, Guided breathing exercises, Sleep meditations, Relaxation music, Animated breathing exercises, Singles (stand-alone guided meditations)"
"I had a lot of anxiety and trouble focusing on a task because my mind would wander and I'd begin to think about future things and start to feel anxious about stuff that hadn't even happened, ever since I've started Balance I'm able to remain focused on what's important NOW and accomplish things without overwhelming myself. it's helping me work towards goals ive had for quite sometime but haven't been able to achieve due to my mind working against me and not with me.","Review -> Personalized guided meditations, 10-day Plans, Focus meditation skills, Reduce anxiety feature, Improve focus feature"
"I stumbled upon the Balance app while searching for a meditation app for myself and my clients. What truly caught my attentionâand ultimately my heartâwas the presence of meditations led by a Black man. Representation matters, and hearing his soothing, calming voice moved me to tears during my first session. Itâs a rare and deeply needed touch in a wellness space that often overlooks diversity. Balance is becoming a core part of my daily routine. Itâs just about perfect, and I am so grateful.","Review -> Personalized guided meditations, Diversity of meditation leaders (presence of meditations led by a Black man)"
"My favourite app ever, honestly. Love the UI/UX, the app is simple, beautiful, and easy to use. My favourite tab is all sorts of sleep sounds- meditations, stories, background noise, you name it. Very very helpful. One thing I'd absolutely love is some sort of queuing option, like in ""up at night"" there's meditation that slowly transitions into ""sunset melody"" loop track and can be set for 8-10 hours. I'd sooo love to be able to queue loop background noise/sounds after other meditations too!","Review -> Sleep Sounds, Meditations, Background Noise, Queuing Option for Loop Tracks"
"I love this app. I recommend it to everyone. It is so easy and not demanding like others. No rushing to get done. Found I was waiting for the next step and insteaf wr were finished. It's great. Make sure to listen to each instructor as the sound of the voice is important. Then, choose your preferred voice. The sleep section is phenomenal and so helpful. Thank you for such a great product. Remember, it does take a bit to get used to, but don't give up it is well worth the tries. Enjoy","Review -> Personalized guided meditations, Sleep section, Guided sessions, Audio library, Meditation skills 
Review -> Bite-sized Singles, 10-day Plans, Sleep meditations, Animated breathing exercises, Personalized audio guidance"
Pretty good app app far but I wish you could change your daily streak reset time. I like to meditate before bed but sometimes that's before midnight and sometimes it's after. Having to work about midnight to manage my streak gets annoying. It would be nice to be able to set the rest time to 3am (for example) so I don't have to worry about my streak being lost just because I meditate at 12.30am one night. I also would like to be able to edit past meditations especially where I made a mistake,"Review -> Daily Streak, Meditation Scheduling, Edit Past Meditations"
"As someone that suffers with OCD, GAD, Panic, etc (I'm autistic), this has been one of the best apps I have ever found. I always poo pood meditation because I had never found a good app. This app has changed my perspective on everything about meditation. His voice is so calming and reassuring I love it. I noticed a big difference in my anxiety levels as soon as I started using this app and continue to use it. I will definitely be buying the full version when my 1 year ends!","Review -> Personalized guided meditations, Guided breathing exercises, Singles (stand-alone guided meditations), 10-day Plans, Animated breathing exercises, Sleep meditations"
"I recently had a drug interaction that caused me a great deal of over-the-top anxiety that I could not control. I also lost my appetite 100%. My brain kind of reset and it took almost three months to get back to some kind of normal for me. My daughter sent me a link to this app with the one year of free use, and it was a lifesaver for handling anxiety. I actually wish I'd tried something like this many years ago, as I and all of us have periods of anxiety through our lives. Thanks Balance!","Review -> Personalized guided meditations, Research-backed activities and calming sounds to help reduce anxiety and stress, Animated breathing exercises, Singles for a calming boost"
"Love this app. Feedback: -the badge achievements are way too far reaching. It very quickly goes from achievable to wildly unrealistic which loses all interest in winning them. 1 month streak jumps to 1 year streak, thats physically impossible. Time trained 10000 minutes, when will i ever get there. Do 5 plans jumps to 20 plans?!? -much more ambient sound options. Bilateral stimulation music too? -mood check in without needing to go to the suggested meditation","Review -> Badge Achievements, Ambient Sound Options, Bilateral Stimulation Music, Mood Check-in, Meditation Plans"
"I'm still not convinced, as a more experienced meditator, most of the skills they present are know to me, and revisiting them feels tedious and a chore. Furthermore, ""downloading"" a new session or narrator takes for ever, most times just freezes unable to chance the male or female voice, and gets stuck at ""downloading 0%"". Those are my main issues atm. I like how it takes in consideration what ever you input on creating the session. I have more positive things, but running out of characters.","Review -> Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Downloading sessions/narrators feature"
"I absolutely love this app! I downloaded it because it's the same company that came out with Elevate, and they offered a 1 year trial. Despite already buying a year's worth of use from a competitor's app, I use Balance instead. I'm up to day five of Foundations V and I can feel the improvement in my mood and concentration. I think what makes it so great is having a plan to follow, and the fact I'll lose my streak if I miss a day. It keeps me practicing daily. Also, Ofosu is just so calming!","Review -> Personalized program, 10-day Plans, Guided sessions, Streak feature, Foundations Plan"
"The option to use the app free for a year is fantastic; it helps to create a solid routine and once my free year is up I'm absolutely certain I'll buy the full version. I love Leah's calming voice and have noticed changes in my stress levels from the first week. I also find the graphics simple and the layout uncluttered and easy to navigate. I highly recommend this app to anyone starting to meditate, and reading some books alongside is helpful too. I find 'The Diamond Mind' helpful.","Review -> Personalized guided meditations, Free trial, Guided breathing exercises, Simple graphics and layout, Calming voice of the guide (Leah)"
"I so badly wanted to like this app, I find the one year free to be a very good offer. The plans are the best part of the app, but selection is quite limited. Same with sleep audios, there's not a lot to choose from, and personally I didn't find ones that were for me. Also not being able to combine a sleep sound (like rain or quiet music) to meditation? For a free app, sure, it's ok, but I would never pay the full price for the app as it is currently.","Review -> Plans, Sleep Audios, Combination of Sleep Sounds and Meditation"
"Loving this! Simple menus, easy to navigate. Both Leah and Ofosu have beautiful, soothing voices. I usually strictly prefer femine voices, but Ofosu is on another level! Great options for sleep as well as guides for meditation depending on skill level. I like that I didn't have to slog through beginner courses to progress to advanced. I've been telling all my clients to take advantage of the first year free offer, and several have done so. This app is making a difference to so many!","Review -> Simple menus, easy to navigate, Beautiful soothing voices, Great options for sleep, Guides for meditation depending on skill level, Personalized program, Advanced meditation options 
-> Easy navigation, Voice guidance, Sleep features, Meditation guides, Personalization, Advanced plans"
"Fantastic. There is a slight jarring feeling when you can tell it plays an audio cue based on feedback you gave in the previous meditation. It doesn't detract from the experience, rather it feels like a good idea executed 95% well and I'm happy to have it. Ex: ""It's good that your mind wasn't wandering"". I don't know what it'd take to make that interaction ""perfect"", if it's a matter of word choice or just audio mixing. Either way I appreciate it.","Review -> Personalized guided meditations, Audio library of sounds and meditation music, Guided sessions with feedback-based audio cues"
"I had a lot of problems when trying to sleep. This app helped me so much. It actually got me to stop thinking and focus onto whatever the person was saying, which eventually lead me to a deep sleep. I would definitely recommend this to people who are overthinkers and have difficulty in clearing their mind. Even tho I had the 1 year trial, I didnt need it because within a month of using it, I could go to sleep by following the exercises it tells you to do. Only app that worked!!","Review -> SLEEP WELL WITH BEDTIME RELAXATION EXERCISES, LEARN PRACTICAL DAILY MEDITATION SKILLS, Personalized guided meditations, Animated breathing exercises"
"This app is wonderful. I got their free year round subscription during covid (i don't know if they're still offering it) and there's a genuine chance I'll renew it next year. They have meditations to fit almost every moment, and make me want to come back. The way they tailor meditations to you based on what you need, your skill level, how long it's been since you meditated, etc. really is the cherry on top. If you're struggling to get into a meditation habit, give this one a shot!","Review -> Personalized guided meditations, Variety of meditations (10-day Plans, Singles)"
