Reviews,cleaned_review,cluster
"Hi, I really like Remente. However, lately it is getting more and more annoying because of the frequent crashes. It happens ever since the last visual update (plus I prefered the previous one, I found it more user friendly). Please, do something about it. Thank you!",hi really like remente however lately getting annoying frequent crash happens ever since last visual update plus prefered previous one found user friendly please something thank,1
"I honestly didn't get very far. Any app that forces you to sign up for regular payments before you have a chance to see what it is about automatically gets deleted. If you're forcing payment, make people pay for the app before they download it. This might be great but I've had bad experiences, so will no longer touch any app that begins by starting a paid subscription for you. 1 star because it feels like I was being manipulated within 20 seconds of loading the app.",honestly didnt get far app force sign regular payment chance see automatically get deleted youre forcing payment make people pay app download might great ive bad experience longer touch app begin starting paid subscription 1 star feel like manipulated within 20 second loading app,1
Really good app no matter how many times I uninstalled it I just find myself installing it again.. The features are great but one thing disturbing me is that can you also add a habit feature (or is there one already?) with offline feature cause it's a hassle to always connect to the internet specially in our area where it's too costly to have internet at times,really good app matter many time uninstalled find installing feature great one thing disturbing also add habit feature one already offline feature cause hassle always connect internet specially area costly internet time,1
"Can't do anything without a premium account. Uninstalled this app ages ago and I keep getting emails from them, but whenever I try to unsubscribe it takes me to an error page and the link on that page to report the issue takes me to some other random website that has nothing to do with this and I'm sick and tired of these emails!!!! Leave me alone!",cant anything without premium account uninstalled app age ago keep getting email whenever try unsubscribe take error page link page report issue take random website nothing im sick tired email leave alone,1
"I enjoy the app with all its features, but I have opted for a monthly premium subscription. The payment has gone through but I just receive an error saying ""Your order is processing, your item will be available in a few minutes."" its been like that for 2 days. Please assist and if it's resolved I will change my rating to 5 star.",enjoy app feature opted monthly premium subscription payment gone receive error saying order processing item available minute like 2 day please assist resolved change rating 5 star,1
"Great app! I dont know about the long term benefits just yet but I've been updating it regularly. However, everytime I open it a second time it doesn't load and I have to shut it down from the background apps and reopen. A little frustrating but this app comes from a good place. Thank you!",great app dont know long term benefit yet ive updating regularly however everytime open second time doesnt load shut background apps reopen little frustrating app come good place thank,1
"Instantly uninstalled because the free content is poor. Just want to find a good self help app that doesnt cost the earth , or at least one that has decent free content and doesnt immediately shove the premium content in your face. We can't all afford to pay for apps like this especially when they are so overpriced",instantly uninstalled free content poor want find good self help app doesnt cost earth least one decent free content doesnt immediately shove premium content face cant afford pay apps like especially overpriced,1
"Exciting concept, disappointing outcome. Put it on 5 iOS and Android devices, created a basic account and seeing nothing to the contrary left to assume syncing was built in (have yet to see a settings resource for any such purpose). opening screen jumps right in and later I realize that nothing showed up on my other devices, wrote to support about five hours ago and don't even know it they received it. one reviewer said something like 'great app but overwhelmed support.' That is my thinking too.",exciting concept disappointing outcome put 5 io android device created basic account seeing nothing contrary left assume syncing built yet see setting resource purpose opening screen jump right later realize nothing showed device wrote support five hour ago dont even know received one reviewer said something like great app overwhelmed support thinking,1
"Hi. I was really happy to download this app and it was great withnthe setup of the app, butnthen in less then a week things got locked and now everyting needs to be paid. I can now only use it mood. Its great,but im not spending money to unlock things that were open before just because they want money. I would recommend but be on the watch. Nce app, changes fast.",hi really happy download app great withnthe setup app butnthen less week thing got locked everyting need paid use mood greatbut im spending money unlock thing open want money would recommend watch nce app change fast,1
"Remente has many pay-to-access features which may turn some off, but there are still many things to do for free. I wouldn't normally pay for an app like this, but I think I might soon make an exception. The app has helped me to lose weight and be more confident, which is what I know many of us are looking for. In doubt? Try the app. See if it's for you.",remente many paytoaccess feature may turn still many thing free wouldnt normally pay app like think might soon make exception app helped lose weight confident know many u looking doubt try app see,1
Its been super helpful to me in many ways! i would give in five stars if the free version would at least let you plan for the next day. Im choosing to upgrade anyway and but the premium but i would have bought it sooner if I was allowed to plan a day ahead and experience the feeling of being prepared as well as the feeling of accomplishment,super helpful many way would give five star free version would least let plan next day im choosing upgrade anyway premium would bought sooner allowed plan day ahead experience feeling prepared well feeling accomplishment,1
I think this app has the potential to be great but I can't get a free trial and I'm afraid I'm not really that into paying £12.99 a month. It's a bit high to be honest. I really like the concept and would have definitely subscribed if it was cheaper but I can't justify the price. Shame.,think app potential great cant get free trial im afraid im really paying 1299 month bit high honest really like concept would definitely subscribed cheaper cant justify price shame,1
"I love the app so far except one BIG thing! Access to my own personal data! Once I logged things, everything that is in the past is locked behind a paywall! I understand locking the future days behind a paywall but it shouldn't be the case with what I have personally written!! I want my notes back!",love app far except one big thing access personal data logged thing everything past locked behind paywall understand locking future day behind paywall shouldnt case personally written want note back,1
"I paid the $75 upfront instead of the subscription, because I hate having subscriptions. Anyway though, it's definitely worth it. It's the first time I've actually kept up with updating a self help app. It's easy to use and I like the tracking. Would recommend.",paid 75 upfront instead subscription hate subscription anyway though definitely worth first time ive actually kept updating self help app easy use like tracking would recommend,1
I haven't had the chance to really explore this app because it crashed so often and I find I can't use it for the entire day. It'll crash one day and work the next which makes it very unreliable for working in long term plans and self improvement.,havent chance really explore app crashed often find cant use entire day itll crash one day work next make unreliable working long term plan self improvement,1
"would be great but had to get rid of it. it does not stop sending notifications! I get them all through the day at work and non stop at home, I sometimes get a notification from the app followed immediately by an email from it saying the same thing",would great get rid stop sending notification get day work non stop home sometimes get notification app followed immediately email saying thing,1
"After the intro, it wouldn't let me get past the Premium subscription window. No matter how much I press the X button, or restart it, I still cannot get past it. I mean, I will not pay money first BEFORE i even get to see what the app is about. So, sorry. Uninstalling.",intro wouldnt let get past premium subscription window matter much press x button restart still cannot get past mean pay money first even get see app sorry uninstalling,1
"cool concept but way too pushy with the over priced ""premium account"". All of the somewhat cool goals/resources are locked unless you want to pay a ridiculous amount of money for an app. it's a cool idea but unless you plan to fork out money it's a waste of space app.",cool concept way pushy priced premium account somewhat cool goalsresources locked unless want pay ridiculous amount money app cool idea unless plan fork money waste space app,1
"None of the plans or goals seemed very targeted, all very vague life style magazine like. The better ones seem all premium. UI is pretty but poorly thought out and likely hasn't been tested outside of the dev team as it's very unintuative in places",none plan goal seemed targeted vague life style magazine like better one seem premium ui pretty poorly thought likely hasnt tested outside dev team unintuative place,1
"Full of grammatical errors, run-on sentences, and spelling mistakes. I was too distracted by it to get much out of the app. I think the app has potential and may be on to something, but the many errors makes one question the credibility of the authors.",full grammatical error runon sentence spelling mistake distracted get much app think app potential may something many error make one question credibility author,1
"Edit: Was finally able to get into the app, not to try it out 😊 Is this a premium only app? I can't get past the beginning screen that prompts you to buy the premium, extremely annoying. When I try and hit the X to get out it doesn't work, and even when I hit the buy button it doesn't work and I'm just stuck on that Damn screen.",edit finally able get app try premium app cant get past beginning screen prompt buy premium extremely annoying try hit x get doesnt work even hit buy button doesnt work im stuck damn screen,1
"Great app, the concept of converting goals to to-do lists is amazing, but it bugs a lot. Often changes and entries don't show until I close and reopen the app. Subscription keeps getting cancelled.",great app concept converting goal todo list amazing bug lot often change entry dont show close reopen app subscription keep getting cancelled,1
"it's been wonderfully helpful but the widget has been on the fritz lately. Ended up just uninstalling it and simply using the app. Hope they fix it soon, it's been a life saver! Update: contacted as requested. No reply and no improvement in the widget.",wonderfully helpful widget fritz lately ended uninstalling simply using app hope fix soon life saver update contacted requested reply improvement widget,1
"Used to like this app very much but now it stucks in a white blank page saying ""Remente cannot run without an up-to-date version of google play services."" I Googled it and fixed this issue by clearing play services cache and storage data. But after a week..here we go again and this method is not working for me anymore.",used like app much stucks white blank page saying remente cannot run without uptodate version google play service googled fixed issue clearing play service cache storage data weekhere go method working anymore,1
"In more recent times, Remente keeps stopping as soon as I try to open it. This makes it unusable unless the app is reinstalled, but even then this keeps happening and I end up having to reinstall it again. It's a good app, but only when you can actually use it. Deveopers, please do something about this.",recent time remente keep stopping soon try open make unusable unless app reinstalled even keep happening end reinstall good app actually use deveopers please something,1
"I actually really enjoy this app. I look forward to using this app. I just wish it was a bit cheaper to access the premium, because I sooooo would buy it. And more free resources for finances as well. This is the best self growth/development app I have tried so far (and I have tried many!!!!) This is the only one I have stuck to for more than a week!!!",actually really enjoy app look forward using app wish bit cheaper access premium sooooo would buy free resource finance well best self growthdevelopment app tried far tried many one stuck week,1
"BE OPEN ABOUT PREMIUM. There's no free (or obviously free) content. It's premium only. Some of the app's content is very basic and involves downloading other apps. (e.g download a walking app, walk x amount of steps.) Could be a lot better for something that boasts to be made/designed/influenced by professionals. Please delete my information from your system in order with the GDPR",open premium there free obviously free content premium apps content basic involves downloading apps eg download walking app walk x amount step could lot better something boast madedesignedinfluenced professional please delete information system order gdpr,1
"READ BEFORE INSTALLING-This app is just ridiculously poor. even the app in its self everytime I press on the app or press ''open'' on google play store once it's installed, it would first of all say ''Remente can not open'' then there would be the choice of reopening so of course thats what I press. Then something pops up onto my screen saying ''Remente can not open please close app'' I don't know if this is just to do with 'my' device or the app but i'd really like if this could stop..",read installingthis app ridiculously poor even app self everytime press app press open google play store installed would first say remente open would choice reopening course thats press something pop onto screen saying remente open please close app dont know device app id really like could stop,1
"Not enough free items. I wouldn't mind having ads so I can see which tasks I completed yesterday. Also, it would be good to access a list of articles I haven't finished reading. I'm enjoying using in though.",enough free item wouldnt mind ad see task completed yesterday also would good access list article havent finished reading im enjoying using though,1
"Useful things on here, most of which are behind an astronomically high paywall. $250 to be able to see what I did yesterday? You mean I get to be charged that much to view information I ALREADY entered into the app? No ability to plan things on a monthly schedule, options are only up to a week, with or without a huge paywall. I think I'll pass.",useful thing behind astronomically high paywall 250 able see yesterday mean get charged much view information already entered app ability plan thing monthly schedule option week without huge paywall think ill pas,1
"I really like the app so far, but of course they are already asking for money after barely being able to do anything. it's a shame because if apps like this were for free, people would be able to work on mental health issues while being stuck at home during COVID. I have no job and no insurance so I can't even seek help if I wanted to.",really like app far course already asking money barely able anything shame apps like free people would able work mental health issue stuck home covid job insurance cant even seek help wanted,1
"This is a great app, it looks good but because so many things are in the premium thing, I won't be able to enjoy it very much. Especially the Goals part, that was something I was looking forward to and the mainly reason why I downloaded this app. Wanted to try the 7 days free but if I did, I knew I would want to subscribe, but that's something I can't do at the moment... I'm an high school student, so, yeah.",great app look good many thing premium thing wont able enjoy much especially goal part something looking forward mainly reason downloaded app wanted try 7 day free knew would want subscribe thats something cant moment im high school student yeah,1
Descent app. UI extremely clunky and cluttered. The unlock price is outrageous. The subscription hustle is the new dope trade peddling. I've tried similar apps and preferred Inpowr. Much cleaner UI. Straight forward. Clear ratings of your standings. Clear goals for improvemen. Check Inpowr app out vs This crud,descent app ui extremely clunky cluttered unlock price outrageous subscription hustle new dope trade peddling ive tried similar apps preferred inpowr much cleaner ui straight forward clear rating standing clear goal improvemen check inpowr app v crud,1
"I used to be able to write free-form journal entries. Where did those go? I can still go back and see the old entries, but the ability to write new journal entries (without first entering mood tracking) seems to have disappeared. What gives? Edit: it's back! Thank you",used able write freeform journal entry go still go back see old entry ability write new journal entry without first entering mood tracking seems disappeared give edit back thank,1
I have downloaded this app just 2 days ago. I liked its idea thats why I have applied for premium subscription & completed the payment procedure yesterday. But although subscription fee has debited from my account still I haven't got any confirmation about it. It is saying that google pay hasn't some features in your area. Then why my money got debited? & the debited money is not small amount. I have mailed the customer support but haven't got any reply. Expecting the reply & the solution.,downloaded app 2 day ago liked idea thats applied premium subscription completed payment procedure yesterday although subscription fee debited account still havent got confirmation saying google pay hasnt feature area money got debited debited money small amount mailed customer support havent got reply expecting reply solution,1
"All was good until you put a paywall to access my journal, my mood from previous days. You guys are preventing me to see my own personal entries, locking them behind a premium subscription?? Are you serious? It seems that you're scraping data, monitoring moods of so many people out there for your personal benefit. To me this feels immoral. Too bad because I was just about to recommend this app to my friend.",good put paywall access journal mood previous day guy preventing see personal entry locking behind premium subscription serious seems youre scraping data monitoring mood many people personal benefit feel immoral bad recommend app friend,1
"I got the premium membership for 1 month today, to give it a try. I have tried the free version long time ago, but definitely today is when I have decided to seriously take action in my life and to do something. And since I started using this app at the beginning I thought already that this app has almost everything (for now...) to make you feel like you are being in control of your life. (I wasn't agree with the price) But now I do really recommend it because it guide you like any other app.",got premium membership 1 month today give try tried free version long time ago definitely today decided seriously take action life something since started using app beginning thought already app almost everything make feel like control life wasnt agree price really recommend guide like app,1
"Very supportive, while still leaving enough room such that you are really getting better on your own. Great design, but has some grammatical errors and typos.",supportive still leaving enough room really getting better great design grammatical error typo,1
"App itself was great but isnt working now for days, simply a blank white screen. Have uninstalled and reinstalled and restarted my phone etc multiple times but no joy. Emailed support and no reply! Is anyone able to help??? UPDATE: STILL NO RESPONSE FROM REMENTE, STILL NOT LOADING",app great isnt working day simply blank white screen uninstalled reinstalled restarted phone etc multiple time joy emailed support reply anyone able help update still response remente still loading,1
"I was very happy with the app until I decided to pay for the yearly subscription..... They took my money immediately and then ""updated my app"" to the same thing, despite having receipts via email and Google Play Subscription Manager.",happy app decided pay yearly subscription took money immediately updated app thing despite receipt via email google play subscription manager,1
Sorry but it is not free. You can set one goal. Everything else is behind the pay wall. There is no trial phase or a extreme discount like 1 dollar for the first month. I cannot test the app to buy a subscription without this. 2/5,sorry free set one goal everything else behind pay wall trial phase extreme discount like 1 dollar first month cannot test app buy subscription without 25,1
"However, the app and the content is good enough, I cannot recommend to go for premium as I miss the daily video sessions after an OS upgrade (Android 11 on S10e). Even disappointing that Remente Support does not answer on my claims in the last months.",however app content good enough cannot recommend go premium miss daily video session o upgrade android 11 s10e even disappointing remente support answer claim last month,1
"I liked remente very much, but it no longer allows me to access it and shows this message ((remente cannot run without an up-to-date version of googlepaly services)) while I have the latest update of remente from google play. I downloaded .",liked remente much longer allows access show message remente cannot run without uptodate version googlepaly service latest update remente google play downloaded,1
Great way to track. Have to pick mood before typing as I can't shut the keyboard and it blocks choices. But premise and workflow are solid.,great way track pick mood typing cant shut keyboard block choice premise workflow solid,1
"It wasn't very long at all (within hours) of posting my review before support responded asking me to email them. I did so with a bit of reserve, having already been in contact with paypal (showed no concern and very short) and google and (has yet to respond) neither helpful at all. I had a response within the hour and a refund to my account within 2. I am so very grateful for Andreas - Remente Support for seeing the urgency of the situation and fixing immediately ****update**** Canceled the app a year ago and thought nothing more of it until blindsided with $50.28 GONE from my account that was sent to me for food during a global pandemic since being ordered to stay home when the restaurant I am a server at reduced hours to nothing. GIVE THE MONEY YOU TOOK BACK!!!",wasnt long within hour posting review support responded asking email bit reserve already contact paypal showed concern short google yet respond neither helpful response within hour refund account within 2 grateful andreas remente support seeing urgency situation fixing immediately update canceled app year ago thought nothing blindsided 5028 gone account sent food global pandemic since ordered stay home restaurant server reduced hour nothing give money took back,1
"I love the app, recently l have been facing a problem while I am trying to open the app. It give me a message: can't be run without an up-to-date version of google play service. When i open google play it is the last version avaliable in the store. Can you determine the version number of google service I need for the app. Thanks",love app recently l facing problem trying open app give message cant run without uptodate version google play service open google play last version avaliable store determine version number google service need app thanks,1
The only black spot is the user can't link the goals with the life wheel. It could be more meaningful if each goal had a specific purpose in the wheel.,black spot user cant link goal life wheel could meaningful goal specific purpose wheel,1
"I love it, it is exactly what I needed. however it makes me discouraged that you have to pay for so many courses. i won't be able to get premium. So im anxious that I won't be able to utilize what I need and it will be frustrating to have to lose what works for you.",love exactly needed however make discouraged pay many course wont able get premium im anxious wont able utilize need frustrating lose work,1
Doesn't say anywhere (that I could see) before downing that this app isn't free. It annoyes me that you always need to get the credit card information before you've even tried the free trial.,doesnt say anywhere could see downing app isnt free annoyes always need get credit card information youve even tried free trial,1
"Would like something like this to be a paid app instead of forcing me to make an account before telling me that I have to pay an absurd amount of money (whilst paying is to be expected for good services, they ask you to pay min. 60$ to max. 365$ depending on your plan) when I don't even know if it will even work for me. The satisfied customer review saying ""I'm a real person and this works"" doesn't exactly convince me and nobody should settle for trusting such a bot-like review. Sketchy af tbh.",would like something like paid app instead forcing make account telling pay absurd amount money whilst paying expected good service ask pay min 60 max 365 depending plan dont even know even work satisfied customer review saying im real person work doesnt exactly convince nobody settle trusting botlike review sketchy af tbh,1
It takes too long to load it gets me frustrated I would really like to try but every time I enter my info and submit it takes a while to load and I give up because I have other things to do,take long load get frustrated would really like try every time enter info submit take load give thing,1
I love this app but it hasn't worked since it updated on my phone recently. I just get a white screen when trying to open it. I have uninstalled and reinstalled and it doesn't help. 😞,love app hasnt worked since updated phone recently get white screen trying open uninstalled reinstalled doesnt help,1
"Edit: I did love it, it's now displaying the goals I've created in the wrong order. It's fine for a few days and then they're out of sync. I wish I could get a refund. It's gone from helping me to stressing me out.",edit love displaying goal ive created wrong order fine day theyre sync wish could get refund gone helping stressing,1
like it very much. step by step teaching and training. i can create my own goals snd my own tactics. excellent.,like much step step teaching training create goal snd tactic excellent,1
"I can't even sign up. I either get ""it seems like your device is offline"" - which of course isn't true- or ""unknown error occurred"" :(",cant even sign either get seems like device offline course isnt true unknown error occurred,1
Did it always have that owl sound when sending notifications? I have heard it twice without knowing where it was coming from and freaked out. It's ominous.,always owl sound sending notification heard twice without knowing coming freaked ominous,1
Worthless Premium prices are ridiculous and free features are non existent. The app tries to sell a curated version of WikiHow with prices of a personal coach. Good for oil barons who are too dumb to write a to-do list for themselves or use Google to find articles on how to stop eating sugar.,worthless premium price ridiculous free feature non existent app try sell curated version wikihow price personal coach good oil baron dumb write todo list use google find article stop eating sugar,1
"I tried to log in for 20 minutes and it still doesn't work. Please, fix it! Edit: i installed it back after 6 months and logging in works now",tried log 20 minute still doesnt work please fix edit installed back 6 month logging work,1
thanks alot.. please add font size option to the app.. to choose the appropriate interface we use.. cause the font small.. and that direct me to leave the app 🙏🌷,thanks alot please add font size option app choose appropriate interface use cause font small direct leave app,1
The app was perfect at first until the widget stopped showing my task list.It would just become blank.The problem persisted even after reinstalling it multiple times.,app perfect first widget stopped showing task listit would become blankthe problem persisted even reinstalling multiple time,1
"I cant get past the 3ed page I've tried swiping uninstall and reinstalling it resting my phone I rly wanted this app but once I logged in I couldn't get past the 3ed page of ""lifes beautiful when you know were your going""",cant get past 3ed page ive tried swiping uninstall reinstalling resting phone rly wanted app logged couldnt get past 3ed page life beautiful know going,1
Was a 5 star. Then they started spamming me for an upgrade every 2 seconds. Make a lite version and leave me alone damn.,5 star started spamming upgrade every 2 second make lite version leave alone damn,1
"Can you please allow shrinking widgets? There's so much extra space around the day plan, and it's a simple list there's no reason it shouldn't be allowed smaller",please allow shrinking widget there much extra space around day plan simple list there reason shouldnt allowed smaller,1
$43 per year? Really??? I'M tired of overpriced GPS APPS. I DO NOT RECOMMEND DUE TO THE HIGH ANNUAL COST.,43 per year really im tired overpriced gps apps recommend due high annual cost,1
Would be a 5 if the journal feature was a real journal. Could you guys add a bullet journal feature?,would 5 journal feature real journal could guy add bullet journal feature,1
The articles set out as Resources are very helpful. For me at least.,article set resource helpful least,1
Just installed and attempted to make a profile. It's been glitchy and hasn't let me get past this point,installed attempted make profile glitchy hasnt let get past point,1
(Edit) Wow. Really quick response. Gotta hand it to you guys. You really work round the clock.,edit wow really quick response gotta hand guy really work round clock,1
Practically useless if you don't give them money. The second I tried to do anything past their assessment (Which tells you nothing) it makes you pay to even choose something to work on. Not at all worth it,practically useless dont give money second tried anything past assessment tell nothing make pay even choose something work worth,1
Really good but would like option of goal icons & color choice.,really good would like option goal icon color choice,1
Could use some more tools and to helping and more variety of options to help,could use tool helping variety option help,1
Saves me o lot of time off multi paper lists flying everywhere!,save lot time multi paper list flying everywhere,1
It has made me feel like I am being heard when I need help even when others wont listen and has shown me my own improvements and what I need to work on.,made feel like heard need help even others wont listen shown improvement need work,1
Just getting my feet wet but I am super excited and optomistic about this program.,getting foot wet super excited optomistic program,1
Doesn't have the mountain with flags representing your goals anymore.,doesnt mountain flag representing goal anymore,1
I like it so far but idk if I should be doing 5 dollars a month ATM. I know I can do it but I need to save money,like far idk 5 dollar month atm know need save money,1
i am not okay with your privacy policy. It pains me to see 1M people downloading this app and consenting to their data PLUS their contacts data being used for profiling and marketing... please read the privacy policy before giving consent yall...,okay privacy policy pain see 1m people downloading app consenting data plus contact data used profiling marketing please read privacy policy giving consent yall,1
"Just started but really like it so far, starting a new chapter in life",started really like far starting new chapter life,1
the newest update won't let me journal the way i want.,newest update wont let journal way want,1
