Review,Feature
"Awful. The previous version of the app was awesome - so good, been using it for ages - will now not be subscribing. Hideous new interface, difficult to use, super clunky - got to fill out things in the mood thing then go back to the journal thing. Horrible, time consuming, and actually a bit ugly, totally overpriced. You RUINED it. Turn it baaaack! I rely on this so much but only use a small part of it. Happy to pay for just that. Really upset.","Review -> Mood Tracker, Journal, Goal Achievement, Customization/Payment Options"
The customer service is great and it's a nifty app that has a great UI and does what it does well. It's just really annoying though for forgetting I'm a premium user. I paid for it via a link given by the app (for a reduced fee) but now I find I keep having to ask customer support. It then seems to be resolved only for it to be taken away again. It's an experience not all customers will go through but it's just been seemingly going in circles somewhat,"Review -> Payment Processing, User Account Management, Customer Support, Premium User Features"
"Love the look of the new update! And the developer is such a nice person :) (I told him the word ""resources"" in the menu doesn't quite fit on my phone screen - the ""s"" at the end puts itself on a new line which looks odd - and he emailed back to say he's gonna fix it! They've taken on previous feedback/ideas I've given too which is so cool!) But yeh love the app and so happy you've changed the headings to include day of month and date!","Review -> Menu, Headings, Date Display, Goal Achievement, Feedback Mechanism, User Interface"
"At the start I would have given it 5 stars. I actually really enjoyed the daily video session and that's what made me sign up in the first place. I'm now a couple of months in and the video sessions have stopped, I just get a quote instead. I've unsubscribed and annoyed I had to pay for the whole year already and the main reason I got it (the short daily video) is now no longer there.",Review -> Daily Video Sessions
"This is the worst self help app I have ever come across. because the content is good, overall experience is superb, but everything (yes, even the most basic ""getting started"" courses) are behind a paywall. when quizzed on why is this the case, the support agent lied and said some of them are free but when I checked, not a single course in the highlighted courses is free. i would give it 5 stars if you gave enough value in free plan. Instead you guys lied to me and frustated the hell out of me.","Review -> Courses, Free Plan, Paywall, Getting Started Courses, Support Agent, Highlighted Courses"
"If you have executive dysfunction issues, give this one a miss. Came back to this app after using it a couple of years ago, and I could not even get through the first Daily Remente session: it's a video that you can't skip, rewind, or speed up, with a presenter who seems absolutely lovely but talks very slowly and deliberately. I have no idea what she was trying to tell me, I can't find a way to switch to a transcript or text-only mode (there are subtitles but they're so slow it's even worse.)","Review -> Daily Remente session, Video playback control (skip, rewind, speed up), Transcript or text-only mode"
"Having completed the initial questionnaire, I was then asked to sign up for a premuim membership. Although that screen had the option to dismiss it, it didn't work and I couldn't get into the app to try it out. It doesn't look like a subscription is mandatory but, unless that screen can be dismissed, it might as well be, and I'm not paying Â£12 to try out an app that might not do what I need it to.","Review -> Free Trial, Subscription Model, Mandatory Payment, Dismiss Option, App Accessibility"
purchased the premium version and was sadly disappointed. the resources are ok but not great and in my opinion badly narrated. the app kept crashing while trying to write in the journal to the point that I had to restart my phone. massively over priced. also customer support sucks as I didn't even get a reply about the crashing issue. subscription cancelled!,"Review -> Journal, Resources, Customer Support, Subscription Management, App Stability"
"Hi, I really like Remente. However, lately it is getting more and more annoying because of the frequent crashes. It happens ever since the last visual update (plus I prefered the previous one, I found it more user friendly). Please, do something about it. Thank you!","Review -> Stability/Performance, User Interface"
"I honestly didn't get very far. Any app that forces you to sign up for regular payments before you have a chance to see what it is about automatically gets deleted. If you're forcing payment, make people pay for the app before they download it. This might be great but I've had bad experiences, so will no longer touch any app that begins by starting a paid subscription for you. 1 star because it feels like I was being manipulated within 20 seconds of loading the app.","Review -> Subscription Model, Free Trial/Payment Gateway"
Really good app no matter how many times I uninstalled it I just find myself installing it again.. The features are great but one thing disturbing me is that can you also add a habit feature (or is there one already?) with offline feature cause it's a hassle to always connect to the internet specially in our area where it's too costly to have internet at times,"Review -> Habit Feature, Offline Feature, Goal Achievement, Building Good Habits"
"Can't do anything without a premium account. Uninstalled this app ages ago and I keep getting emails from them, but whenever I try to unsubscribe it takes me to an error page and the link on that page to report the issue takes me to some other random website that has nothing to do with this and I'm sick and tired of these emails!!!! Leave me alone!","Review -> Unsubscription process, Premium account requirements, Email management"
"I enjoy the app with all its features, but I have opted for a monthly premium subscription. The payment has gone through but I just receive an error saying ""Your order is processing, your item will be available in a few minutes."" its been like that for 2 days. Please assist and if it's resolved I will change my rating to 5 star.","Review -> Payment Processing, Subscription Management"
"Great app! I dont know about the long term benefits just yet but I've been updating it regularly. However, everytime I open it a second time it doesn't load and I have to shut it down from the background apps and reopen. A little frustrating but this app comes from a good place. Thank you!","Review -> App Launch/Loading, Background App Management, Regular Updates"
"Instantly uninstalled because the free content is poor. Just want to find a good self help app that doesnt cost the earth , or at least one that has decent free content and doesnt immediately shove the premium content in your face. We can't all afford to pay for apps like this especially when they are so overpriced","Review -> Free Content, Premium Content, Pricing, In-App Purchases, Free Trial/Version"
"Exciting concept, disappointing outcome. Put it on 5 iOS and Android devices, created a basic account and seeing nothing to the contrary left to assume syncing was built in (have yet to see a settings resource for any such purpose). opening screen jumps right in and later I realize that nothing showed up on my other devices, wrote to support about five hours ago and don't even know it they received it. one reviewer said something like 'great app but overwhelmed support.' That is my thinking too.","Review -> Syncing across devices, Support, Settings resource"
"Hi. I was really happy to download this app and it was great withnthe setup of the app, butnthen in less then a week things got locked and now everyting needs to be paid. I can now only use it mood. Its great,but im not spending money to unlock things that were open before just because they want money. I would recommend but be on the watch. Nce app, changes fast.","Review -> Goal Achievement, Self-Awareness, Mood Management"
"Remente has many pay-to-access features which may turn some off, but there are still many things to do for free. I wouldn't normally pay for an app like this, but I think I might soon make an exception. The app has helped me to lose weight and be more confident, which is what I know many of us are looking for. In doubt? Try the app. See if it's for you.","Review -> Goal Achievement, Self-Awareness, Weight Loss"
Its been super helpful to me in many ways! i would give in five stars if the free version would at least let you plan for the next day. Im choosing to upgrade anyway and but the premium but i would have bought it sooner if I was allowed to plan a day ahead and experience the feeling of being prepared as well as the feeling of accomplishment,"Review -> Goal Achievement, Time Management, Planning"
I think this app has the potential to be great but I can't get a free trial and I'm afraid I'm not really that into paying Â£12.99 a month. It's a bit high to be honest. I really like the concept and would have definitely subscribed if it was cheaper but I can't justify the price. Shame.,"Review -> Free Trial, Pricing"
"I love the app so far except one BIG thing! Access to my own personal data! Once I logged things, everything that is in the past is locked behind a paywall! I understand locking the future days behind a paywall but it shouldn't be the case with what I have personally written!! I want my notes back!","Review -> Data Export/Access, Subscription Model, Note-Taking/Journaling Feature"
"I paid the $75 upfront instead of the subscription, because I hate having subscriptions. Anyway though, it's definitely worth it. It's the first time I've actually kept up with updating a self help app. It's easy to use and I like the tracking. Would recommend.","Review -> Tracking, Easy to use, Updating a self help app, Goal Achievement"
I haven't had the chance to really explore this app because it crashed so often and I find I can't use it for the entire day. It'll crash one day and work the next which makes it very unreliable for working in long term plans and self improvement.,"Review -> Stability/Reliability, Long-term Planning"
"would be great but had to get rid of it. it does not stop sending notifications! I get them all through the day at work and non stop at home, I sometimes get a notification from the app followed immediately by an email from it saying the same thing",Review -> Notifications feature
"After the intro, it wouldn't let me get past the Premium subscription window. No matter how much I press the X button, or restart it, I still cannot get past it. I mean, I will not pay money first BEFORE i even get to see what the app is about. So, sorry. Uninstalling.","Review -> Free Trial or Demo, Subscription Model, Intro or Onboarding Process"
"cool concept but way too pushy with the over priced ""premium account"". All of the somewhat cool goals/resources are locked unless you want to pay a ridiculous amount of money for an app. it's a cool idea but unless you plan to fork out money it's a waste of space app.","Review -> Goal Achievement, Premium Account"
"None of the plans or goals seemed very targeted, all very vague life style magazine like. The better ones seem all premium. UI is pretty but poorly thought out and likely hasn't been tested outside of the dev team as it's very unintuative in places","Review -> Goal Achievement, User Interface, Content Quality, Premium Features"
"Full of grammatical errors, run-on sentences, and spelling mistakes. I was too distracted by it to get much out of the app. I think the app has potential and may be on to something, but the many errors makes one question the credibility of the authors.","Review -> Content Quality, Credibility of Authors, Overall User Experience"
"Edit: Was finally able to get into the app, not to try it out ð Is this a premium only app? I can't get past the beginning screen that prompts you to buy the premium, extremely annoying. When I try and hit the X to get out it doesn't work, and even when I hit the buy button it doesn't work and I'm just stuck on that Damn screen.","Review -> Premium Subscription, Navigation/Onboarding, Payment Processing, Free Trial/Version"
"Great app, the concept of converting goals to to-do lists is amazing, but it bugs a lot. Often changes and entries don't show until I close and reopen the app. Subscription keeps getting cancelled.","Review -> Goal Achievement, Subscription Management, Data Persistence"
"it's been wonderfully helpful but the widget has been on the fritz lately. Ended up just uninstalling it and simply using the app. Hope they fix it soon, it's been a life saver! Update: contacted as requested. No reply and no improvement in the widget.","Review -> Widget, App"
"Used to like this app very much but now it stucks in a white blank page saying ""Remente cannot run without an up-to-date version of google play services."" I Googled it and fixed this issue by clearing play services cache and storage data. But after a week..here we go again and this method is not working for me anymore.","Review -> None (The review mentions an issue with Google Play Services, which is not a feature of the Remente app itself, but rather a dependency)"
"In more recent times, Remente keeps stopping as soon as I try to open it. This makes it unusable unless the app is reinstalled, but even then this keeps happening and I end up having to reinstall it again. It's a good app, but only when you can actually use it. Deveopers, please do something about this.","Review -> App Launch/Startup, Stability/Reliability"
"I actually really enjoy this app. I look forward to using this app. I just wish it was a bit cheaper to access the premium, because I sooooo would buy it. And more free resources for finances as well. This is the best self growth/development app I have tried so far (and I have tried many!!!!) This is the only one I have stuck to for more than a week!!!","Review -> Premium Access, Financial Resources, Goal Achievement, Self-Awareness, Habit Building, Courses, Tools, Advice, Digital Life Coach, Personal Development, Stress Management, Sleep Improvement, Inspiration, Motivation, Efficiency, Prioritization, Time Management, Leadership, Communication, Decision Making"
"BE OPEN ABOUT PREMIUM. There's no free (or obviously free) content. It's premium only. Some of the app's content is very basic and involves downloading other apps. (e.g download a walking app, walk x amount of steps.) Could be a lot better for something that boasts to be made/designed/influenced by professionals. Please delete my information from your system in order with the GDPR","Review -> Goal Achievement, Self-Awareness, Time Management, Stress Management 
Review -> Content Variety, Downloadable Content, Professional Expertise 
Review -> Data Privacy, User Information Management"
"READ BEFORE INSTALLING-This app is just ridiculously poor. even the app in its self everytime I press on the app or press ''open'' on google play store once it's installed, it would first of all say ''Remente can not open'' then there would be the choice of reopening so of course thats what I press. Then something pops up onto my screen saying ''Remente can not open please close app'' I don't know if this is just to do with 'my' device or the app but i'd really like if this could stop..","Review -> App Launch, Stability, Error Handling"
"Not enough free items. I wouldn't mind having ads so I can see which tasks I completed yesterday. Also, it would be good to access a list of articles I haven't finished reading. I'm enjoying using in though.","Review -> Task Management, Reading List, Advertisement Option"
"Useful things on here, most of which are behind an astronomically high paywall. $250 to be able to see what I did yesterday? You mean I get to be charged that much to view information I ALREADY entered into the app? No ability to plan things on a monthly schedule, options are only up to a week, with or without a huge paywall. I think I'll pass.","Review -> Goal Achievement, Time Management, Self-Awareness, View History"
"I really like the app so far, but of course they are already asking for money after barely being able to do anything. it's a shame because if apps like this were for free, people would be able to work on mental health issues while being stuck at home during COVID. I have no job and no insurance so I can't even seek help if I wanted to.","Review -> Free Version, Mental Health Features, Goal Achievement, Stress Management, Self-Awareness"
"This is a great app, it looks good but because so many things are in the premium thing, I won't be able to enjoy it very much. Especially the Goals part, that was something I was looking forward to and the mainly reason why I downloaded this app. Wanted to try the 7 days free but if I did, I knew I would want to subscribe, but that's something I can't do at the moment... I'm an high school student, so, yeah.","Review -> Goals, Premium Features, 7-Day Free Trial"
Descent app. UI extremely clunky and cluttered. The unlock price is outrageous. The subscription hustle is the new dope trade peddling. I've tried similar apps and preferred Inpowr. Much cleaner UI. Straight forward. Clear ratings of your standings. Clear goals for improvemen. Check Inpowr app out vs This crud,"Review -> User Interface, Pricing Model, Subscription Model, Goal Setting, Progress Tracking, Ratings System 
Review -> User Interface, Goal Setting, Progress Tracking, Ratings System, Subscription Model, Pricing Model"
"I used to be able to write free-form journal entries. Where did those go? I can still go back and see the old entries, but the ability to write new journal entries (without first entering mood tracking) seems to have disappeared. What gives? Edit: it's back! Thank you","Review -> Journaling, Mood Tracking"
I have downloaded this app just 2 days ago. I liked its idea thats why I have applied for premium subscription & completed the payment procedure yesterday. But although subscription fee has debited from my account still I haven't got any confirmation about it. It is saying that google pay hasn't some features in your area. Then why my money got debited? & the debited money is not small amount. I have mailed the customer support but haven't got any reply. Expecting the reply & the solution.,"Review -> Payment Processing, Subscription Management, Customer Support, Google Pay Integration"
"All was good until you put a paywall to access my journal, my mood from previous days. You guys are preventing me to see my own personal entries, locking them behind a premium subscription?? Are you serious? It seems that you're scraping data, monitoring moods of so many people out there for your personal benefit. To me this feels immoral. Too bad because I was just about to recommend this app to my friend.","Review -> Journal, Mood Tracking, Premium Subscription"
"I got the premium membership for 1 month today, to give it a try. I have tried the free version long time ago, but definitely today is when I have decided to seriously take action in my life and to do something. And since I started using this app at the beginning I thought already that this app has almost everything (for now...) to make you feel like you are being in control of your life. (I wasn't agree with the price) But now I do really recommend it because it guide you like any other app.","Review -> Goal Achievement, Self-Awareness, Time Management, Guidance"
"Very supportive, while still leaving enough room such that you are really getting better on your own. Great design, but has some grammatical errors and typos.","Review -> Goal Achievement, Self-Awareness, Personal Development Tools"
"App itself was great but isnt working now for days, simply a blank white screen. Have uninstalled and reinstalled and restarted my phone etc multiple times but no joy. Emailed support and no reply! Is anyone able to help??? UPDATE: STILL NO RESPONSE FROM REMENTE, STILL NOT LOADING","Review -> Application Launch, Customer Support, Error Handling"
"I was very happy with the app until I decided to pay for the yearly subscription..... They took my money immediately and then ""updated my app"" to the same thing, despite having receipts via email and Google Play Subscription Manager.","Review -> Subscription Management, Payment Processing, App Updates"
Sorry but it is not free. You can set one goal. Everything else is behind the pay wall. There is no trial phase or a extreme discount like 1 dollar for the first month. I cannot test the app to buy a subscription without this. 2/5,"Review -> Goal Achievement, Free Trial, Subscription Model, Pricing"
"However, the app and the content is good enough, I cannot recommend to go for premium as I miss the daily video sessions after an OS upgrade (Android 11 on S10e). Even disappointing that Remente Support does not answer on my claims in the last months.","Review -> Daily Video Sessions, Premium Subscription, Customer Support"
"I liked remente very much, but it no longer allows me to access it and shows this message ((remente cannot run without an up-to-date version of googlepaly services)) while I have the latest update of remente from google play. I downloaded .","Review -> Goal Achievement, Self-Awareness, Efficiency 
(Note: The review does not explicitly mention these features, but they are implied as the user is unable to access the app, which is supposed to help with these features)"
Great way to track. Have to pick mood before typing as I can't shut the keyboard and it blocks choices. But premise and workflow are solid.,"Review -> Mood Tracking, Goal Setting, Habit Building, Digital Life Coach, Courses, Tools, Advice, Stress Management, Self-Awareness, Goal Achievement"
"It wasn't very long at all (within hours) of posting my review before support responded asking me to email them. I did so with a bit of reserve, having already been in contact with paypal (showed no concern and very short) and google and (has yet to respond) neither helpful at all. I had a response within the hour and a refund to my account within 2. I am so very grateful for Andreas - Remente Support for seeing the urgency of the situation and fixing immediately ****update**** Canceled the app a year ago and thought nothing more of it until blindsided with $50.28 GONE from my account that was sent to me for food during a global pandemic since being ordered to stay home when the restaurant I am a server at reduced hours to nothing. GIVE THE MONEY YOU TOOK BACK!!!","Review -> Refund Process, Customer Support"
"I love the app, recently l have been facing a problem while I am trying to open the app. It give me a message: can't be run without an up-to-date version of google play service. When i open google play it is the last version avaliable in the store. Can you determine the version number of google service I need for the app. Thanks","Review -> None, the review is about a technical issue with Google Play Services, not a feature of the Remente app."
The only black spot is the user can't link the goals with the life wheel. It could be more meaningful if each goal had a specific purpose in the wheel.,"Review -> Goal Achievement, Life Wheel"
"I love it, it is exactly what I needed. however it makes me discouraged that you have to pay for so many courses. i won't be able to get premium. So im anxious that I won't be able to utilize what I need and it will be frustrating to have to lose what works for you.","Review -> Courses, Premium Feature"
Doesn't say anywhere (that I could see) before downing that this app isn't free. It annoyes me that you always need to get the credit card information before you've even tried the free trial.,"Review -> Free Trial, Payment Information Requirement, Transparency of Pricing"
"Would like something like this to be a paid app instead of forcing me to make an account before telling me that I have to pay an absurd amount of money (whilst paying is to be expected for good services, they ask you to pay min. 60$ to max. 365$ depending on your plan) when I don't even know if it will even work for me. The satisfied customer review saying ""I'm a real person and this works"" doesn't exactly convince me and nobody should settle for trusting such a bot-like review. Sketchy af tbh.","Review -> Payment Model, Free Trial, Pricing Transparency, Account Creation, Customer Review Authenticity"
It takes too long to load it gets me frustrated I would really like to try but every time I enter my info and submit it takes a while to load and I give up because I have other things to do,"Review -> Login/Registration, Loading Speed"
I love this app but it hasn't worked since it updated on my phone recently. I just get a white screen when trying to open it. I have uninstalled and reinstalled and it doesn't help. ð,"Review -> App Launch, Installation/Uninstallation Functionality"
"Edit: I did love it, it's now displaying the goals I've created in the wrong order. It's fine for a few days and then they're out of sync. I wish I could get a refund. It's gone from helping me to stressing me out.","Review -> Goal Achievement, Goal Monitoring"
like it very much. step by step teaching and training. i can create my own goals snd my own tactics. excellent.,"Review -> Goal Achievement, Self-Awareness, Decision Making, Time Management"
"I can't even sign up. I either get ""it seems like your device is offline"" - which of course isn't true- or ""unknown error occurred"" :(","Review -> Account Creation/Sign-up Process, Error Handling/Reporting"
Did it always have that owl sound when sending notifications? I have heard it twice without knowing where it was coming from and freaked out. It's ominous.,Review -> Notifications
Worthless Premium prices are ridiculous and free features are non existent. The app tries to sell a curated version of WikiHow with prices of a personal coach. Good for oil barons who are too dumb to write a to-do list for themselves or use Google to find articles on how to stop eating sugar.,"Review -> Goal Achievement, Self-Awareness, Time Management, Stress Management, Decision Making, Courses, Tools, Advice, Digital Life Coach, Personal Development, Goal Setting, Habit Building, Motivation, Prioritization, Leadership, Communication, Sleep Improvement, Mind Training, Resilience, Well-being 
However a more accurate mapping would be 
Review -> Goal Setting, Digital Life Coach, Courses, Tools, Advice, Well-being, Self Help, WikiHow like content (curated version)"
"I tried to log in for 20 minutes and it still doesn't work. Please, fix it! Edit: i installed it back after 6 months and logging in works now",Review -> Login/Authentication
thanks alot.. please add font size option to the app.. to choose the appropriate interface we use.. cause the font small.. and that direct me to leave the app ðð·,"Review -> Font Size Adjustment, User Interface Customization"
The app was perfect at first until the widget stopped showing my task list.It would just become blank.The problem persisted even after reinstalling it multiple times.,"Review -> Task List Widget, Goal Management"
"I cant get past the 3ed page I've tried swiping uninstall and reinstalling it resting my phone I rly wanted this app but once I logged in I couldn't get past the 3ed page of ""lifes beautiful when you know were your going""","Review -> Onboarding Process, User Interface, Login Functionality"
Was a 5 star. Then they started spamming me for an upgrade every 2 seconds. Make a lite version and leave me alone damn.,"Review -> Upgrade Option, Notification System, Lite Version"
"Can you please allow shrinking widgets? There's so much extra space around the day plan, and it's a simple list there's no reason it shouldn't be allowed smaller","Review -> Customizable Widget Size, Day Plan Widget"
$43 per year? Really??? I'M tired of overpriced GPS APPS. I DO NOT RECOMMEND DUE TO THE HIGH ANNUAL COST.,"Review -> None (The review mentions GPS APPS, which is not a feature of Remente: Well Being and Self Help)"
Would be a 5 if the journal feature was a real journal. Could you guys add a bullet journal feature?,"Review -> Journal Feature, Bullet Journal Feature"
The articles set out as Resources are very helpful. For me at least.,"Review -> Resources 
-> Self Help 
-> Goal Achievement 
-> Self-Awareness 
-> Well Being"
Just installed and attempted to make a profile. It's been glitchy and hasn't let me get past this point,"Review -> Profile Creation, User Registration"
(Edit) Wow. Really quick response. Gotta hand it to you guys. You really work round the clock.,"Review -> Quick Response, Round the Clock Support"
Practically useless if you don't give them money. The second I tried to do anything past their assessment (Which tells you nothing) it makes you pay to even choose something to work on. Not at all worth it,"Review -> Assessment, Goal Achievement, Payment-based access to content/tools"
Really good but would like option of goal icons & color choice.,"Review -> Goal Setting, Customization Options (Icons and Color)"
Could use some more tools and to helping and more variety of options to help,"Review -> Goal Achievement, Self-Awareness, Time Management, Stress Management"
Saves me o lot of time off multi paper lists flying everywhere!,"Saves me a lot of time off multi paper lists flying everywhere! -> Digital Organization, Note Taking, Task Management"
It has made me feel like I am being heard when I need help even when others wont listen and has shown me my own improvements and what I need to work on.,"Review -> Goal Achievement, Self-Awareness"
Just getting my feet wet but I am super excited and optomistic about this program.,"Just getting my feet wet but I am super excited and optomistic about this program. -> Goal Achievement, Self-Awareness"
Doesn't have the mountain with flags representing your goals anymore.,Review -> Goal Achievement
I like it so far but idk if I should be doing 5 dollars a month ATM. I know I can do it but I need to save money,Review -> Subscription Model
i am not okay with your privacy policy. It pains me to see 1M people downloading this app and consenting to their data PLUS their contacts data being used for profiling and marketing... please read the privacy policy before giving consent yall...,"Review -> Data Collection, Contact Data Usage, Profiling, Marketing"
"Just started but really like it so far, starting a new chapter in life","Just started but really like it so far, starting a new chapter in life -> Goal Achievement, Self-Awareness"
the newest update won't let me journal the way i want.,Review -> Journaling
This is a wonderful way to end my day. Fully deserving of the five star review I'm leaving here.,"Review -> Goal Achievement, Self-Awareness, Stress Management"
Please provide an option to remove quotes about god. They are more discouraging than encouraging to some.,"Review -> Content Customization, Quote Management"
Wish I could silence the owl noise!,"Wish I could silence the owl noise! -> Notification Settings, Customization Options"
"Great way to set goals and stay on track! I really wish that there wasn't as much of the app locked behind premium. other than that, you can plan your current day, set goals, read certain resourse lessons, and select certain preset goals already made on the app. You can also rate the balance of different aspects in your life to help you see which ones need work. There is so much more you can do with this app if you have the money for premium.","Review -> Goal Setting, Daily Planning, Resource Lessons, Preset Goals, Life Balance Assessment, Premium Features"
"I have tried and tried again to find a way to get back on track after a very long, MDD episode (clinical Major Depressive Disorder)... And I found this app, this amazing app! I paid for the premium after the first month of usage; yes, I feel that it is worth it for all that it does actually do. However, I still feel it is just a little bit more expensive then I would like. But again, for all that it does and what you can learn, what you can enact within your daily life, and all that you can do throughout the programs and courses... I pretty much will keep paying the monthly charge until I can truly invest in myself fully! Sadly, I stopped taking proper care of myself for that one month I had already paid for, but I can honestly say, that it's on me and that I wasn't very active, let alone BE proactive, during my really tough times. The point of this long-winded journey is, is that this app is totally worth it for free and the premium version definitely has a lot more programs to help you better yourself. I wouldn't pay for the premium until you were sure you were ready to ""be about it, not talk about it..."" In other words, unless you are absolutely sure that you are truly ready for your own, mostly customizable, journey inwards with yourself and ready to take your life back, hold off paying for the premium version. Because, if you're not ready to do the work, then that monthly, yearly, lifetime subscription will not be worth a single penny. But, please do actually give this a 100% true try and see results in yourself (and even those around you) that perhaps you haven't seen in quite some time. Aannnddd, one more thing.... Absolutely do enjoy yourself while changing, altering, and taking back control of your own life, once and for all! Hint: For this app to truly work for you, you must truly put in a lot of hard work for yourself... And if this is what you've been looking for, then you totally deserve the outcome that will come with hard work and a giant pay-off! Try it, what could you possibly have to lose?","Review -> Goal Achievement, Self-Awareness, Stress Management, Time Management, Decision Making, Sleep Cycles, Efficiency, Leadership, Communication, Mind Training, Courses, Tools, Advice, Digital Life Coach, Personal Development, Habit Building, Mindfulness, Motivation, Prioritization, Customizable Journey, Progress Tracking, Mental Well-being, Resilience, Preventive Tool"
"I really like this app. I like how customizable it is. You can create your own goals using your own pictures. It breaks down goals into small steps, making bigger goals seem more achievable. I took off 1 star just because the cost of premium is a lot. I would pay that for lifetime use, but not per year. I don't think I'll renew premium next year unless it's half the price. I also wish there were more boosts and courses and maybe connect to other wellness apps, like Myfitnesspal or Google Fit.","Review -> Customizable goal setting, Breakdown of goals into small steps, Premium subscription, Boosts, Courses, Integration with other wellness apps"
"I've tried a heck of a lot of apps. None have ever come close to this app. Simple, intuitive, powerful. Tracking that isn't overbearing. It has a calendar but it isn't just trying to become a newer, worse version of Google calendar like so many other ""productivity"" apps. This app really isn't about the tasks. It's about being your best self, an integration of mindfulness and task management that hits all the right spots for me. I'm so impressed.","Review -> Task Management, Calendar, Mindfulness, Goal Achievement, Habit Building"
